"SUID","consensus_direction","consensus_inhibition","consensus_stimulation","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","source","sources","target"
"27667","1","0","1","interacts with","1","0","1","POU1F1 (interacts with) PRL","16879162;7529501;16879162;7529501;16879162;7529501","false","interacts with","POU1F1 (interacts with) PRL","P28069","PAZAR;hocomoco_v11;trrust","P01236"
"27668","1","0","1","interacts with","1","0","1","CTCF (interacts with) POU1F1","22951020;22951020","false","interacts with","CTCF (interacts with) POU1F1","P49711","PAZAR;oreganno","P28069"
"27670","1","0","1","interacts with","1","0","1","POU1F1 (interacts with) GHR","7529501;7529501","false","interacts with","POU1F1 (interacts with) GHR","P28069","hocomoco_v11;trrust","P10912"
"27672","1","0","1","interacts with","1","0","1","SP1 (interacts with) CTGF","12888575;12888575","false","interacts with","SP1 (interacts with) CTGF","P08047","tred_via_RegNetwork;trrust","P29279"
"27674","1","0","1","interacts with","1","0","1","EGR1 (interacts with) PTGES","21983014;21983014;21983014","false","interacts with","EGR1 (interacts with) PTGES","P18146","PAZAR;tred_via_RegNetwork;trrust","O14684"
"27676","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) RUNX1T1","21540640;21540640","false","interacts with","SMAD4 (interacts with) RUNX1T1","Q13485","ReMap;trrust","Q06455"
"27677","1","0","1","interacts with","1","0","1","SPI1 (interacts with) RNASE2","9490699;9490699;9490699;9490699","false","interacts with","SPI1 (interacts with) RNASE2","P17947","ARACNe-GTEx;HTRIdb;tred_via_RegNetwork;trrust","P10153"
"27679","1","0","1","interacts with","1","0","1","HNF1A (interacts with) SLC22A10","20829431;20829431","false","interacts with","HNF1A (interacts with) SLC22A10","P20823","HTRIdb;trrust","Q63ZE4"
"27680","1","0","1","interacts with","1","0","1","CTCF (interacts with) NES","22951020;22951020","false","interacts with","CTCF (interacts with) NES","P49711","PAZAR;oreganno","P48681"
"27681","1","0","1","interacts with","1","0","1","TP63 (interacts with) VDR","16462763;22521434;16462763;22521434","false","interacts with","TP63 (interacts with) VDR","Q9H3D4","HTRIdb;trrust","P11473"
"27682","1","0","1","interacts with","1","0","1","VDR (interacts with) CDKN1B","16518840;15064717;16518840;15064717;16518840;15064717","false","interacts with","VDR (interacts with) CDKN1B","P11473","HTRIdb;jaspar_v2018;trrust","P46527"
"27683","1","1","0","interacts with","1","1","0","VDR (interacts with) EGFR","16087726;21458521;16087726;21458521;16087726;21458521","false","interacts with","VDR (interacts with) EGFR","P11473","HTRIdb;ReMap;trrust","P00533"
"27684","1","1","0","interacts with","1","1","0","SNAI1 (interacts with) VDR","20138990;15322538;16804902;20138990;15322538;16804902","false","interacts with","SNAI1 (interacts with) VDR","O95863","fantom4;trrust","P11473"
"27685","1","1","0","interacts with","1","1","0","VDR (interacts with) IL10","20691220;20691220;20691220","false","interacts with","VDR (interacts with) IL10","P11473","ARACNe-GTEx;HTRIdb;trrust","P22301"
"27686","1","0","1","interacts with","1","0","1","JUN (interacts with) VDR","17121851;15930183;11983707;17121851;15930183;11983707","false","interacts with","JUN (interacts with) VDR","P05412","fantom4;trrust","P11473"
"27687","1","0","1","interacts with","1","0","1","WT1 (interacts with) VDR","23362234;11773605;23362234;11773605","false","interacts with","WT1 (interacts with) VDR","P19544","fantom4;trrust","P11473"
"27688","1","0","1","interacts with","1","0","1","VDR (interacts with) CDH1","22213313;22213313","false","interacts with","VDR (interacts with) CDH1","P11473","ARACNe-GTEx;trrust","P12830"
"27690","1","1","0","interacts with","1","1","0","VDR (interacts with) IL12B","21310195;21310195","false","interacts with","VDR (interacts with) IL12B","P11473","IntAct;trrust","P29460"
"27691","1","1","0","interacts with","1","1","0","VDR (interacts with) IGFBP3","23770368;14963110;23770368;14963110","false","interacts with","VDR (interacts with) IGFBP3","P11473","oreganno;trrust","P17936"
"27692","1","1","0","interacts with","1","1","0","FOXO1 (interacts with) MCM5","17609436;17609436","false","interacts with","FOXO1 (interacts with) MCM5","Q12778","jaspar_v2018;tfact","P33992"
"27693","1","0","1","interacts with","1","0","1","E2F3 (interacts with) MCM5","10327050;10327050","false","interacts with","E2F3 (interacts with) MCM5","O00716","jaspar_v2018;tfact","P33992"
"27694","1","0","1","interacts with","1","0","1","E2F2 (interacts with) MCM5","10327050;10327050;10327050","false","interacts with","E2F2 (interacts with) MCM5","Q14209","ARACNe-GTEx;hocomoco_v11;tfact","P33992"
"27695","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) PRL","17609436;21401636;19727442;17609436;21401636;19727442;17609436;21401636;19727442;17609436;21401636;19727442","false","interacts with","FOXO1 (interacts with) PRL","Q12778","HTRIdb;TFe;tfact;trrust","P01236"
"27696","1","0","1","interacts with","1","0","1","ETS1 (interacts with) PRL","12200232;12200232","false","interacts with","ETS1 (interacts with) PRL","P14921","tred_via_RegNetwork;trrust","P01236"
"27697","1","0","1","interacts with","1","0","1","FOXP3 (interacts with) IL2RA","21036387;21036387","false","interacts with","FOXP3 (interacts with) IL2RA","Q9BZS1","ARACNe-GTEx;trrust","P01589"
"27698","1","0","1","interacts with","1","0","1","STAT3 (interacts with) IL2RA","24159173;10068671;11368440;24159173;10068671;11368440;24159173;10068671;11368440","false","interacts with","STAT3 (interacts with) IL2RA","P40763","tfact;tred_via_RegNetwork;trrust","P01589"
"27699","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) IL2RA","8455627;9135552;11781710;8455627;9135552;11781710;8455627;9135552;11781710;8455627;9135552;11781710","false","interacts with","NFKB1 (interacts with) IL2RA","P19838","kegg;tfact;tred_via_RegNetwork;trrust","P01589"
"27700","1","1","0","interacts with","1","1","0","CEBPE (interacts with) SPI1","12202480;12202480","false","interacts with","CEBPE (interacts with) SPI1","Q15744","tred_via_RegNetwork;trrust","P17947"
"27701","1","0","1","interacts with","1","0","1","FOSL2 (interacts with) FOSL1","13679379;13679379;13679379;13679379","false","interacts with","FOSL2 (interacts with) FOSL1","P15408","ARACNe-GTEx;fantom4;jaspar_v2018;trrust","P15407"
"27702","1","0","1","interacts with","1","0","1","FOSL2 (interacts with) MMP13","16144844;16144844","false","interacts with","FOSL2 (interacts with) MMP13","P15408","hocomoco_v11;tfact","P45452"
"27703","1","0","1","interacts with","1","0","1","FOSL2 (interacts with) BCL6","22493372;22493372;22493372","false","interacts with","FOSL2 (interacts with) BCL6","P15408","ARACNe-GTEx;hocomoco_v11;trrust","P41182"
"27704","1","0","1","interacts with","1","0","1","FOSL2 (interacts with) CCR4","18071306;22493372;18071306;22493372","false","interacts with","FOSL2 (interacts with) CCR4","P15408","IntAct;trrust","P51679"
"27705","1","0","1","interacts with","1","0","1","STAT3 (interacts with) PRF1","10072525;10072525","false","interacts with","STAT3 (interacts with) PRF1","P40763","tfact;tred_via_RegNetwork","P14222"
"27707","1","0","1","interacts with","1","0","1","GATA2 (interacts with) PLSCR2","22951020;22951020;22951020","false","interacts with","GATA2 (interacts with) PLSCR2","P23769","hocomoco_v11;jaspar_v2018;oreganno","Q9NRY7"
"27708","1","0","1","interacts with","1","0","1","SP1 (interacts with) KRT5","12024040;12024040","false","interacts with","SP1 (interacts with) KRT5","P08047","tred_via_RegNetwork;trrust","P13647"
"27709","1","0","1","interacts with","1","0","1","GATA2 (interacts with) FDPS","22951020;22951020","false","interacts with","GATA2 (interacts with) FDPS","P23769","hocomoco_v11;oreganno","P14324"
"27711","1","0","1","interacts with","1","0","1","SPI1 (interacts with) CXCR1","9867862;9867862","false","interacts with","SPI1 (interacts with) CXCR1","P17947","ARACNe-GTEx;trrust","P25024"
"27712","1","0","1","interacts with","1","0","1","ETS1 (interacts with) LCK","7970721;7970721;7970721;7970721","false","interacts with","ETS1 (interacts with) LCK","P14921","PAZAR;hocomoco_v11;tred_via_RegNetwork;trrust","P06239"
"27714","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) PTAFR","11502209;11502209","false","interacts with","NFKB1 (interacts with) PTAFR","P19838","tred_via_RegNetwork;trrust","P25105"
"27716","1","1","0","interacts with","1","1","0","RXRA (interacts with) ABCC3","17272513;17272513","false","interacts with","RXRA (interacts with) ABCC3","P19793","ReMap;trrust","O15438"
"27717","1","0","1","interacts with","1","0","1","SP1 (interacts with) ABCC3","10772892;17272513;10772892;17272513;10772892;17272513","false","interacts with","SP1 (interacts with) ABCC3","P08047","HTRIdb;ReMap;trrust","O15438"
"27718","1","0","1","interacts with","1","0","1","EGR1 (interacts with) NAB2","20506119;16260776;20506119;16260776;20506119;16260776;20506119;16260776;20506119;16260776;20506119;16260776;20506119;16260776","false","interacts with","EGR1 (interacts with) NAB2","P18146","HTRIdb;PAZAR;ReMap;fantom4;hocomoco_v11;jaspar_v2018;trrust","Q15742"
"27719","1","0","1","interacts with","1","0","1","IRF1 (interacts with) HLA-A","19428110;19428110;19428110;19428110","false","interacts with","IRF1 (interacts with) HLA-A","P10914","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","P05534"
"27721","1","0","1","interacts with","1","0","1","IRF1 (interacts with) DDX58","22391244;22391244","false","interacts with","IRF1 (interacts with) DDX58","P10914","ARACNe-GTEx;trrust","O95786"
"27722","1","0","1","interacts with","1","0","1","IRF1 (interacts with) HLA-A","19428110;19428110;19428110;19428110","false","interacts with","IRF1 (interacts with) HLA-A","P10914","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","P16189"
"27723","1","0","1","interacts with","1","0","1","IRF1 (interacts with) HLA-A","19428110;19428110;19428110;19428110","false","interacts with","IRF1 (interacts with) HLA-A","P10914","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","P30456"
"27724","1","0","1","interacts with","1","0","1","IRF1 (interacts with) IL10","12817009;12817009","false","interacts with","IRF1 (interacts with) IL10","P10914","oreganno;trrust","P22301"
"27725","1","0","1","interacts with","1","0","1","IRF1 (interacts with) CIITA","10202014;10557076;9916712;14530341;11464288;15950283;10202014;10557076;9916712;14530341;11464288;15950283","false","interacts with","IRF1 (interacts with) CIITA","P10914","fantom4;trrust","P33076"
"27726","1","0","1","interacts with","1","0","1","IRF1 (interacts with) HLA-A","19428110;19428110;19428110;19428110","false","interacts with","IRF1 (interacts with) HLA-A","P10914","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","P04439"
"27727","1","0","1","interacts with","1","0","1","RELA (interacts with) IRF1","15659797;9336467;18694960;15659797;9336467;18694960;15659797;9336467;18694960","false","interacts with","RELA (interacts with) IRF1","Q04206","ReMap;fantom4;trrust","P10914"
"27728","1","1","0","interacts with","1","1","0","IRF1 (interacts with) FOXP3","18641303;18641303","false","interacts with","IRF1 (interacts with) FOXP3","P10914","IntAct;trrust","Q9BZS1"
"27729","1","0","1","interacts with","1","0","1","IRF1 (interacts with) TNFSF10","21858676;21858676;21858676","false","interacts with","IRF1 (interacts with) TNFSF10","P10914","ARACNe-GTEx;hocomoco_v11;trrust","P50591"
"27731","1","0","1","interacts with","1","0","1","IRF1 (interacts with) EIF2AK2","8622878;8622878","false","interacts with","IRF1 (interacts with) EIF2AK2","P10914","jaspar_v2018;trrust","P19525"
"27732","1","0","1","interacts with","1","0","1","STAT3 (interacts with) IRF1","8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173;8168491;8647845;17182572;10068671;10358173","false","interacts with","STAT3 (interacts with) IRF1","P40763","IntAct;PAZAR;fantom4;hocomoco_v11;kegg;tfact;tred_via_RegNetwork;trrust","P10914"
"27734","1","0","1","interacts with","1","0","1","IRF1 (interacts with) IFIT3","21056555;21056555;21056555;21056555;21056555","false","interacts with","IRF1 (interacts with) IFIT3","P10914","ARACNe-GTEx;ReMap;hocomoco_v11;jaspar_v2018;trrust","O14879"
"27735","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) IRF1","15659797;9336467;12077266;18694960;15659797;9336467;12077266;18694960;15659797;9336467;12077266;18694960;15659797;9336467;12077266;18694960;15659797;9336467;12077266;18694960","false","interacts with","NFKB1 (interacts with) IRF1","P19838","ARACNe-GTEx;fantom4;tfact;tred_via_RegNetwork;trrust","P10914"
"27736","1","0","1","interacts with","1","0","1","IRF1 (interacts with) HLA-A","19428110;19428110;19428110;19428110","false","interacts with","IRF1 (interacts with) HLA-A","P10914","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","P30512"
"27737","1","0","1","interacts with","1","0","1","IRF1 (interacts with) IFNB1","8021262;8021262","false","interacts with","IRF1 (interacts with) IFNB1","P10914","TFe;trrust","P01574"
"27738","1","0","1","interacts with","1","0","1","STAT2 (interacts with) IRF1","8621447;8647845;8621447;8647845;8621447;8647845;8621447;8647845","false","interacts with","STAT2 (interacts with) IRF1","P52630","HTRIdb;ReMap;tfact;trrust","P10914"
"27739","1","0","1","interacts with","1","0","1","FOXO4 (interacts with) PPARGC1A","17390079;17390079","false","interacts with","FOXO4 (interacts with) PPARGC1A","P98177","hocomoco_v11;tfact","Q9UBK2"
"27740","1","0","1","interacts with","1","0","1","USF2 (interacts with) TGFB1","14757763;14757763","false","interacts with","USF2 (interacts with) TGFB1","Q15853","tred_via_RegNetwork;trrust","P01137"
"27741","1","0","1","interacts with","1","0","1","USF2 (interacts with) PF4","15187018;15187018","false","interacts with","USF2 (interacts with) PF4","Q15853","tred_via_RegNetwork;trrust","P02776"
"27742","1","1","0","interacts with","1","1","0","USF2 (interacts with) CYP19A1","12917334;12917334","false","interacts with","USF2 (interacts with) CYP19A1","Q15853","tred_via_RegNetwork;trrust","P11511"
"27743","1","0","1","interacts with","1","0","1","USF2 (interacts with) ABCA1","11861672;11861672","false","interacts with","USF2 (interacts with) ABCA1","Q15853","tred_via_RegNetwork;trrust","O95477"
"27744","1","0","1","interacts with","1","0","1","USF2 (interacts with) FMR1","15175277;11058604;15175277;11058604;15175277;11058604","false","interacts with","USF2 (interacts with) FMR1","Q15853","fantom4;tred_via_RegNetwork;trrust","Q06787"
"27745","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) LPL","20200316;20200316","false","interacts with","NFKB1 (interacts with) LPL","P19838","hocomoco_v11;trrust","P06858"
"27746","1","0","1","interacts with","1","0","1","PPARA (interacts with) LPL","10634806;10634806;10634806;10634806","false","interacts with","PPARA (interacts with) LPL","Q07869","hocomoco_v11;kegg;tred_via_RegNetwork;trrust","P06858"
"27747","1","0","1","interacts with","1","0","1","ETS1 (interacts with) FAS","11970950;11970950;11970950","false","interacts with","ETS1 (interacts with) FAS","P14921","ARACNe-GTEx;PAZAR;tfact","P25445"
"27748","1","1","0","interacts with","1","1","0","EGR1 (interacts with) FAS","9300687;9300687;9300687","false","interacts with","EGR1 (interacts with) FAS","P18146","tfact;tred_via_RegNetwork;trrust","P25445"
"27749","1","0","1","interacts with","1","0","1","JUN (interacts with) FAS","10903433;10903433;10903433;10903433","false","interacts with","JUN (interacts with) FAS","P05412","jaspar_v2018;kegg;tred_via_RegNetwork;trrust","P25445"
"27750","1","1","0","interacts with","1","1","0","STAT3 (interacts with) FAS","16651438;22313388;16651438;22313388","false","interacts with","STAT3 (interacts with) FAS","P40763","tred_via_RegNetwork;trrust","P25445"
"27751","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) FAS","9733827;19628709;9733827;19628709","false","interacts with","NFKB1 (interacts with) FAS","P19838","tred_via_RegNetwork;trrust","P25445"
"27752","1","0","1","interacts with","1","0","1","SP1 (interacts with) FAS","22084312;22084312;22084312","false","interacts with","SP1 (interacts with) FAS","P08047","tred_via_RegNetwork;trrd_via_tfact;trrust","P25445"
"27753","1","1","0","interacts with","1","1","0","GLI2 (interacts with) FAS","21135115;21135115","false","interacts with","GLI2 (interacts with) FAS","P10070","ARACNe-GTEx;trrust","P25445"
"27754","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) CYR61","16616811;16616811","false","interacts with","SMAD4 (interacts with) CYR61","Q13485","ReMap;tfact","O00622"
"27755","1","1","0","interacts with","1","1","0","ZEB1 (interacts with) CDH1","15311212;12161443;23743934;15311212;12161443;23743934;15311212;12161443;23743934","false","interacts with","ZEB1 (interacts with) CDH1","P37275","ReMap;hocomoco_v11;trrust","P12830"
"27757","1","1","0","interacts with","1","1","0","ZEB1 (interacts with) GRHL2","23814079;23814079","false","interacts with","ZEB1 (interacts with) GRHL2","P37275","jaspar_v2018;trrust","Q6ISB3"
"27759","1","0","1","interacts with","1","0","1","SP1 (interacts with) GAST","7890769;15613302;7890769;15613302;7890769;15613302","false","interacts with","SP1 (interacts with) GAST","P08047","HTRIdb;tred_via_RegNetwork;trrust","P01350"
"27760","1","0","1","interacts with","1","0","1","E2F2 (interacts with) CDCA7","16580749;16580749","false","interacts with","E2F2 (interacts with) CDCA7","Q14209","ARACNe-GTEx;tfact","Q9BWT1"
"27761","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) CDKN1B","12391153;21418583;11094066;17015685;12359217;12391153;21418583;11094066;17015685;12359217;12391153;21418583;11094066;17015685;12359217;12391153;21418583;11094066;17015685;12359217","false","interacts with","FOXO1 (interacts with) CDKN1B","Q12778","TFe;kegg;tfact;trrust","P46527"
"27762","1","1","0","interacts with","1","1","0","FOXO1 (interacts with) TIMP3","16690806;16690806","false","interacts with","FOXO1 (interacts with) TIMP3","Q12778","ARACNe-GTEx;tfact","P35625"
"27763","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) KLF2","23002242;18713968;23002242;18713968;23002242;18713968;23002242;18713968;23002242;18713968","false","interacts with","FOXO1 (interacts with) KLF2","Q12778","IntAct;TFe;kegg;tfact;trrust","Q9Y5W3"
"27764","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) TNFSF10","12351634;23630076;15632117;12351634;23630076;15632117;12351634;23630076;15632117;12351634;23630076;15632117","false","interacts with","FOXO1 (interacts with) TNFSF10","Q12778","TFe;kegg;tfact;trrust","P50591"
"27766","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) AGRP","16783365;16783365","false","interacts with","FOXO1 (interacts with) AGRP","Q12778","TFe;tfact","O00253"
"27768","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) RPS6KA3","12351634;12351634","false","interacts with","FOXO1 (interacts with) RPS6KA3","Q12778","hocomoco_v11;tfact","P51812"
"27770","1","0","1","interacts with","1","0","1","RELA (interacts with) AGER","19616578;18622638;19616578;18622638","false","interacts with","RELA (interacts with) AGER","Q04206","kegg;trrust","Q15109"
"27771","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) AGER","19616578;18622638;19616578;18622638","false","interacts with","NFKB1 (interacts with) AGER","P19838","kegg;trrust","Q15109"
"27773","1","0","1","interacts with","1","0","1","SP1 (interacts with) PPL","19583808;19583808","false","interacts with","SP1 (interacts with) PPL","P08047","jaspar_v2018;trrust","O60437"
"27774","1","0","1","interacts with","1","0","1","HIF1A (interacts with) E2F3","20308562;20308562","false","interacts with","HIF1A (interacts with) E2F3","Q16665","ARACNe-GTEx;trrust","O00716"
"27775","1","0","1","interacts with","1","0","1","HIF1A (interacts with) ALDOA","8089148;8955077;8089148;8955077;8089148;8955077;8089148;8955077;8089148;8955077","false","interacts with","HIF1A (interacts with) ALDOA","Q16665","PAZAR;kegg;tfact;tred_via_RegNetwork;trrust","P04075"
"27776","1","0","1","interacts with","1","0","1","HIF1A (interacts with) ALAS2","21207956;21207956;21207956","false","interacts with","HIF1A (interacts with) ALAS2","Q16665","HTRIdb;tred_via_RegNetwork;trrust","P22557"
"27777","1","0","1","interacts with","1","0","1","EGR1 (interacts with) HIF1A","18506761;18506761","false","interacts with","EGR1 (interacts with) HIF1A","P18146","HTRIdb;trrust","Q16665"
"27779","1","0","1","interacts with","1","0","1","HIF1A (interacts with) PGK1","8089148;8089148;8089148;8089148;8089148;8089148","false","interacts with","HIF1A (interacts with) PGK1","Q16665","ARACNe-GTEx;PAZAR;kegg;tfact;tred_via_RegNetwork;trrust","P00558"
"27780","1","0","1","interacts with","1","0","1","HIF1A (interacts with) BAX","15706354;15706354","false","interacts with","HIF1A (interacts with) BAX","Q16665","tred_via_RegNetwork;trrust","Q07812"
"27781","1","0","1","interacts with","1","0","1","STAT3 (interacts with) HIF1A","18644974;17597020;23991099;19265129;18644974;17597020;23991099;19265129;18644974;17597020;19265129","false","interacts with","STAT3 (interacts with) HIF1A","P40763","ARACNe-GTEx;kegg;trrust","Q16665"
"27782","1","0","1","interacts with","1","0","1","HIF1A (interacts with) ID2","15252039;11955624;15252039;11955624;15252039;11955624;15252039;11955624","false","interacts with","HIF1A (interacts with) ID2","Q16665","PAZAR;fantom4;tfact;tred_via_RegNetwork","Q02363"
"27783","1","0","1","interacts with","1","0","1","HIF1A (interacts with) EPO","8089148;8663540;8089148;8663540;8089148;8663540;8089148;8663540","false","interacts with","HIF1A (interacts with) EPO","Q16665","PAZAR;kegg;tred_via_RegNetwork;trrust","P01588"
"27785","1","0","1","interacts with","1","0","1","HIF1A (interacts with) NT5E","12370277;12370277","false","interacts with","HIF1A (interacts with) NT5E","Q16665","tred_via_RegNetwork;trrust","P21589"
"27786","1","1","0","interacts with","1","1","0","SP1 (interacts with) CRMP1","18524846;18524846;18524846","false","interacts with","SP1 (interacts with) CRMP1","P08047","hocomoco_v11;tfact;trrust","Q14194"
"27787","1","0","1","interacts with","1","0","1","JUN (interacts with) TGFB1","10843986;10843986;10843986","false","interacts with","JUN (interacts with) TGFB1","P05412","kegg;tfact;tred_via_RegNetwork","P01137"
"27788","1","0","1","interacts with","1","0","1","SP1 (interacts with) TGFB1","9580699;9580699","false","interacts with","SP1 (interacts with) TGFB1","P08047","tred_via_RegNetwork;trrust","P01137"
"27790","1","0","1","interacts with","1","0","1","ETS1 (interacts with) TNFSF14","12215452;12215452;12215452","false","interacts with","ETS1 (interacts with) TNFSF14","P14921","PAZAR;tred_via_RegNetwork;trrust","O43557"
"27791","1","0","1","interacts with","1","0","1","SP1 (interacts with) TNFSF14","12215452;12215452","false","interacts with","SP1 (interacts with) TNFSF14","P08047","tred_via_RegNetwork;trrust","O43557"
"27793","1","0","1","interacts with","1","0","1","STAT3 (interacts with) S100A11","24376686;24376686","false","interacts with","STAT3 (interacts with) S100A11","P40763","ReMap;trrust","P31949"
"27795","1","0","1","interacts with","1","0","1","GATA2 (interacts with) TNFAIP8L1","22951020;22951020","false","interacts with","GATA2 (interacts with) TNFAIP8L1","P23769","PAZAR;oreganno","Q8WVP5"
"27797","1","1","0","interacts with","1","1","0","WT1 (interacts with) CIAO1","9556563;9556563","false","interacts with","WT1 (interacts with) CIAO1","P19544","tred_via_RegNetwork;trrust","O76071"
"27798","1","1","0","interacts with","1","1","0","POU2F1 (interacts with) IL4","11781715;11781715","false","interacts with","POU2F1 (interacts with) IL4","P14859","tred_via_RegNetwork;trrust","P05112"
"27799","1","0","1","interacts with","1","0","1","SP1 (interacts with) CDKN1B","10542271;10072762;16518840;15064717;12907235;10542271;10072762;16518840;15064717;12907235;10542271;10072762;16518840;15064717;12907235","false","interacts with","SP1 (interacts with) CDKN1B","P08047","HTRIdb;trrd_via_tfact;trrust","P46527"
"27800","1","0","1","interacts with","1","0","1","IRF9 (interacts with) IFIT3","20403236;19351818;20403236;19351818;20403236;19351818;20403236;19351818;20403236;19351818","false","interacts with","IRF9 (interacts with) IFIT3","Q00978","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;tfact;trrust","O14879"
"27802","1","0","1","interacts with","1","0","1","GATA2 (interacts with) FCER1A","24639354;24639354","false","interacts with","GATA2 (interacts with) FCER1A","P23769","PAZAR;trrust","P12319"
"27803","1","0","1","interacts with","1","0","1","SPI1 (interacts with) FCER1A","11971001;11971001","false","interacts with","SPI1 (interacts with) FCER1A","P17947","PAZAR;trrust","P12319"
"27804","1","0","1","interacts with","1","0","1","RELA (interacts with) MMP2","17498959;20352621;19303700;17498959;20352621;19303700","false","interacts with","RELA (interacts with) MMP2","Q04206","kegg;trrust","P08253"
"27805","1","0","1","interacts with","1","0","1","JUN (interacts with) MMP2","15777790;15777790;15777790","false","interacts with","JUN (interacts with) MMP2","P05412","kegg;tred_via_RegNetwork;trrust","P08253"
"27806","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) MMP2","17498959;20352621;19303700;17498959;20352621;19303700","false","interacts with","NFKB1 (interacts with) MMP2","P19838","kegg;trrust","P08253"
"27807","1","0","1","interacts with","1","0","1","SP1 (interacts with) MMP2","21469139;20969766;10506168;19061309;21469139;20969766;10506168;19061309;21469139;20969766;10506168;19061309;21469139;20969766;10506168;19061309","false","interacts with","SP1 (interacts with) MMP2","P08047","HTRIdb;IntAct;tred_via_RegNetwork;trrust","P08253"
"27809","1","0","1","interacts with","1","0","1","MSC (interacts with) MMP2","18279606;18279606","false","interacts with","MSC (interacts with) MMP2","O60682","ARACNe-GTEx;trrust","P08253"
"27812","1","1","0","interacts with","1","1","0","ESRRA (interacts with) NR2F6","15955695;15955695","false","interacts with","ESRRA (interacts with) NR2F6","P11474","ARACNe-GTEx;trrust","P10588"
"27814","1","1","0","interacts with","1","1","0","NR2F6 (interacts with) LHCGR","11682620;11682620","false","interacts with","NR2F6 (interacts with) LHCGR","P10588","trrd_via_tfact;trrust","P22888"
"27815","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) ZFP36","12754205;12754205;12754205","false","interacts with","SMAD4 (interacts with) ZFP36","Q13485","tfact;tred_via_RegNetwork;trrust","P26651"
"27816","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) AHR","11259615;11259615","false","interacts with","SMAD4 (interacts with) AHR","Q13485","tfact;trrust","P35869"
"27817","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) JUN","10022869;10022869;10022869","false","interacts with","SMAD4 (interacts with) JUN","Q13485","tfact;tred_via_RegNetwork;trrust","P05412"
"27818","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) COL7A1","9582342;9843964;9582342;9843964;9582342;9843964","false","interacts with","SMAD4 (interacts with) COL7A1","Q13485","tfact;tred_via_RegNetwork;trrust","Q02388"
"27820","1","1","0","interacts with","1","1","0","SMAD4 (interacts with) DACH1","14525983;14525983","false","interacts with","SMAD4 (interacts with) DACH1","Q13485","tred_via_RegNetwork;trrust","Q9UI36"
"27821","1","0","1","interacts with","1","0","1","SP1 (interacts with) SMAD4","21421563;21421563","false","interacts with","SP1 (interacts with) SMAD4","P08047","oreganno;tred_via_RegNetwork","Q13485"
"27822","1","0","1","interacts with","1","0","1","SMAD4 (interacts with) EPO","14741200;14741200;14741200","false","interacts with","SMAD4 (interacts with) EPO","Q13485","tfact;tred_via_RegNetwork;trrust","P01588"
"27825","1","0","1","interacts with","1","0","1","GLI3 (interacts with) PTCH2","14691458;14691458;14691458","false","interacts with","GLI3 (interacts with) PTCH2","P10071","hocomoco_v11;kegg;tfact","Q9Y6C5"
"27826","1","0","1","interacts with","1","0","1","ATF1 (interacts with) IL10","10540320;10540320","false","interacts with","ATF1 (interacts with) IL10","P18846","tred_via_RegNetwork;trrust","P22301"
"27827","1","1","0","interacts with","1","1","0","ATF1 (interacts with) CCNA1","12044952;12044952","false","interacts with","ATF1 (interacts with) CCNA1","P18846","tred_via_RegNetwork;trrust","P78396"
"27829","1","0","1","interacts with","1","0","1","CTCF (interacts with) TSFM","22951020;22951020;22951020;22951020","false","interacts with","CTCF (interacts with) TSFM","P49711","PAZAR;hocomoco_v11;jaspar_v2018;oreganno","P43897"
"27830","1","0","1","interacts with","1","0","1","E2F2 (interacts with) CDCA4","16984923;16984923","false","interacts with","E2F2 (interacts with) CDCA4","Q14209","ARACNe-GTEx;tfact","Q9BXL8"
