"SUID","consensus_direction","consensus_inhibition","consensus_stimulation","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","source","sources","target"
"26715","1","0","1","interacts with","1","0","1","ETS1 (interacts with) CD8A","8413295;8413295","false","interacts with","ETS1 (interacts with) CD8A","P14921","tred_via_RegNetwork;trrust","P01732"
"26717","1","0","1","interacts with","1","0","1","HNF1A (interacts with) APOH","14984368;14984368","false","interacts with","HNF1A (interacts with) APOH","P20823","hocomoco_v11;tfact","P02749"
"26718","1","0","1","interacts with","1","0","1","RELA (interacts with) MAT2A","18226221;14530285;18226221;14530285","false","interacts with","RELA (interacts with) MAT2A","Q04206","HTRIdb;trrust","P31153"
"26719","1","0","1","interacts with","1","0","1","JUN (interacts with) MAT2A","14530285;14530285","false","interacts with","JUN (interacts with) MAT2A","P05412","tred_via_RegNetwork;trrust","P31153"
"26720","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) MAT2A","14530285;14530285;14530285","false","interacts with","NFKB1 (interacts with) MAT2A","P19838","tfact;tred_via_RegNetwork;trrust","P31153"
"26721","1","0","1","interacts with","1","0","1","SP1 (interacts with) MAT2A","11427482;11427482;11427482","false","interacts with","SP1 (interacts with) MAT2A","P08047","tred_via_RegNetwork;trrd_via_tfact;trrust","P31153"
"26723","1","0","1","interacts with","1","0","1","RELA (interacts with) IL17C","21628458;21628458","false","interacts with","RELA (interacts with) IL17C","Q04206","HTRIdb;trrust","Q9P0M4"
"26724","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) IL17C","21628458;21628458","false","interacts with","NFKB1 (interacts with) IL17C","P19838","HTRIdb;trrust","Q9P0M4"
"26726","1","0","1","interacts with","1","0","1","FOXO1 (interacts with) TMEM47","12351634;12351634","false","interacts with","FOXO1 (interacts with) TMEM47","Q12778","hocomoco_v11;tfact","Q9BQJ4"
"26728","1","0","1","interacts with","1","0","1","RELA (interacts with) TRAF1","19343319;17018379;11297551;9733827;19343319;17018379;11297551;9733827;19343319;17018379;11297551;9733827","false","interacts with","RELA (interacts with) TRAF1","Q04206","ReMap;kegg;trrust","Q13077"
"26729","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) TRAF1","19343319;17018379;11297551;9733827;19343319;17018379;11297551;9733827;19343319;17018379;11297551;9733827;19343319;17018379;11297551;9733827;19343319;17018379;11297551;9733827","false","interacts with","NFKB1 (interacts with) TRAF1","P19838","ReMap;kegg;tred_via_RegNetwork;trrd_via_tfact;trrust","Q13077"
"26731","1","1","0","interacts with","1","1","0","CTCF (interacts with) S100Z","22951020;22951020","false","interacts with","CTCF (interacts with) S100Z","P49711","PAZAR;oreganno","Q8WXG8"
"26733","1","0","1","interacts with","1","0","1","SP1 (interacts with) BSG","11814679;20629990;20384626;11814679;20629990;20384626;11814679;20629990;20384626;11814679;20629990;20384626","false","interacts with","SP1 (interacts with) BSG","P08047","HTRIdb;jaspar_v2018;trrd_via_tfact;trrust","P35613"
"26734","1","0","1","interacts with","1","0","1","EGR1 (interacts with) CD19","9233624;9233624;9233624;9233624;9233624","false","interacts with","EGR1 (interacts with) CD19","P18146","HTRIdb;PAZAR;jaspar_v2018;tred_via_RegNetwork;trrd_via_tfact","P15391"
"26735","1","1","0","interacts with","1","1","0","FOXL2 (interacts with) CYP19A1","21862621;21862621","false","interacts with","FOXL2 (interacts with) CYP19A1","P58012","TFe;trrust","P11511"
"26737","1","1","0","interacts with","1","1","0","TP53 (interacts with) PERP","17344317;18431400;17344317;18431400;17344317;18431400;17344317;18431400","false","interacts with","TP53 (interacts with) PERP","P04637","kegg;reviews;tred_via_RegNetwork;trrust","Q96FX8"
"26739","1","0","1","interacts with","1","0","1","JUN (interacts with) GJA1","10421804;10421804","false","interacts with","JUN (interacts with) GJA1","P05412","tred_via_RegNetwork;trrust","P17302"
"26740","1","0","1","interacts with","1","0","1","SP1 (interacts with) GJA1","19679555;10421804;19679555;10421804","false","interacts with","SP1 (interacts with) GJA1","P08047","tred_via_RegNetwork;trrust","P17302"
"26741","1","0","1","interacts with","1","0","1","USF1 (interacts with) CTSD","9731700;9731700;9731700;9731700","false","interacts with","USF1 (interacts with) CTSD","P22415","hocomoco_v11;jaspar_v2018;tred_via_RegNetwork;trrust","P07339"
"26742","1","0","1","interacts with","1","0","1","TP53 (interacts with) CTSD","10029407;18431400;10029407;18431400;10029407;18431400","false","interacts with","TP53 (interacts with) CTSD","P04637","reviews;tred_via_RegNetwork;trrust","P07339"
"26743","1","0","1","interacts with","1","0","1","USF2 (interacts with) CTSD","9731700;9731700;9731700;9731700","false","interacts with","USF2 (interacts with) CTSD","Q15853","hocomoco_v11;jaspar_v2018;tred_via_RegNetwork;trrust","P07339"
"26744","1","0","1","interacts with","1","0","1","SP1 (interacts with) CTSD","8195246;8195246","false","interacts with","SP1 (interacts with) CTSD","P08047","HTRIdb;trrd_via_tfact","P07339"
"26746","1","0","1","interacts with","1","0","1","MYC (interacts with) CDK4","14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915;14519204;22395148;15208653;11983916;24951594;10688915","false","interacts with","MYC (interacts with) CDK4","P01106","HTRIdb;IntAct;PAZAR;fantom4;kegg;tfact;tred_via_RegNetwork;trrust","P11802"
"26747","1","0","1","interacts with","1","0","1","RELA (interacts with) CDK4","18425349;18425349","false","interacts with","RELA (interacts with) CDK4","Q04206","ARACNe-GTEx;trrust","P11802"
"26748","1","0","1","interacts with","1","0","1","STAT3 (interacts with) CDK4","22218594;22218594","false","interacts with","STAT3 (interacts with) CDK4","P40763","ARACNe-GTEx;trrust","P11802"
"26749","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) CDK4","18425349;18425349","false","interacts with","NFKB1 (interacts with) CDK4","P19838","ARACNe-GTEx;trrust","P11802"
"26751","1","0","1","interacts with","1","0","1","GATA2 (interacts with) HTR5A","22951020;22951020","false","interacts with","GATA2 (interacts with) HTR5A","P23769","PAZAR;oreganno","P47898"
"26753","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) FBP1","11023824;11023824;11023824","false","interacts with","NFKB1 (interacts with) FBP1","P19838","tfact;tred_via_RegNetwork;trrust","P09467"
"26755","1","0","1","interacts with","1","0","1","EGR1 (interacts with) PTP4A1","9988683;9988683;9988683;9988683","false","interacts with","EGR1 (interacts with) PTP4A1","P18146","PAZAR;tfact;tred_via_RegNetwork;trrust","Q93096"
"26756","1","0","1","interacts with","1","0","1","GATA6 (interacts with) CYP17A1","15284005;15284005;15284005","false","interacts with","GATA6 (interacts with) CYP17A1","Q92908","NFIRegulomeDB;PAZAR;trrust","P05093"
"26757","0","0","0","interacts with","1","1","0","NR0B1 (interacts with) NR5A1","11990799;11990799","false","interacts with","NR0B1 (interacts with) NR5A1","P51843","ARACNe-GTEx;trrust","Q13285"
"26758","1","0","1","interacts with","1","0","1","NR5A1 (interacts with) NR0B1","11990799;11990799;11990799","false","interacts with","NR5A1 (interacts with) NR0B1","Q13285","ARACNe-GTEx;trrd_via_tfact;trrust","P51843"
"26760","1","0","1","interacts with","1","0","1","MYC (interacts with) HSPA9","11983916;11983916","false","interacts with","MYC (interacts with) HSPA9","P01106","tfact;tred_via_RegNetwork","P38646"
"26761","1","0","1","interacts with","1","0","1","HIF1A (interacts with) LEP","18559540;18559540;18559540","false","interacts with","HIF1A (interacts with) LEP","Q16665","PAZAR;tred_via_RegNetwork;trrust","P41159"
"26762","1","0","1","interacts with","1","0","1","SP1 (interacts with) LEP","18559540;18559540","false","interacts with","SP1 (interacts with) LEP","P08047","PAZAR;trrust","P41159"
"26763","1","0","1","interacts with","1","0","1","EGR1 (interacts with) TNF","14767560;12560487;10913190;14767560;12560487;10913190;14767560;12560487;10913190;14767560;12560487;10913190;14767560;12560487;10913190;14767560;12560487;10913190","false","interacts with","EGR1 (interacts with) TNF","P18146","ARACNe-GTEx;PAZAR;jaspar_v2018;tfact;tred_via_RegNetwork;trrust","P01375"
"26764","1","0","1","interacts with","1","0","1","RELA (interacts with) TNF","11749970;17407192;16707469;12058956;16916598;8219230;7876168;12686724;18057724;10837498;15013838;10079106;20237317;19103749;20066113;10748079;8679226;11749970;17407192;16707469;12058956;16916598;8219230;7876168;12686724;18057724;10837498;15013838;10079106;20237317;19103749;20066113;10748079;8679226;11749970;17407192;16707469;12058956;16916598;8219230;7876168;12686724;18057724;10837498;15013838;10079106;20237317;19103749;20066113;10748079;8679226;11749970;17407192;16707469;12058956;16916598;8219230;7876168;12686724;18057724;10837498;15013838;10079106;20237317;19103749;20066113;10748079;8679226;11749970;17407192;16707469;12058956;16916598;8219230;7876168;12686724;18057724;10837498;15013838;10079106;20237317;19103749;20066113;10748079;8679226","false","interacts with","RELA (interacts with) TNF","Q04206","IntAct;kegg;tfact;tred_via_RegNetwork;trrust","P01375"
"26765","1","0","1","interacts with","1","0","1","JUN (interacts with) TNF","10748079;10688670;10318823;10913190;10748079;10688670;10318823;10913190;10748079;10688670;10318823;10913190;10748079;10688670;10318823;10913190","false","interacts with","JUN (interacts with) TNF","P05412","kegg;tred_via_RegNetwork;trrd_via_tfact;trrust","P01375"
"26766","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) TNF","11749970;15013838;18057724;10079106;17407192;16707469;12058956;16916598;8219230;7876168;20066113;12686724;10837498;10748079;8679226;11749970;15013838;18057724;10079106;17407192;16707469;12058956;16916598;8219230;7876168;20066113;12686724;10837498;10748079;8679226;11749970;15013838;18057724;10079106;17407192;16707469;12058956;16916598;8219230;7876168;20066113;12686724;10837498;10748079;8679226;11749970;15013838;18057724;10079106;17407192;16707469;12058956;16916598;8219230;7876168;20066113;12686724;10837498;10748079;8679226","false","interacts with","NFKB1 (interacts with) TNF","P19838","kegg;tfact;tred_via_RegNetwork;trrust","P01375"
"26768","1","1","0","interacts with","1","1","0","LRRFIP1 (interacts with) TNF","16199883;16199883","false","interacts with","LRRFIP1 (interacts with) TNF","Q32MZ4","HTRIdb;trrust","P01375"
"26769","1","0","1","interacts with","1","0","1","SP1 (interacts with) TNF","10913190;10688670;12759366;10913190;10688670;12759366;10913190;10688670;12759366;10913190;10688670;12759366","false","interacts with","SP1 (interacts with) TNF","P08047","HTRIdb;tred_via_RegNetwork;trrd_via_tfact;trrust","P01375"
"26771","1","0","1","interacts with","1","0","1","PPARG (interacts with) ABCG2","16785230;16785230","false","interacts with","PPARG (interacts with) ABCG2","P37231","ARACNe-GTEx;trrust","Q9UNQ0"
"26773","1","0","1","interacts with","1","0","1","FOXP2 (interacts with) PLAUR","20858596;20858596","false","interacts with","FOXP2 (interacts with) PLAUR","O15409","HTRIdb;trrust","Q03405"
"26775","1","1","0","interacts with","1","1","0","FOXP2 (interacts with) CNTNAP2","18987363;18987364;18987363;18987364","false","interacts with","FOXP2 (interacts with) CNTNAP2","O15409","HTRIdb;trrust","Q9UHC6"
"26776","1","0","1","interacts with","1","0","1","IRF1 (interacts with) CXCL10","19342664;19342664","false","interacts with","IRF1 (interacts with) CXCL10","P10914","ARACNe-GTEx;trrust","P02778"
"26777","1","0","1","interacts with","1","0","1","IRF3 (interacts with) CXCL10","24257594;18691624;24257594;18691624","false","interacts with","IRF3 (interacts with) CXCL10","Q14653","kegg;trrust","P02778"
"26778","1","0","1","interacts with","1","0","1","RELA (interacts with) CXCL10","20164184;24701034;16982926;20164184;24701034;16982926","false","interacts with","RELA (interacts with) CXCL10","Q04206","tred_via_RegNetwork;trrust","P02778"
"26779","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) CXCL10","20164184;24701034;16982926;20164184;24701034;16982926","false","interacts with","NFKB1 (interacts with) CXCL10","P19838","tred_via_RegNetwork;trrust","P02778"
"26780","1","0","1","interacts with","1","0","1","IRF7 (interacts with) CXCL10","24701034;24701034","false","interacts with","IRF7 (interacts with) CXCL10","Q92985","hocomoco_v11;trrust","P02778"
"26781","1","0","1","interacts with","1","0","1","MYC (interacts with) TYMS","12747840;12747840;12747840","false","interacts with","MYC (interacts with) TYMS","P01106","HTRIdb;tfact;tred_via_RegNetwork","P04818"
"26783","1","0","1","interacts with","1","0","1","MYC (interacts with) RPS16","11085504;12747840;11085504;12747840;11085504;12747840","false","interacts with","MYC (interacts with) RPS16","P01106","HTRIdb;tfact;tred_via_RegNetwork","P62249"
"26785","1","0","1","interacts with","1","0","1","MYC (interacts with) RPL26","11085504;12747840;11085504;12747840;11085504;12747840","false","interacts with","MYC (interacts with) RPL26","P01106","HTRIdb;tfact;tred_via_RegNetwork","P61254"
"26786","1","1","0","interacts with","1","1","0","MYC (interacts with) CDKN2B","14519204;14519204","false","interacts with","MYC (interacts with) CDKN2B","P01106","tfact;tred_via_RegNetwork","P42772"
"26788","1","0","1","interacts with","1","0","1","MYC (interacts with) SRM","11085504;12695333;14519204;11983916;11085504;12695333;14519204;11983916;11085504;12695333;14519204;11983916","false","interacts with","MYC (interacts with) SRM","P01106","HTRIdb;tfact;tred_via_RegNetwork","P19623"
"26789","1","0","1","interacts with","1","0","1","MYC (interacts with) CCNA2","7608142;14519204;7608142;14519204","false","interacts with","MYC (interacts with) CCNA2","P01106","tfact;trrust","P20248"
"26790","1","0","1","interacts with","1","0","1","MYC (interacts with) TFAP4","19270520;19270520;19270520","false","interacts with","MYC (interacts with) TFAP4","P01106","ReMap;kegg;trrust","Q01664"
"26792","1","0","1","interacts with","1","0","1","MYC (interacts with) CDC25C","12747840;22446629;12747840;22446629;12747840;22446629;12747840;22446629","false","interacts with","MYC (interacts with) CDC25C","P01106","HTRIdb;tfact;tred_via_RegNetwork;trrust","P30307"
"26793","0","0","0","interacts with","1","0","1","MYC (interacts with) TP53","8494784;14519204;16107691;14519204;16980608;8494784;19411072;16107691;14519204;16980608;8494784;19411072","false","interacts with","MYC (interacts with) TP53","P01106","tfact;tred_via_RegNetwork;trrust","P04637"
"26794","1","1","0","interacts with","1","1","0","TP53 (interacts with) MYC","16107691;14519204;16980608;8494784;19411072;16107691;14519204;16980608;8494784;19411072;16107691;16980608;19411072;16107691;16980608;19411072;16107691;16980608;19411072","false","interacts with","TP53 (interacts with) MYC","P04637","HTRIdb;PAZAR;fantom4;tred_via_RegNetwork;trrust","P01106"
"26796","1","1","0","interacts with","1","1","0","MYC (interacts with) MST1","12695333;24499724;12695333;24499724;12695333;24499724","false","interacts with","MYC (interacts with) MST1","P01106","HTRIdb;tred_via_RegNetwork;trrust","P26927"
"26797","1","1","0","interacts with","1","1","0","PPARG (interacts with) MYC","11973610;11973610","false","interacts with","PPARG (interacts with) MYC","P37231","tred_via_RegNetwork;trrust","P01106"
"26799","1","0","1","interacts with","1","0","1","MYC (interacts with) RCC1","12695333;14519204;9178906;12695333;14519204;9178906;12695333;14519204;9178906;12695333;14519204;9178906;12695333;14519204;9178906","false","interacts with","MYC (interacts with) RCC1","P01106","HTRIdb;ReMap;tfact;tred_via_RegNetwork;trrust","P18754"
"26800","1","1","0","interacts with","1","1","0","PRDM1 (interacts with) MYC","10713181;12032779;10713181;12032779","false","interacts with","PRDM1 (interacts with) MYC","O75626","fantom4;trrust","P01106"
"26802","1","0","1","interacts with","1","0","1","MYC (interacts with) RPL6","23217706;14519204;11085504;23217706;14519204;11085504","false","interacts with","MYC (interacts with) RPL6","P01106","IntAct;tfact","Q02878"
"26804","1","0","1","interacts with","1","0","1","MYC (interacts with) LTA4H","12808131;12747840;12808131;12747840;12808131;12747840","false","interacts with","MYC (interacts with) LTA4H","P01106","HTRIdb;tfact;tred_via_RegNetwork","P09960"
"26805","1","0","1","interacts with","1","0","1","HNF4A (interacts with) MYC","23714368;23714368;23714368","false","interacts with","HNF4A (interacts with) MYC","P41235","IntAct;PAZAR;trrust","P01106"
"26807","1","0","1","interacts with","1","0","1","MYC (interacts with) HSPA8","12695333;11983916;12695333;11983916;12695333;11983916;12695333;11983916","false","interacts with","MYC (interacts with) HSPA8","P01106","HTRIdb;jaspar_v2018;tfact;tred_via_RegNetwork","P11142"
"26808","1","0","1","interacts with","1","0","1","MYC (interacts with) CCND2","9339900;14519204;9339900;14519204;9339900;14519204","false","interacts with","MYC (interacts with) CCND2","P01106","tfact;tred_via_RegNetwork;trrust","P30279"
"26809","1","0","1","interacts with","1","0","1","MYC (interacts with) BRCA1","21668996;11983916;21668996;11983916","false","interacts with","MYC (interacts with) BRCA1","P01106","IntAct;tfact","P38398"
"26811","1","0","1","interacts with","1","0","1","MYC (interacts with) RPS19","11085504;12695333;1280813;11085504;12695333;1280813;11085504;12695333;1280813","false","interacts with","MYC (interacts with) RPS19","P01106","HTRIdb;tfact;tred_via_RegNetwork","P39019"
"26813","1","0","1","interacts with","1","0","1","MYC (interacts with) WRN","12842909;12842909;12842909","false","interacts with","MYC (interacts with) WRN","P01106","oreganno;tred_via_RegNetwork;trrust","Q14191"
"26815","1","0","1","interacts with","1","0","1","MYC (interacts with) HMGN2","11085504;12695333;11085504;12695333;11085504;12695333","false","interacts with","MYC (interacts with) HMGN2","P01106","HTRIdb;tfact;tred_via_RegNetwork","P05204"
"26817","1","0","1","interacts with","1","0","1","MYC (interacts with) NME1","12695333;14519204;11983916;12695333;14519204;11983916;12695333;14519204;11983916","false","interacts with","MYC (interacts with) NME1","P01106","HTRIdb;tfact;tred_via_RegNetwork","P15531"
"26818","1","1","0","interacts with","1","1","0","FOS (interacts with) MYC","2498162;25303530;2498162;25303530;2498162;25303530;2498162;25303530","false","interacts with","FOS (interacts with) MYC","P01100","ARACNe-GTEx;IntAct;PAZAR;trrust","P01106"
