ID	UniProt ID	average_intensity
ENSG00000124831	Q32MZ4-3	444.0
ENSG00000124942	Q09666,Q09666-2	1830.0
ENSG00000125037	Q9P0I2	142.0
ENSG00000125107	A5YKK6,A5YKK6-2	67.7
ENSG00000125144	P13640,P13640-2	30200.0
ENSG00000125148	P02795	30900.0
ENSG00000125166	P00505	3900.0
ENSG00000125246	Q8N0X4	10.6
ENSG00000125249	P10114	105.0
ENSG00000125257	O15439	2.6
ENSG00000125266	P52799	6.11
ENSG00000125304	Q99805	156.0
ENSG00000125351	Q9BZI7	8.77
ENSG00000125352	O15541	4.53
ENSG00000125354	Q14141-2	416.0
ENSG00000125356	O15239	0.833
ENSG00000125445	Q9Y2R9	385.0
ENSG00000125447	Q9NZ52	12.8
ENSG00000125450	Q9BW27	61.5
ENSG00000125458	Q8TCD5	168.0
ENSG00000125459	Q9BUK6	57.2
ENSG00000125484	Q9UKN8	8.93
ENSG00000125503	Q9BZL4	23.0
ENSG00000125505	Q96N66	259.0
ENSG00000125611	Q9BSY4	2.01
ENSG00000125630	Q9H9Y6	1.56
ENSG00000125651	P35269	76.2
ENSG00000125656	Q16740	824.0
ENSG00000125676	Q8NI27	82.3
ENSG00000125686	Q15648	6.26
ENSG00000125691	P62829	8440.0
ENSG00000125726	P32970	5.54
ENSG00000125730	P01024	1.92
ENSG00000125733	Q15642	58.8
ENSG00000125743	P62316	3110.0
ENSG00000125753	P50552	593.0
ENSG00000125755	Q92797	46.3
ENSG00000125772	Q9NPB8	6.27
ENSG00000125775	Q9H190	16.0
ENSG00000125779	Q9BZ23-3	7.48
ENSG00000125814	Q9H115	49.0
ENSG00000125817	P07199	1.73
ENSG00000125818	Q92530	228.0
ENSG00000125821	Q8TEA8	43.3
ENSG00000125826	Q9BYM8	8.97
ENSG00000125827	Q9H1E5	17.0
ENSG00000125835	P14678-2	2930.0
ENSG00000125844	Q9P2E9,Q9P2E9-2	249.0
ENSG00000125848	Q9NZU0	0.495
ENSG00000125868	P60981-2	6530.0
ENSG00000125870	P08579	389.0
ENSG00000125871	Q9BQP7	27.3
ENSG00000125877	Q9BY32,Q9BY32-2	909.0
ENSG00000125898	Q9BQ89	23.8
ENSG00000125901	Q9BYN8	229.0
ENSG00000125912	Q969V3	208.0
ENSG00000125944	O43390,O43390-2	1960.0
ENSG00000125952	P61244-2	23.3
ENSG00000125970	Q9UKM9,Q9UKM9-2	571.0
ENSG00000125971	Q9NP97	956.0
ENSG00000125977	P20042	1300.0
ENSG00000125991	Q9Y282	91.8
ENSG00000125995	P60602	424.0
ENSG00000126012	P41229-2	0.541
ENSG00000126062	Q12893	9.35
ENSG00000126067	P49721	1350.0
ENSG00000126070	Q9H9G7	30.0
ENSG00000126088	P06132	387.0
ENSG00000126107	Q5T447	2.06
ENSG00000126214	Q07866-3,Q07866-6	240.0
ENSG00000126216	Q96CW5	0.946
ENSG00000126226	Q5JVF3-2	2.83
ENSG00000126247	P04632	3170.0
ENSG00000126249	Q9BRP1	15.1
ENSG00000126254	Q9BTD8-4	32.5
ENSG00000126261	Q9UBT2	271.0
ENSG00000126267	P14854	1850.0
ENSG00000126432	P30044-2	10400.0
ENSG00000126456	Q14653	73.2
ENSG00000126461	Q9H7N4	26.2
ENSG00000126522	P04424	9.07
ENSG00000126524	Q9Y3A5	461.0
ENSG00000126549	P02808	118.0
ENSG00000126581	Q14457	10.8
ENSG00000126653	Q9H0G5	4.38
ENSG00000126698	O75937	363.0
ENSG00000126746	Q8TF68,Q8TF68-3	36.6
ENSG00000126749	Q92979	233.0
ENSG00000126756	Q9UBK9	14.6
ENSG00000126768	O60830	0.647
ENSG00000126777	Q86UP2,Q86UP2-2	308.0
ENSG00000126787	Q15398	46.2
ENSG00000126790	Q96EM0	2.43
ENSG00000126803	P54652	7850.0
ENSG00000126814	Q32P41	34.7
ENSG00000126821	Q9BX95	40.7
ENSG00000126838	P20742	7.76
ENSG00000126858	Q8IXI2-4	4.02
ENSG00000126878	Q9BQI0	541.0
ENSG00000126883	P35658-2,P35658-3,P35658-4	125.0
ENSG00000126934	P36507	681.0
ENSG00000126945	P55795	2790.0
ENSG00000126953	O60220	501.0
ENSG00000127022	P27824	4270.0
ENSG00000127054	Q5TA45-2	19.1
ENSG00000127125	Q9HAB8	215.0
ENSG00000127184	P15954	8.77
ENSG00000127191	Q12933-3	12.3
ENSG00000127314	P61224	1470.0
ENSG00000127328	Q96QF0-3	14.3
ENSG00000127337	O95619	26.9
ENSG00000127445	Q13526	443.0
ENSG00000127463	Q8N766	153.0
ENSG00000127481	Q5T4S7-3	68.7
ENSG00000127483	Q5SSJ5	283.0
ENSG00000127511	O75182-2	474.0
ENSG00000127526	Q96K37	0.191
ENSG00000127527	Q9UBC2-2	72.7
ENSG00000127540	O14957	246.0
ENSG00000127554	P55789	14.2
ENSG00000127580	Q96S15-2	0.699
ENSG00000127586	Q8WVB6	51.3
ENSG00000127616	P51532-2,P51532-5	323.0
ENSG00000127804	Q86W50	6.75
ENSG00000127824	P68366	37900.0
ENSG00000127884	P30084	1980.0
ENSG00000127914	Q99996-5	3.05
ENSG00000127946	O00291	19.8
ENSG00000127947	Q05209	107.0
ENSG00000127948	P16435	184.0
ENSG00000127955	P63096	468.0
ENSG00000127980	O43933	0.826
ENSG00000128050	P22234	2190.0
ENSG00000128052	P35968	19.2
ENSG00000128059	Q06203	207.0
ENSG00000128191	Q8WYQ5	92.3
ENSG00000128228	Q9HCN8	300.0
ENSG00000128245	Q04917	16200.0
ENSG00000128311	Q16762	171.0
ENSG00000128422	Q04695	31100.0
ENSG00000128487	Q5M775,Q5M775-2	11.5
ENSG00000128524	Q16864	147.0
ENSG00000128534	O95777	488.0
ENSG00000128578	Q9ULQ0	11.1
ENSG00000128591	Q14315	416.0
ENSG00000128595	O43852-3,O43852-4	1010.0
ENSG00000128607	Q6PID8-2	23.1
ENSG00000128609	Q16718	1030.0
ENSG00000128626	O15235	270.0
ENSG00000128641	O43795,O43795-2	496.0
ENSG00000128654	O75431	381.0
ENSG00000128708	O14929	101.0
ENSG00000128731	O95714	2.22
ENSG00000128739	P63162	2800.0
ENSG00000128789	Q969U7	89.2
ENSG00000128829	Q9P2K8-2	1.2
ENSG00000128833	Q9NQX4	8.45
ENSG00000128872	Q9NZR1	0.91
ENSG00000128908	Q9ULG1	37.5
ENSG00000128923	Q8NBR6-2	37.4
ENSG00000128928	P26440	435.0
ENSG00000128951	P33316,P33316-2	925.0
ENSG00000128973	Q9NWW5	22.4
ENSG00000129003	Q709C8-3	10.1
ENSG00000129083	P53618	898.0
ENSG00000129084	P25786	4540.0
ENSG00000129103	Q8NBJ7	450.0
ENSG00000129116	Q8WX93-3	91.1
ENSG00000129128	P61009	257.0
ENSG00000129187	P32321-2	163.0
ENSG00000129194	O60248	93.7
ENSG00000129235	Q9BRA2	2680.0
ENSG00000129245	P51116	35.0
ENSG00000129250	O43896	7.02
ENSG00000129315	O60563	6.1
ENSG00000129347	Q8N9T8	18.6
ENSG00000129351	Q12906	1910.0
ENSG00000129354	Q9Y6Q5,Q9Y6Q5-2	51.3
ENSG00000129422	Q9ULD2-2	0.507
ENSG00000129460	Q8NEJ9-2	16.3
ENSG00000129472	Q8WUD1	477.0
ENSG00000129473	Q92843-2	256.0
ENSG00000129474	Q96IF1	74.4
ENSG00000129493	Q86XA9	44.7
ENSG00000129515	Q9UNH7	184.0
ENSG00000129559	Q15843	2790.0
ENSG00000129595	Q9HCS5	1.21
ENSG00000129625	Q00765	400.0
ENSG00000129636	Q8TB96	2.04
ENSG00000129667	Q6PJF5-2	19.6
ENSG00000129675	Q15052	11.9
ENSG00000129680	Q8IWC1	4.47
ENSG00000129691	Q9UBL3	47.2
ENSG00000129911	Q9BXK1	1.94
ENSG00000130021	Q08623	154.0
ENSG00000130024	Q8WUB8-3	15.2
ENSG00000130038	Q9BSW2-2	10.5
ENSG00000130119	Q9NVN8	15.1
ENSG00000130147	Q9P0V3	0.73
ENSG00000130150	Q8NHP6	17.8
ENSG00000130158	Q96HP0	4.71
ENSG00000130159	Q9BQ95	41.3
ENSG00000130164	P01130	18.6
ENSG00000130177	Q13042-2	40.3
ENSG00000130193	Q8WUY1	135.0
ENSG00000130202	Q92692,Q92692-2	113.0
ENSG00000130203	P02649	20.6
ENSG00000130204	O96008	1140.0
ENSG00000130227	Q9UIA9	148.0
ENSG00000130254	Q14151	459.0
ENSG00000130255	Q9Y3U8	5400.0
ENSG00000130303	Q10589	3430.0
ENSG00000130304	Q6PCB7	26.4
ENSG00000130305	Q96P11-2	31.4
ENSG00000130309	Q8NBJ5	346.0
ENSG00000130311	Q9BW61	30.5
ENSG00000130312	Q9BQ48	21.3
ENSG00000130313	O95336	1250.0
ENSG00000130332	Q9UK45	262.0
ENSG00000130340	Q9Y5X1	65.3
ENSG00000130347	Q8WWV3	43.5
ENSG00000130348	Q9H0R6	174.0
ENSG00000130349	Q9P0P8	7.33
ENSG00000130382	Q03111	6.37
ENSG00000130396	P55196,P55196-3	45.0
ENSG00000130402	O43707	7120.0
ENSG00000130414	O95299	610.0
ENSG00000130429	O15143	1820.0
ENSG00000130449	Q9HCJ5	15.2
ENSG00000130489	O43819	6.17
ENSG00000130508	Q92626	9.35
ENSG00000130513	Q99988	2.62
ENSG00000130520	Q9Y4Z0	578.0
ENSG00000130522	P17535	34.8
ENSG00000130529	Q8TD43	14.1
ENSG00000130559	Q5T5Y3	16.1
ENSG00000130560	Q9BSL1	2.06
ENSG00000130589	Q9BYK8	22.3
ENSG00000130638	Q9UBB4	268.0
ENSG00000130640	Q9BSJ2	54.7
ENSG00000130669	O96013	37.4
ENSG00000130695	Q6P2H3-2	9.32
ENSG00000130699	O00268	6.08
ENSG00000130702	O15230	0.854
ENSG00000130703	Q9H1P3-2	2.34
ENSG00000130706	Q16186	302.0
ENSG00000130707	P00966	1700.0
ENSG00000130713	Q13868	188.0
ENSG00000130723	Q5JSZ5	4.0
ENSG00000130724	O43633	240.0
ENSG00000130725	P61081	1160.0
ENSG00000130726	Q13263,Q13263-2	1120.0
ENSG00000130731	Q96S19	10.3
ENSG00000130741	P41091	1590.0
ENSG00000130749	Q9UPT8	18.6
ENSG00000130755	O60234	207.0
ENSG00000130762	Q5VV41	52.0
ENSG00000130764	Q8N1G4	504.0
ENSG00000130768	Q92485	1.62
ENSG00000130770	Q9UII2	1550.0
ENSG00000130779	P30622-1	36.4
ENSG00000130787	O75146	71.0
ENSG00000130810	Q9NQ55-2	98.2
ENSG00000130811	O75821	865.0
ENSG00000130816	P26358,P26358-2	13.4
ENSG00000130821	P48029	2.14
ENSG00000130826	O60832	639.0
ENSG00000130830	Q00013-3	0.0252
ENSG00000130935	Q9H8H0	57.4
ENSG00000130939	O95155-2	6.91
ENSG00000130940	Q86V15,Q86V15-2	784.0
ENSG00000130956	Q5JVS0	126.0
ENSG00000130985	P22314	3930.0
ENSG00000131013	Q8WUA2	21.5
ENSG00000131015	Q9BZM5	5.42
ENSG00000131043	Q9Y312	18.5
ENSG00000131051	Q14498-2	489.0
ENSG00000131069	Q9NR19	160.0
ENSG00000131100	P36543	372.0
ENSG00000131143	P13073	1880.0
ENSG00000131148	O43402	83.4
ENSG00000131149	Q14687	3.42
ENSG00000131153	Q9Y248	22.9
ENSG00000131165	Q9HD42	57.9
ENSG00000131171	O75368	1.51
ENSG00000131174	P24311	43.9
ENSG00000131236	Q01518	2460.0
ENSG00000131238	P50897	438.0
ENSG00000131269	O75027	3.32
ENSG00000131368	P82663	163.0
ENSG00000131374	Q92609	39.3
ENSG00000131375	Q9Y6W3	2.62
ENSG00000131381	Q9H1K0	1.91
ENSG00000131437	Q9Y496	12.1
ENSG00000131446	P26572	0.915
ENSG00000131459	O94808	81.0
ENSG00000131462	P23258	336.0
ENSG00000131467	P61289	973.0
ENSG00000131469	P61353	6530.0
ENSG00000131473	P53396	2300.0
ENSG00000131475	Q9BRG1	101.0
ENSG00000131495	O43678	6.19
ENSG00000131503	Q8IWZ3,Q8IWZ3-4,Q8IWZ3-6	33.4
ENSG00000131504	O60610-2	467.0
ENSG00000131508	P62837	1510.0
ENSG00000131558	Q96A65	64.5
ENSG00000131584	Q96P50-4	3.15
ENSG00000131626	Q13136	40.2
ENSG00000131652	Q86W42	73.0
ENSG00000131711	P46821	1.59
ENSG00000131725	Q5JSH3	22.6
ENSG00000131730	P17540	11.9
ENSG00000131738	Q14525	5.75
ENSG00000131746	Q8IZW8	3.87
ENSG00000131747	P11388	37.8
ENSG00000131748	Q14849-2	5.31
ENSG00000131773	O75525	111.0
ENSG00000131778	Q86WJ1	19.2
ENSG00000131779	O96011	5.1
ENSG00000131791	O43741	25.7
ENSG00000131828	P08559,P08559-4	1010.0
ENSG00000131844	Q9HCC0	361.0
ENSG00000131876	P09661	550.0
ENSG00000131899	Q15334	56.1
ENSG00000131966	Q9NZ32	123.0
ENSG00000131981	P17931	2850.0
ENSG00000132002	P25685	410.0
ENSG00000132005	P22670	3.62
ENSG00000132024	Q6P1N0	39.5
ENSG00000132128	Q15345	43.4
ENSG00000132141	Q92526	564.0
ENSG00000132153	Q7L2E3,Q7L2E3-2	66.9
ENSG00000132155	P04049	27.8
ENSG00000132182	Q8TEM1,Q8TEM1-2	20.1
ENSG00000132196	P56937-3	7.38
ENSG00000132254	P53365	20.2
ENSG00000132256	Q9C035	0.337
ENSG00000132275	O43159	52.1
ENSG00000132294	Q14156	30.4
ENSG00000132300	Q96EY7	278.0
ENSG00000132305	Q16891	697.0
ENSG00000132313	Q9NZE8	39.1
ENSG00000132323	Q9H0C8	89.7
ENSG00000132334	P23469-2	3.06
ENSG00000132341	P62826	12900.0
ENSG00000132356	Q13131-2	28.6
ENSG00000132361	O75153	120.0
ENSG00000132382	Q9BQG0-2	494.0
ENSG00000132383	P27694	191.0
ENSG00000132386	P36955	11.3
ENSG00000132388	P62253	171.0
ENSG00000132394	P57772	37.9
ENSG00000132432	P60059	58.3
ENSG00000132434	Q9NS86	58.0
ENSG00000132436	Q6PIW4-2	29.4
ENSG00000132463	Q12849	217.0
ENSG00000132467	Q9NQZ2	63.3
ENSG00000132470	P16144,P16144-2	1050.0
ENSG00000132478	Q9C0B0	17.5
ENSG00000132481	Q96LD4	2.14
ENSG00000132485	O95218-2	54.5
ENSG00000132507	P63241	24400.0
ENSG00000132541	P52758	265.0
ENSG00000132581	Q99470	176.0
ENSG00000132589	Q14254	314.0
ENSG00000132591	O75616	40.2
ENSG00000132600	Q9NVM4	10.3
ENSG00000132603	Q9Y221	219.0
ENSG00000132604	Q15554	4.89
ENSG00000132612	Q9UN37	263.0
ENSG00000132646	P12004	2450.0
ENSG00000132664	Q9H1D9	6.42
ENSG00000132676	P51398-2	325.0
ENSG00000132694	O15085	1.29
ENSG00000132698	P57735	58.3
ENSG00000132740	P38935	19.5
ENSG00000132768	Q9BQC3	1470.0
ENSG00000132773	Q96GM8	46.3
ENSG00000132780	P49321,P49321-2	738.0
ENSG00000132792	Q8WYA6	98.4
ENSG00000132793	Q9BQK8	12.1
ENSG00000132842	O00203	138.0
ENSG00000132849	Q8NI35	7.8
ENSG00000132879	Q9H4M3-2	3.88
ENSG00000132906	P55211	6.53
ENSG00000132912	Q9UJW0,Q9UJW0-3	92.2
ENSG00000132963	Q9Y244	113.0
ENSG00000133020	P13535	31.2
ENSG00000133026	P35580	792.0
ENSG00000133028	O75880	136.0
ENSG00000133030	Q6WCQ1,Q6WCQ1-2	44.9
ENSG00000133048	P36222	0.272
ENSG00000133103	Q9Y2V7	39.7
ENSG00000133112	P13693	8530.0
ENSG00000133114	Q8IXQ4	8.14
ENSG00000133115	Q8TAV4-2	1.01
ENSG00000133119	P40938	68.5
ENSG00000133142	Q96EI5	6.95
ENSG00000133265	Q9NZL4	382.0
ENSG00000133275	P78368	16.7
ENSG00000133313	Q96KP4	1100.0
ENSG00000133315	Q9BQ69	38.5
ENSG00000133316	Q6RFH5	58.2
ENSG00000133318	O95197-2,O95197-3	287.0
ENSG00000133392	P35749-2,P35749-3,P35749-4	351.0
ENSG00000133398	Q9BTT4	16.5
ENSG00000133422	Q9Y6X9	2.57
ENSG00000133433	P0CG30	3.22
ENSG00000133612	Q96P47	1.83
ENSG00000133627	Q9P1U1	186.0
ENSG00000133641	Q8N999	47.0
ENSG00000133657	Q9H7F0	16.0
ENSG00000133703	P01116-2	462.0
ENSG00000133704	O15397	41.1
ENSG00000133706	Q9P2J5	776.0
ENSG00000133731	P29218	385.0
ENSG00000133789	Q9UH65	55.5
ENSG00000133794	O00327-4	5.36
ENSG00000133818	P62070	11.7
ENSG00000133835	P51659	168.0
ENSG00000133858	O60293-2	7.88
ENSG00000133884	Q92785	35.5
ENSG00000133943	Q7Z3D6-2	14.5
ENSG00000133961	P49757-3	23.6
ENSG00000134001	P05198	1740.0
ENSG00000134014	Q9H9T3	6.25
ENSG00000134030	O43310-2	0.436
ENSG00000134046	Q9UBB5	33.5
ENSG00000134049	Q9Y5U9	4.25
ENSG00000134056	P82909	843.0
ENSG00000134057	P14635	11.1
ENSG00000134077	Q9BV44	37.7
ENSG00000134108	Q9NVJ2	689.0
ENSG00000134109	Q92611	384.0
ENSG00000134146	Q7L8W6	4.47
ENSG00000134153	Q9NPA0	53.4
ENSG00000134186	Q5VTL8	51.4
ENSG00000134247	Q9P2B2	90.9
ENSG00000134250	Q04721	6.33
ENSG00000134255	Q9Y6K0	174.0
ENSG00000134265	Q99747	86.0
ENSG00000134278	Q08AE8-2	198.0
ENSG00000134283	Q8NEY8-8	6.66
ENSG00000134287	P61204	5680.0
ENSG00000134294	Q96QD8	144.0
ENSG00000134308	P27348	20000.0
ENSG00000134313	Q9ULH0-4	0.555
ENSG00000134318	O75116	27.4
ENSG00000134324	Q14693	2.65
ENSG00000134333	P00338	33500.0
ENSG00000134369	Q8NEY1-3	5.69
ENSG00000134371	Q6P1J9	42.5
ENSG00000134419	P62244	8160.0
ENSG00000134440	O43776	1090.0
ENSG00000134444	Q9P260,Q9P260-2	9.16
ENSG00000134453	Q96I25	86.6
ENSG00000134461	Q6P6B7	19.0
ENSG00000134480	P51946	25.6
ENSG00000134574	Q92466	77.5
ENSG00000134590	A6ZKI3	14.3
ENSG00000134602	Q9P289	235.0
ENSG00000134644	Q14671-2	48.4
ENSG00000134684	P54577	1430.0
ENSG00000134686	Q8IXK0-2	37.7
ENSG00000134690	Q53HL2	1.7
ENSG00000134697	Q13823	72.0
ENSG00000134709	Q9UJC3	243.0
ENSG00000134717	Q96K17	888.0
ENSG00000134744	Q5TAX3	1.0
ENSG00000134748	Q8NAV1	34.0
ENSG00000134755	Q02487-2	10.5
ENSG00000134759	Q6IA86-3	45.3
ENSG00000134762	Q14574	19.2
ENSG00000134802	Q8NBI5	1.19
ENSG00000134809	P62072	416.0
ENSG00000134824	O95864	1.26
ENSG00000134825	P61165	5.45
ENSG00000134851	Q9HC07	262.0
ENSG00000134871	P08572	12.7
ENSG00000134882	Q8NBM4	7.79
ENSG00000134884	Q9NWB6	33.7
ENSG00000134899	P28715	1.64
ENSG00000134900	P29144	166.0
ENSG00000134905	Q9HA77	46.1
ENSG00000134910	P46977	365.0
ENSG00000134970	Q9Y3B3	555.0
ENSG00000134982	P25054-2	3.09
ENSG00000134987	Q8NI36	130.0
ENSG00000134996	Q92882	298.0
ENSG00000135018	Q9UMX0,Q9UMX0-2	1450.0
ENSG00000135040	Q5VZE5	21.6
ENSG00000135047	P07711	3.64
ENSG00000135052	Q8NBJ4-2	30.4
ENSG00000135069	Q9Y617	2280.0
ENSG00000135070	Q9BUE6	1.14
ENSG00000135090	Q9H2K8	13.9
ENSG00000135108	O94952-1	8.51
ENSG00000135148	O14545	5.24
ENSG00000135249	Q6NUQ1	54.2
ENSG00000135250	P78362-2	39.0
ENSG00000135269	Q9UGI8	615.0
ENSG00000135316	O60506,O60506-3	3120.0
ENSG00000135318	P21589	128.0
ENSG00000135336	Q9UBD5	15.5
ENSG00000135341	O43318	1.22
ENSG00000135372	Q9H0A0	334.0
ENSG00000135387	Q14444-2	393.0
ENSG00000135441	P78537	2.98
ENSG00000135446	P11802	8.35
ENSG00000135457	Q12800	26.8
ENSG00000135486	P09651,P09651-2	20500.0
ENSG00000135506	Q13438	15.5
ENSG00000135521	Q96GA3	14.0
ENSG00000135525	Q14244,Q14244-2	55.6
ENSG00000135540	Q5SYE7-2	1.96
ENSG00000135549	Q9C010	222.0
ENSG00000135596	Q8TDZ2	704.0
ENSG00000135597	Q96D71-3	29.5
ENSG00000135624	Q99832	3140.0
ENSG00000135631	Q9BXF6	4.69
ENSG00000135632	Q6GMV2	53.6
ENSG00000135636	O75923-9	30.2
ENSG00000135655	Q9Y4E8,Q9Y4E8-2	60.0
ENSG00000135677	P15586	156.0
ENSG00000135698	Q99547	86.4
ENSG00000135720	O43237	161.0
ENSG00000135723	Q9Y613	135.0
ENSG00000135763	Q14146	12.4
ENSG00000135766	Q9GZT9	29.6
ENSG00000135775	Q14746	20.4
ENSG00000135776	Q9NRK6	31.3
ENSG00000135778	Q9BSD7	685.0
ENSG00000135821	P15104	62.8
ENSG00000135823	O43752	33.3
ENSG00000135828	Q05823	75.5
ENSG00000135829	Q08211	1460.0
ENSG00000135837	Q5VT06	10.5
ENSG00000135862	P11047	185.0
ENSG00000135900	Q9H9J2	200.0
ENSG00000135924	P25686	18.8
ENSG00000135930	O60573	31.3
ENSG00000135931	Q7Z3E5	11.2
ENSG00000135932	Q9Y376	273.0
ENSG00000135940	P10606	3640.0
ENSG00000135966	Q8WUH2	5.22
ENSG00000135968	Q8IWJ2	0.236
ENSG00000135972	P82933	163.0
ENSG00000135974	Q9BVC5	10.1
ENSG00000136003	Q9H1K1	34.7
ENSG00000136010	Q3SY69	1020.0
ENSG00000136021	Q6P3W7	32.2
ENSG00000136026	Q07065	1230.0
ENSG00000136045	Q13610	105.0
ENSG00000136051	Q2M389	16.1
ENSG00000136068	O75369-2,O75369-8	5010.0
ENSG00000136100	Q86VN1	18.1
ENSG00000136108	Q8WWK9	1.66
ENSG00000136111	O60343,O60343-4	17.9
ENSG00000136141	Q9Y2L9-2	27.4
ENSG00000136143	Q9P2R7-2	460.0
ENSG00000136144	Q8NDN9	0.0114
ENSG00000136146	Q9NPJ6	15.6
ENSG00000136152	Q96JB2	26.9
ENSG00000136156	Q9Y287	33.9
ENSG00000136159	Q9NV35	307.0
ENSG00000136167	P13796	334.0
ENSG00000136193	Q12765	161.0
ENSG00000136197	Q9BPX7	20.6
ENSG00000136205	Q68CZ2	8.77
ENSG00000136231	O00425	13.1
ENSG00000136238	P63000,P63000-2	2750.0
ENSG00000136243	O15504	44.7
ENSG00000136270	Q969Z0	213.0
ENSG00000136279	Q9UJU6,Q9UJU6-2,Q9UJU6-3	477.0
ENSG00000136286	B0I1T2	4.86
ENSG00000136371	P49914	116.0
ENSG00000136448	P30419	377.0
ENSG00000136450	Q07955	2970.0
ENSG00000136463	Q9BSH4	213.0
ENSG00000136478	Q8IWB9	5.76
ENSG00000136485	P61962	41.4
ENSG00000136504	O95251	9.11
ENSG00000136518	O96019	358.0
ENSG00000136521	O43674	170.0
ENSG00000136522	Q9HD33-2	235.0
ENSG00000136527	P62995-3	590.0
ENSG00000136560	Q92844	32.8
ENSG00000136573	P51451	0.287
ENSG00000136628	P07814	2510.0
ENSG00000136631	Q9NRW7	69.2
ENSG00000136636	Q9Y597	8.23
ENSG00000136699	Q9NXE4-2	27.9
ENSG00000136709	Q9C0J8	28.2
ENSG00000136710	Q96NT0	113.0
ENSG00000136717	O00499,O00499-10	1.34
ENSG00000136718	Q96G21	37.4
ENSG00000136731	Q9NYU2-2	213.0
ENSG00000136738	Q92783-2	192.0
ENSG00000136754	Q8IZP0-3,Q8IZP0-5	159.0
ENSG00000136770	Q96KC8	20.3
ENSG00000136783	Q9UFN0	2.86
ENSG00000136802	Q8IWT6	0.988
ENSG00000136807	P50750	48.5
ENSG00000136810	P10599	58500.0
ENSG00000136813	Q5VYK3	169.0
ENSG00000136816	O14657	4.99
ENSG00000136819	Q9NZ63	18.0
ENSG00000136824	O95347	64.3
ENSG00000136827	O14656	180.0
ENSG00000136830	Q96TA1-2	644.0
ENSG00000136842	P28289	32.7
ENSG00000136848	Q5VWQ8-4	4.67
ENSG00000136854	P61764	37.2
ENSG00000136861	Q96SN8-3	0.978
ENSG00000136872	P05062	1430.0
ENSG00000136874	P56962	18.8
ENSG00000136875	O43172-2	188.0
ENSG00000136888	O75348	188.0
ENSG00000136891	Q9NXF1-2	399.0
ENSG00000136897	Q8N5N7	328.0
ENSG00000136908	O94777	3.36
ENSG00000136930	Q99436	1130.0
ENSG00000136933	Q7Z6M1	21.4
ENSG00000136935	Q92805	70.9
ENSG00000136937	Q09161	148.0
ENSG00000136938	Q92688-2	4410.0
ENSG00000136940	Q13371	46.6
ENSG00000136942	P42766	4290.0
ENSG00000136943	O60911	3.49
ENSG00000136950	Q9BPX5	441.0
ENSG00000136982	Q9BVC3	16.1
ENSG00000137040	O60518	75.2
ENSG00000137054	Q9GZS1-2	67.4
ENSG00000137055	Q9Y263	168.0
ENSG00000137073	Q5T6F2	33.9
ENSG00000137074	Q7Z2E3-7	9.28
ENSG00000137076	Q9Y490	1090.0
ENSG00000137100	O75935	128.0
ENSG00000137106	Q9UBQ7	1520.0
ENSG00000137124	P30837	665.0
ENSG00000137133	Q9BX68	412.0
ENSG00000137145	Q5VZ89	8.71
ENSG00000137154	P62753	4700.0
ENSG00000137161	Q9BT09	57.9
ENSG00000137168	Q9Y3C6	367.0
ENSG00000137171	Q9NSK0	137.0
ENSG00000137177	Q9H1H9	0.299
ENSG00000137198	P36959	3.98
ENSG00000137200	Q8N1G2	1.07
ENSG00000137203	P05549-5	2.32
ENSG00000137207	Q9GZM5	47.0
ENSG00000137216	Q5T3F8-3	0.27
ENSG00000137221	Q5JTD0-2	29.3
ENSG00000137267	Q13885	70300.0
ENSG00000137269	Q9BTT6	14.5
ENSG00000137274	Q86WA6-2	0.74
ENSG00000137275	Q13546	9.69
ENSG00000137285	Q9BVA1	70700.0
ENSG00000137288	Q9BRT2	131.0
ENSG00000137309	P17096,P17096-2	1730.0
ENSG00000137312	O75955	190.0
ENSG00000137337	Q14676	2.23
ENSG00000137364	P51580	50.5
ENSG00000137404	Q8IXM6-2	18.7
ENSG00000137409	Q9NZJ7-2	86.6
ENSG00000137411	Q5ST30	43.4
ENSG00000137413	Q7Z7C8	746.0
ENSG00000137440	Q14512	780.0
ENSG00000137449	Q7Z5Q1-7	26.8
ENSG00000137474	Q13402-5	25.1
ENSG00000137497	Q14980,Q14980-2	140.0
ENSG00000137500	Q9GZT6-2	20.0
ENSG00000137509	P42785	31.6
ENSG00000137513	Q96I59	25.8
ENSG00000137547	Q9P015	174.0
ENSG00000137563	Q92820	242.0
ENSG00000137574	Q96RS0	15.6
ENSG00000137575	O00560,O00560-2	403.0
ENSG00000137656	Q9BRD0	11.4
ENSG00000137692	Q9BTE7	73.0
ENSG00000137693	P46937	354.0
ENSG00000137699	Q14134	0.402
ENSG00000137710	P35241	2320.0
ENSG00000137713	P30154	259.0
ENSG00000137714	P10109	44.2
ENSG00000137752	P29466-2	2.67
ENSG00000137767	Q9Y6N5	1140.0
ENSG00000137776	Q9NWH9	32.8
ENSG00000137801	P07996	10.8
ENSG00000137804	Q9BXS6,Q9BXS6-2,Q9BXS6-4	1.86
ENSG00000137806	Q9Y375	4.83
ENSG00000137807	Q02241,Q02241-2	5.67
ENSG00000137815	Q92541	18.5
ENSG00000137818	P05386	23400.0
ENSG00000137822	Q9UGJ1-2	2.35
ENSG00000137824	Q96TC7	26.6
ENSG00000137831	Q9BZF9	38.9
ENSG00000137845	O14672	30.0
ENSG00000137871	Q6N043-2	2.83
