ID	UniProt ID	average_intensity
ENSG00000155313	Q9UHP3	134.0
ENSG00000155363	Q9HCE1	107.0
ENSG00000155366	P08134	3290.0
ENSG00000155368	P07108	5370.0
ENSG00000155380	P53985	0.548
ENSG00000155393	Q7Z4Q2	39.8
ENSG00000155438	Q9BYG3	266.0
ENSG00000155463	Q15070-2	161.0
ENSG00000155506	Q6PKG0,Q6PKG0-3	276.0
ENSG00000155561	Q92621	66.2
ENSG00000155636	Q8IUH3-3	4.67
ENSG00000155660	P13667	2330.0
ENSG00000155792	Q8TB45	2.49
ENSG00000155827	Q5VTR2	16.3
ENSG00000155850	P50443	0.744
ENSG00000155868	O43513	14.7
ENSG00000155876	Q7L523	18.2
ENSG00000155903	Q15283	57.8
ENSG00000155906	Q9NWS8	11.5
ENSG00000155959	P61758	429.0
ENSG00000155975	Q8NEZ2	9.93
ENSG00000156011	Q9NYI0-2	9.74
ENSG00000156026	Q8NE86-3	76.2
ENSG00000156030	Q6PJG2	6.03
ENSG00000156049	O95837	155.0
ENSG00000156052	P50148	160.0
ENSG00000156110	P55263	751.0
ENSG00000156136	P27707	56.2
ENSG00000156239	Q9Y5N5	7.45
ENSG00000156256	Q9Y5T5-2	51.0
ENSG00000156261	P50990	5650.0
ENSG00000156269	Q9BSU3	257.0
ENSG00000156304	O95104	50.2
ENSG00000156313	Q92834-4	48.1
ENSG00000156374	Q9BYE7	0.0908
ENSG00000156411	P56378	0.144
ENSG00000156467	P14927	1700.0
ENSG00000156471	P48651	5.36
ENSG00000156482	P62888	8250.0
ENSG00000156502	Q8IYB8	87.0
ENSG00000156508	P68104	59700.0
ENSG00000156510	Q2TB90	105.0
ENSG00000156515	P19367	1160.0
ENSG00000156531	Q8IWS0	68.6
ENSG00000156535	Q6YHK3	3.56
ENSG00000156587	O14933	260.0
ENSG00000156599	Q9C0B5-2	17.6
ENSG00000156603	A0JLT2	16.6
ENSG00000156642	Q9Y639	59.9
ENSG00000156675	Q6WKZ4	6.36
ENSG00000156697	Q9BVJ6	94.8
ENSG00000156709	O95831	526.0
ENSG00000156711	O15264	3.05
ENSG00000156735	O95429	28.5
ENSG00000156802	Q6PL18	1.69
ENSG00000156831	Q96MF7	22.9
ENSG00000156858	Q9BWN1	7.73
ENSG00000156875	Q96MC6	0.251
ENSG00000156920	Q8IZF6-2	23.0
ENSG00000156928	Q96EH3	1.04
ENSG00000156958	Q01415	52.2
ENSG00000156970	O60566	24.7
ENSG00000156973	O43924	5.81
ENSG00000156976	Q14240	4390.0
ENSG00000156983	P55201-3	5.21
ENSG00000156990	Q6P087-2	58.4
ENSG00000157106	Q96Q15	6.15
ENSG00000157107	Q0JRZ9	0.892
ENSG00000157110	Q93062-3	6.22
ENSG00000157181	Q5SWX8	5.25
ENSG00000157184	P23786	208.0
ENSG00000157191	Q9NVZ3-4	116.0
ENSG00000157227	P50281	4.28
ENSG00000157259	Q8WUU5	3.52
ENSG00000157326	Q9BTZ2	71.9
ENSG00000157349	Q9UMR2	252.0
ENSG00000157353	Q8N0W3	28.6
ENSG00000157379	Q96LJ7	134.0
ENSG00000157404	P10721-2	47.4
ENSG00000157483	Q12965	78.5
ENSG00000157500	Q9UKG1	99.6
ENSG00000157514	Q99576-3	1.88
ENSG00000157540	Q13627-2	1.8
ENSG00000157593	Q8TB61-3	66.3
ENSG00000157617	Q9Y426-3	0.506
ENSG00000157741	Q6ZU65	16.7
ENSG00000157764	P15056	37.0
ENSG00000157778	Q9BT73	114.0
ENSG00000157870	Q8TBF2	29.5
ENSG00000157881	Q9NVE7	16.8
ENSG00000157895	Q96C57	8.21
ENSG00000157916	O15258	27.3
ENSG00000157954	Q9Y4P8-4	9.77
ENSG00000157985	Q9UPQ3-2	1.2
ENSG00000158019	Q9NXR7	116.0
ENSG00000158042	Q9NRX2	280.0
ENSG00000158092	P16333	3.51
ENSG00000158125	P47989	2.66
ENSG00000158158	Q6P4Q7	56.5
ENSG00000158161	Q99504-2	11.4
ENSG00000158195	Q9Y6W5	75.5
ENSG00000158411	Q8WV92	3.79
ENSG00000158417	O60841	305.0
ENSG00000158435	Q9UKZ1	15.4
ENSG00000158467	Q96HN2	92.0
ENSG00000158470	O43286	2.71
ENSG00000158526	Q969E8	7.42
ENSG00000158604	Q7Z7H5	118.0
ENSG00000158623	Q9UBF2	175.0
ENSG00000158636	Q7Z589	3.04
ENSG00000158710	P37802	20200.0
ENSG00000158793	Q86X76-2	113.0
ENSG00000158864	O75306	661.0
ENSG00000158941	Q8N163	357.0
ENSG00000158985	Q9NRR3	179.0
ENSG00000158987	Q8TEU7	12.7
ENSG00000159023	P11171-2	1.22
ENSG00000159079	P57076	39.7
ENSG00000159086	Q9Y5B6	7.38
ENSG00000159111	Q7Z7H8	41.2
ENSG00000159131	P22102	1560.0
ENSG00000159140	P18583-2,P18583-3,P18583-5,P18583-6	105.0
ENSG00000159166	O00515	3.13
ENSG00000159176	P21291	2180.0
ENSG00000159202	Q9H832	300.0
ENSG00000159210	Q96H20	82.9
ENSG00000159212	Q96NY7-2	104.0
ENSG00000159216	Q01196	75.4
ENSG00000159217	Q9NZI8	21.0
ENSG00000159228	P16152	1890.0
ENSG00000159231	O75828	540.0
ENSG00000159256	Q14149	2.83
ENSG00000159259	Q13112	3.98
ENSG00000159267	P50747	30.6
ENSG00000159322	Q9BRR6-2	106.0
ENSG00000159335	P20962	3030.0
ENSG00000159348	Q9UHQ9	459.0
ENSG00000159352	P55036	904.0
ENSG00000159377	P28070	515.0
ENSG00000159399	P52789	230.0
ENSG00000159423	P30038	31.0
ENSG00000159459	Q8IWV7	8.5
ENSG00000159461	Q9UKV5	40.9
ENSG00000159479	Q96G25	1.99
ENSG00000159593	Q13564	258.0
ENSG00000159685	Q9BRQ6	129.0
ENSG00000159692	Q13363-2	480.0
ENSG00000159720	P61421	137.0
ENSG00000159763	P12273	11.0
ENSG00000159840	Q15942	1100.0
ENSG00000159842	Q12979-2	52.2
ENSG00000159921	Q9Y223	1.29
ENSG00000160007	Q9NRY4	11.8
ENSG00000160049	O00273,O00273-2	327.0
ENSG00000160058	Q9NW68	5.87
ENSG00000160072	Q5T9A4	308.0
ENSG00000160075	Q9NP77	70.0
ENSG00000160193	P57081	6.66
ENSG00000160194	P56181,P56181-2	238.0
ENSG00000160200	P35520	3.8
ENSG00000160201	Q01081,Q01081-2	593.0
ENSG00000160208	Q14684	116.0
ENSG00000160209	O00764	872.0
ENSG00000160211	P11413	1190.0
ENSG00000160213	P04080	1110.0
ENSG00000160214	P56182	71.9
ENSG00000160216	Q9NRZ7-2	50.1
ENSG00000160221	P30042	552.0
ENSG00000160256	Q9NSI2-2	103.0
ENSG00000160285	P48449	98.2
ENSG00000160293	P52735,P52735-3	65.9
ENSG00000160294	O60318	0.33
ENSG00000160305	Q14689	16.2
ENSG00000160404	Q5JU69	3.73
ENSG00000160439	Q8NBN7	144.0
ENSG00000160445	Q7Z7L7	3.85
ENSG00000160447	Q6P5Z2	0.443
ENSG00000160551	Q7L7X3	16.2
ENSG00000160563	Q6P2C8	9.9
ENSG00000160606	Q96CP7	43.7
ENSG00000160633	Q15424	370.0
ENSG00000160679	Q9Y3Y2-4	346.0
ENSG00000160685	O15156	1.81
ENSG00000160688	Q8NFF5-2	166.0
ENSG00000160691	P29353,P29353-6	217.0
ENSG00000160695	Q9H270	16.4
ENSG00000160710	P55265,P55265-2	495.0
ENSG00000160714	Q7Z7E8	31.3
ENSG00000160741	Q53ET0	87.5
ENSG00000160746	Q9NW15	12.5
ENSG00000160783	Q6P1K2	52.0
ENSG00000160789	P02545,P02545-2,P02545-3	7680.0
ENSG00000160799	Q8WUD4	31.1
ENSG00000160803	Q9NRR5	635.0
ENSG00000160877	Q96RE7	36.9
ENSG00000160883	P52790	38.3
ENSG00000160917	O95639,O95639-3	14.5
ENSG00000160948	Q9UK41	101.0
ENSG00000160949	Q96HA7	9.19
ENSG00000161011	Q13501	536.0
ENSG00000161013	Q9UQ53-2	5.12
ENSG00000161016	P62917	6550.0
ENSG00000161021	Q92585	2.75
ENSG00000161036	Q9UFC0	15.5
ENSG00000161057	P35998	1210.0
ENSG00000161203	Q96CW1,Q96CW1-2	367.0
ENSG00000161204	Q9NUQ8	39.9
ENSG00000161217	P49585	53.5
ENSG00000161267	Q02338	6.35
ENSG00000161513	P22570	280.0
ENSG00000161533	Q15067,Q15067-2	23.9
ENSG00000161542	Q14558-2	76.5
ENSG00000161618	Q8IZ83	141.0
ENSG00000161634	P81605	185.0
ENSG00000161638	P08648	5.17
ENSG00000161654	Q3MHD2	121.0
ENSG00000161671	Q5UCC4-2	8.78
ENSG00000161714	Q8N3E9	4.59
ENSG00000161800	Q9H0H5	4.63
ENSG00000161813	Q71RC2	40.8
ENSG00000161847	Q8IY67	175.0
ENSG00000161888	Q8NBT2	50.9
ENSG00000161904	Q8NC56	38.8
ENSG00000161960	P60842	11300.0
ENSG00000161970	P61254	4340.0
ENSG00000162065	Q9ULP9-2	30.6
ENSG00000162066	Q9Y303	11.7
ENSG00000162076	Q96CP2	135.0
ENSG00000162129	Q9H078-2	86.5
ENSG00000162191	Q04323	610.0
ENSG00000162222	Q8N5M4	4.79
ENSG00000162227	Q9Y6J9	16.5
ENSG00000162231	Q9UBU9	75.4
ENSG00000162236	Q13190	46.6
ENSG00000162244	P47914	3730.0
ENSG00000162298	Q86TM6-2	33.9
ENSG00000162300	O95159	82.1
ENSG00000162302	O75676	29.0
ENSG00000162368	P30085	1350.0
ENSG00000162377	Q96BR5	89.9
ENSG00000162384	Q9NWV4	146.0
ENSG00000162385	P61326	686.0
ENSG00000162402	Q9UPU5	19.3
ENSG00000162408	Q5SY16	210.0
ENSG00000162409	P54646	8.02
ENSG00000162433	P27144	1270.0
ENSG00000162434	P23458	22.2
ENSG00000162437	Q9HCJ3-2	0.183
ENSG00000162441	Q8WZA0	80.2
ENSG00000162458	Q8WUP2	5.05
ENSG00000162482	O95154	2.35
ENSG00000162517	Q9UBV8	156.0
ENSG00000162521	Q09028-2,Q09028-3	1690.0
ENSG00000162522	Q9P206-2	16.4
ENSG00000162542	Q5TGY1	4.02
ENSG00000162600	Q96E52	1.33
ENSG00000162613	Q96AE4,Q96AE4-2	1960.0
ENSG00000162616	Q9UDY4	59.0
ENSG00000162642	Q8N6N3-2	6.75
ENSG00000162645	P32456	1750.0
ENSG00000162664	Q5BKZ1	56.6
ENSG00000162688	P35573	25.1
ENSG00000162695	Q8NEW0	1.58
ENSG00000162704	O15511	1210.0
ENSG00000162734	Q15121	295.0
ENSG00000162735	P40855	166.0
ENSG00000162736	Q92542-2	87.6
ENSG00000162769	Q9Y5Y0	44.1
ENSG00000162775	Q96T37-2	15.3
ENSG00000162813	O95861	985.0
ENSG00000162819	Q5VW32	314.0
ENSG00000162836	Q9NPH0	6.39
ENSG00000162851	Q9H5Q4	144.0
ENSG00000162869	Q6ZMI0	0.0554
ENSG00000162885	Q8NCR0	0.684
ENSG00000162889	P49137	43.4
ENSG00000162909	P17655	1960.0
ENSG00000162910	Q7Z7F7	6.52
ENSG00000162923	Q9H7D7-2	65.5
ENSG00000162924	Q04864	45.3
ENSG00000162959	Q9Y316	298.0
ENSG00000162961	Q9C005	175.0
ENSG00000162972	Q8WWC4	25.0
ENSG00000163001	Q96G28	12.4
ENSG00000163029	Q96SB8	9.62
ENSG00000163050	Q8NI60	39.8
ENSG00000163104	Q9H4L7-2	25.0
ENSG00000163110	Q96HC4,Q96HC4-4	626.0
ENSG00000163114	P29803	270.0
ENSG00000163125	Q5VT52,Q5VT52-3	42.2
ENSG00000163155	Q96S90	72.6
ENSG00000163161	P19447	12.2
ENSG00000163166	Q96ST2-2	37.7
ENSG00000163170	Q53S33	56.7
ENSG00000163191	P31949	51000.0
ENSG00000163214	Q6P158	5.65
ENSG00000163220	P06702	63.8
ENSG00000163281	Q8TDQ7	181.0
ENSG00000163319	Q9Y3D5	1.11
ENSG00000163320	Q9UFW8	64.1
ENSG00000163344	Q15126	328.0
ENSG00000163346	Q96AQ6-2	20.0
ENSG00000163348	Q9BRQ0	19.7
ENSG00000163382	Q8NCW5	1860.0
ENSG00000163389	Q8NBL1	98.2
ENSG00000163399	P05023	2120.0
ENSG00000163431	P29536	8.87
ENSG00000163466	O15144	1700.0
ENSG00000163468	P49368	4160.0
ENSG00000163481	Q96BH1	2.98
ENSG00000163507	Q8TCG1	37.1
ENSG00000163516	Q9H8Y5	0.263
ENSG00000163527	Q8TCJ2	140.0
ENSG00000163528	Q8N4Q1	435.0
ENSG00000163541	P53597	2160.0
ENSG00000163554	P02549-2	0.355
ENSG00000163558	P41743	20.0
ENSG00000163565	Q16666	9.94
ENSG00000163602	Q8N488	18.7
ENSG00000163605	Q9NY27	44.5
ENSG00000163608	Q6NW34	2.46
ENSG00000163629	Q12923-3	7.15
ENSG00000163634	Q6I9Y2	54.1
ENSG00000163636	Q15008	1000.0
ENSG00000163655	P49915	665.0
ENSG00000163681	Q14BN4-2	7.84
ENSG00000163682	P32969	4510.0
ENSG00000163684	O95059	0.66
ENSG00000163686	Q9BV23	2.72
ENSG00000163694	A0AV96	7.42
ENSG00000163703	Q96HD1	34.2
ENSG00000163714	O15042,O15042-2	64.7
ENSG00000163719	Q8NCE2-2	3.83
ENSG00000163738	Q9H903-1	0.0192
ENSG00000163749	Q5M9N0	3.68
ENSG00000163754	P46976-2	165.0
ENSG00000163755	Q969F9	0.234
ENSG00000163798	Q9BWU0	5.91
ENSG00000163807	Q96AT1	61.9
ENSG00000163808	Q9NS87	4.07
ENSG00000163811	Q15061	233.0
ENSG00000163812	Q9NYG2-2	4.88
ENSG00000163814	Q9H5V8	9.92
ENSG00000163820	Q9BQS8	4.21
ENSG00000163840	Q8TDB6	2.36
ENSG00000163848	Q9UQR1	4.52
ENSG00000163872	Q9ULM3	2.04
ENSG00000163900	Q96HV5	5.75
ENSG00000163902	P04843	2600.0
ENSG00000163918	P35249	70.4
ENSG00000163931	P29401	10500.0
ENSG00000163932	Q05655	7.32
ENSG00000163938	Q9BVP2-2	475.0
ENSG00000163939	Q86U86-5	12.3
ENSG00000163946	Q9UK61-3	21.2
ENSG00000163956	P30533	60.0
ENSG00000163960	O94888	71.5
ENSG00000163975	P08582	1.09
ENSG00000163993	P25815	18.7
ENSG00000164022	Q12904	1010.0
ENSG00000164024	P53582	540.0
ENSG00000164040	O15173	326.0
ENSG00000164051	Q96ER9	177.0
ENSG00000164053	Q8WXE1-2	6.29
ENSG00000164062	P13798	787.0
ENSG00000164070	O95757	730.0
ENSG00000164081	Q9Y6I9	26.6
ENSG00000164091	Q6UXN9	201.0
ENSG00000164104	P26583	3300.0
ENSG00000164105	O75446	17.8
ENSG00000164109	Q13257	209.0
ENSG00000164111	P08758	9960.0
ENSG00000164134	Q9BXJ9	343.0
ENSG00000164144	P53367,P53367-2	153.0
ENSG00000164162	Q9UM13	0.81
ENSG00000164163	P61221	859.0
ENSG00000164167	P62312	522.0
ENSG00000164171	P17301	350.0
ENSG00000164172	O96007	7.35
ENSG00000164182	Q8N183	697.0
ENSG00000164187	Q68DH5	61.0
ENSG00000164190	Q6KC79	1.48
ENSG00000164237	Q96DG6	3.35
ENSG00000164244	Q96M27	617.0
ENSG00000164258	O43181	352.0
ENSG00000164305	P42574	150.0
ENSG00000164307	Q9NZ08	94.1
ENSG00000164327	Q6R327	7.47
ENSG00000164332	Q8WVY7	149.0
ENSG00000164338	Q8TED0	84.4
ENSG00000164346	O95478	139.0
ENSG00000164347	Q969S9-3	0.534
ENSG00000164402	Q92599-2	465.0
ENSG00000164405	O14949	1090.0
ENSG00000164430	Q8N884	17.0
ENSG00000164440	Q8N3L3	6.85
ENSG00000164466	Q9H9B4	1590.0
ENSG00000164535	Q8NCG7	1.89
ENSG00000164587	P62263	9720.0
ENSG00000164597	Q9UP83-2	7.29
ENSG00000164609	O95391	2.22
ENSG00000164615	P49069	42.9
ENSG00000164654	Q9NXC5	18.1
ENSG00000164687	Q01469	2.33
ENSG00000164695	Q96CF2	93.3
ENSG00000164708	P15259	4460.0
ENSG00000164733	P07858	3460.0
ENSG00000164754	O60216	147.0
ENSG00000164815	O43913	46.1
ENSG00000164818	Q86Y56	70.8
ENSG00000164830	Q8N573-2,Q8N573-5,Q8N573-8	28.6
ENSG00000164877	Q8IY33	2.92
ENSG00000164880	Q8N201	13.5
ENSG00000164885	Q00535	42.5
ENSG00000164889	P04920	51.0
ENSG00000164898	Q96HJ9	17.9
ENSG00000164902	Q9H814	59.2
ENSG00000164904	P49419-2	2020.0
ENSG00000164916	P85037	49.8
ENSG00000164919	P09669	2170.0
ENSG00000164924	P63104	38200.0
ENSG00000164933	Q9H2D1	5.17
ENSG00000164934	Q9NV06	80.5
ENSG00000164941	Q75QN2	30.0
ENSG00000164944	Q69YN4	6.63
ENSG00000164951	Q9P0J1	41.0
ENSG00000164961	Q12768	68.4
ENSG00000164967	Q8N5L8	15.4
ENSG00000164978	P50583	124.0
ENSG00000164985	O75475,O75475-3	199.0
ENSG00000165006	Q9NZ09	21.6
ENSG00000165055	Q6P1Q9	52.6
ENSG00000165059	P22612	132.0
ENSG00000165092	P00352	596.0
ENSG00000165097	Q8NB78	42.8
ENSG00000165105	Q8IZ41	9.48
ENSG00000165115	Q86VH2-2	0.377
ENSG00000165119	P61978,P61978-2,P61978-3	11800.0
ENSG00000165140	P09467	0.432
ENSG00000165175	Q9NPA3	1.59
ENSG00000165209	Q96SI9	249.0
ENSG00000165219	Q14C86-2	43.5
ENSG00000165264	O95139	244.0
ENSG00000165271	Q9H6R4-4	78.0
ENSG00000165280	P55072	3200.0
ENSG00000165283	Q9UJZ1	1270.0
ENSG00000165322	Q8IWW6-3	11.4
ENSG00000165416	Q9Y2Z0,Q9Y2Z0-2	562.0
ENSG00000165417	P52655	123.0
ENSG00000165458	O15357	22.2
ENSG00000165475	Q9Y2S2-2	60.0
ENSG00000165476	Q6NUK4	55.4
ENSG00000165480	Q8IX90	2.67
ENSG00000165487	Q8IYU8	19.9
ENSG00000165494	O94913	2.69
ENSG00000165502	Q969Q0	2050.0
ENSG00000165512	P17026	1.71
ENSG00000165525	O60524-4	24.1
ENSG00000165527	P62330	396.0
ENSG00000165591	Q6GMR7	37.4
ENSG00000165609	Q9UKK9	1900.0
ENSG00000165629	P36542	2290.0
ENSG00000165630	Q99633	1.82
ENSG00000165637	P45880-2	7640.0
ENSG00000165644	Q86VU5	27.2
ENSG00000165660	Q15018	84.4
ENSG00000165661	Q6ZRP7	25.5
ENSG00000165671	Q96L73-2	11.9
ENSG00000165688	Q10713	542.0
ENSG00000165704	P00492	1160.0
ENSG00000165732	Q9NR30	895.0
ENSG00000165733	Q14692	110.0
ENSG00000165782	Q86T03	49.6
ENSG00000165799	Q9H1E1	0.254
ENSG00000165801	Q8TER5	4.22
ENSG00000165806	P55210	9.99
ENSG00000165813	Q7Z3E2	11.6
ENSG00000165819	Q86U44	14.6
ENSG00000165832	Q8WWH5	10.3
ENSG00000165868	O43301	6.05
ENSG00000165887	Q9GZV1	23.9
ENSG00000165898	Q86U28	1770.0
ENSG00000165912	Q9UKS6	73.8
ENSG00000165914	Q86TV6	1.59
ENSG00000165916	P17980	1150.0
ENSG00000165934	Q9P2I0	41.9
ENSG00000165959	Q96JQ2	229.0
ENSG00000165983	Q96BW5	42.5
ENSG00000165997	Q96KC2	33.9
ENSG00000166025	Q8IY63-2	31.8
ENSG00000166123	Q8TD30	98.9
ENSG00000166128	Q92930	507.0
ENSG00000166130	Q70UQ0,Q70UQ0-4	43.9
ENSG00000166133	Q8IZ73	11.9
ENSG00000166135	Q9NWT6	1.56
ENSG00000166136	O95169	470.0
ENSG00000166140	Q96K21-3	5.2
ENSG00000166147	P35555	0.712
ENSG00000166164	Q9NPI1	14.7
ENSG00000166165	P12277	281.0
ENSG00000166166	Q96FX7	119.0
ENSG00000166170	Q9UL15	26.9
ENSG00000166171	Q9BVM2	2.36
ENSG00000166181	Q9BZZ5,Q9BZZ5-2	492.0
ENSG00000166189	Q86YV9	2.79
ENSG00000166197	Q14978-2,Q14978-3	274.0
ENSG00000166200	P61201-2	232.0
ENSG00000166224	O95470	96.0
ENSG00000166226	P78371	4680.0
ENSG00000166228	P61457	4.91
ENSG00000166233	Q9Y4X5	33.5
ENSG00000166263	Q6ZWJ1	3.97
ENSG00000166266	Q93034	46.9
ENSG00000166275	Q96B45	121.0
ENSG00000166333	Q13418	238.0
ENSG00000166337	Q12962	22.2
ENSG00000166340	O14773	134.0
ENSG00000166347	P00167	1010.0
ENSG00000166387	Q8ND30	42.1
ENSG00000166396	O75635-2	3.1
ENSG00000166401	P50452	64.4
ENSG00000166411	P50213	1150.0
ENSG00000166441	P46776	4980.0
ENSG00000166477	Q8WVC0	18.8
ENSG00000166478	P52747-2	1.44
ENSG00000166479	Q96JJ7	539.0
ENSG00000166483	P30291	0.525
ENSG00000166503	Q9Y3E1	186.0
ENSG00000166508	P33993	349.0
ENSG00000166548	O00142	80.5
ENSG00000166557	Q9Y3Q3	465.0
ENSG00000166582	Q7Z7K6,Q7Z7K6-3	1.18
ENSG00000166595	Q9Y3D0	302.0
ENSG00000166598	P14625	6130.0
ENSG00000166685	Q8WTW3	13.9
ENSG00000166710	P61769	603.0
ENSG00000166747	O43747	202.0
ENSG00000166750	Q08AF3	2.56
ENSG00000166788	Q96ER3	5.15
ENSG00000166794	P23284	7290.0
ENSG00000166797	Q9H5X1	1.28
ENSG00000166803	Q15004	401.0
ENSG00000166825	P15144	3.68
ENSG00000166833	Q8IVL1-3	2.6
ENSG00000166847	Q9BTE1	38.4
ENSG00000166848	Q9NYB0	18.9
ENSG00000166851	P53350	15.6
ENSG00000166855	O76031	144.0
ENSG00000166866	Q9UBC5	67.3
ENSG00000166886	Q15742	23.5
ENSG00000166887	Q96JC1-2	5.14
ENSG00000166888	P42226	8.65
ENSG00000166889	Q86TB9,Q86TB9-4	19.6
ENSG00000166902	Q9NX20	140.0
ENSG00000166908	Q8TBX8	75.2
ENSG00000166913	P31946-2	20700.0
ENSG00000166925	Q9Y3Q8	15.1
ENSG00000166938	Q8TF46	44.0
ENSG00000166949	P84022	53.5
ENSG00000166971	Q9H8T0	37.9
ENSG00000166974	Q15555	50.7
ENSG00000166986	P56192	1120.0
ENSG00000167004	P30101	6490.0
ENSG00000167005	O43809	1070.0
ENSG00000167085	P35232	4260.0
ENSG00000167088	P62314	2240.0
ENSG00000167107	Q96CM8	3.02
ENSG00000167110	Q08379	23.8
ENSG00000167114	Q6P1M0	25.6
ENSG00000167130	Q86YN1	1.48
ENSG00000167186	Q99807-2	18.1
ENSG00000167193	P46108,P46108-2	340.0
ENSG00000167196	Q8NEZ5	15.7
ENSG00000167202	Q9UPU7	8.49
ENSG00000167220	Q9H0R4	1.91
ENSG00000167257	Q8ND24	11.6
ENSG00000167258	Q9NYV4,Q9NYV4-2	5.93
ENSG00000167283	O75964	3150.0
ENSG00000167306	Q9ULV0	1.4
ENSG00000167315	P42765	1510.0
ENSG00000167323	Q13586	34.1
ENSG00000167325	P23921	224.0
ENSG00000167378	Q8WZA9	49.9
ENSG00000167397	Q9BQB6-3	3.66
ENSG00000167447	Q8ND04	1.87
ENSG00000167460	P67936,P67936-2	3950.0
ENSG00000167461	P61006	676.0
ENSG00000167468	P36969-2	212.0
ENSG00000167491	Q86YP4	14.7
ENSG00000167508	P53602	218.0
ENSG00000167515	Q9UL33-2	9.23
ENSG00000167526	P26373	6270.0
ENSG00000167552	Q71U36	46100.0
ENSG00000167553	Q9BQE3	45900.0
ENSG00000167578	P61018	0.464
ENSG00000167588	P21695	1.07
ENSG00000167615	Q96PV6-2	1.08
ENSG00000167632	Q96Q05-3	282.0
ENSG00000167635	Q15072	12.3
ENSG00000167642	O43291	352.0
ENSG00000167657	O43293	34.5
ENSG00000167658	P13639	13400.0
ENSG00000167670	Q13111	4.85
ENSG00000167671	Q9BZV1	7.01
ENSG00000167685	Q8N0Y2-2	15.3
ENSG00000167693	Q6DKJ4	15.9
ENSG00000167699	Q9HC38-2	613.0
ENSG00000167700	Q96ES6	0.0784
ENSG00000167701	P24298	20.1
ENSG00000167711	P08697	0.33
ENSG00000167716	Q562E7	5.48
ENSG00000167721	Q2NL82	99.9
ENSG00000167770	Q96FW1	2150.0
ENSG00000167775	Q9NPF0	27.0
ENSG00000167778	Q8NCJ5	166.0
ENSG00000167792	P49821-2	480.0
ENSG00000167797	O75956	43.3
ENSG00000167799	Q8WV74	82.1
ENSG00000167815	P32119	10000.0
ENSG00000167842	Q9H081	0.101
ENSG00000167862	Q14197	186.0
ENSG00000167863	O75947	2040.0
ENSG00000167900	P04183	15.7
ENSG00000167904	Q96MH6	4.27
ENSG00000167965	Q9BVC4	19.6
ENSG00000167977	Q9NXV2	15.2
ENSG00000167978	Q9UQ35	107.0
ENSG00000167986	Q16531	733.0
ENSG00000167987	A5D8V6	16.5
ENSG00000167996	P02794	206.0
ENSG00000168002	P62487	73.4
ENSG00000168040	Q13158	39.1
ENSG00000168066	Q15637-2,Q15637-4,Q15637-5,Q15637-6	385.0
ENSG00000168067	Q12851	0.249
ENSG00000168078	Q96KB5	95.4
ENSG00000168092	P68402	2980.0
ENSG00000168101	Q9BRJ7	33.3
ENSG00000168118	P20338	161.0
ENSG00000168143	Q5T0W9	26.1
ENSG00000168172	Q86VS8	19.7
ENSG00000168214	Q06330-4	27.6
ENSG00000168216	Q9NUN5-4	4.4
ENSG00000168234	Q8N584	6.13
ENSG00000168259	Q99615	90.5
ENSG00000168264	Q7Z5L9,Q7Z5L9-2	94.8
ENSG00000168275	Q5JTJ3-3	1010.0
ENSG00000168280	O60282	127.0
ENSG00000168282	Q10469	28.9
ENSG00000168283	P35226	40.6
ENSG00000168286	Q96EK4	24.8
ENSG00000168291	P11177-2	2040.0
ENSG00000168303	Q8TAP9	1.93
ENSG00000168374	P18085	3450.0
ENSG00000168385	Q15019	1780.0
ENSG00000168393	P23919	957.0
ENSG00000168397	Q9Y4P1-6	16.3
ENSG00000168404	Q8NB16	6.72
ENSG00000168434	P83436	7.45
ENSG00000168438	O60508	12.5
ENSG00000168439	P31948	2260.0
ENSG00000168488	Q8WWM7	199.0
ENSG00000168495	P05423	15.1
ENSG00000168496	P39748	389.0
ENSG00000168522	P49354	101.0
ENSG00000168530	P05976	183.0
ENSG00000168538	Q7Z392	13.0
ENSG00000168564	Q9NXV6	30.8
ENSG00000168610	P40763,P40763-2	229.0
ENSG00000168615	Q13443	22.9
ENSG00000168653	O43920	493.0
ENSG00000168672	Q96KN1	64.6
ENSG00000168710	O43865	174.0
ENSG00000168724	Q5F1R6	6.1
ENSG00000168734	Q9Y2B9	3.51
ENSG00000168763	Q8NE01	6.07
ENSG00000168781	Q6PFW1-7	12.1
ENSG00000168802	P0CG12	10100.0
ENSG00000168807	Q13425	37.6
ENSG00000168827	Q96RP9,Q96RP9-2	318.0
ENSG00000168872	Q9NUU7	277.0
ENSG00000168876	Q8WVL7	3.79
ENSG00000168883	Q53GS9	89.5
ENSG00000168894	Q9P0P0	980.0
ENSG00000168906	P31153	1010.0
ENSG00000168924	O95202	384.0
ENSG00000168938	P45877	806.0
ENSG00000168958	Q9GZY8-2	421.0
ENSG00000169018	Q9UK73	4.8
ENSG00000169019	Q9NX08	37.3
ENSG00000169020	P56385	2640.0
ENSG00000169021	P47985	1430.0
ENSG00000169032	Q02750	971.0
ENSG00000169045	P31943	4840.0
ENSG00000169057	P51608	16.6
ENSG00000169067	Q562R1	43500.0
ENSG00000169093	O95671	88.8
ENSG00000169100	P12236	9380.0
ENSG00000169118	Q9HCP0-2	78.3
ENSG00000169139	Q15819	2080.0
ENSG00000169180	Q96QU8	9.45
ENSG00000169189	Q8WV22	2.32
