Cluster CCNG2 CDC20 FYN GSK3B HUWE1 MAPK13 SNAI1 STAT3 ADAM9 ANXA1 ATF3 AURKA BACE1 BGN BIRC6 BUB1 CABLES2 CD55 CHEK2 CKAP5 COL13A1 CTNNB1 CXXC5 DNAJB2 EGFR ERBB2 ERBB3 EVL FBLN1 FDPS FGF13 FN1 FOS FOXM1 GSN HDAC3 HIPK2 HMGA2 HMGB2 HMGCR ICAM1 IGF1R IL4R IL7R ITGB8 JUN KAT2A LATS2 LIMK2 LRP1 LTBP3 MAD2L2 MAPK1 MAPK14 MAPK6 MAPKAPK2 MAPT MEX3B MOCOS MVD MVK NDC80 NUF2 PAG1 PIAS1 PIAS3 PKIA PLK1 PMVK PPM1D PRPF4 PTPRA RASGRF1 RELA RFWD2 RHOA RHOD ROCK1 RPS6KA1 RPS6KA5 RRM2B S100A2 SELPLG SERPINA1 SH3YL1 SHC1 SKIL SMAD2 SMAD4 SNAP29 SNRPA SREBF2 SRPK1 STX6 TACC1 TAF12 TAF1B TBL1X TCF3 TGFA TGFB1 TNIK TNK2 TOP2A TP53 TP53:SMAD2 TP63 TPR TPX2 TRIM33 TRIOBP UBE2I VDR VIM WNT5A ZBTB17
attractor4 3 1 1 -1 0 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 0 0 0 -1 1 -1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 -1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 -1 1 1 0
attractor6 3 -1 1 -1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 0 1 -1 1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 0 -1 1 1 -1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor7 3 -1 -1 -1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 1 -1 -1 1 1 -1 0 -1 1 1 -1 1 1 1 0 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor8 3 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 -1 -1 1 1 1 1 0 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor9 3 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 0 1 -1 1 -1 1 1 1 1 0 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor12 3 -1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 1 0 1 0 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 0 1 -1 -1 -1 1 -1 1 0 1 -1 1 1 1 -1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 -1 1 1 -1 1 -1 -1 1 1 1 1 1 1
attractor13 3 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 -1 1 1 -1 -1 1 1 -1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor15 3 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 -1 1 0 1 0 1 -1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor16 3 -1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 0 1 0 1 1 -1 -1 1 1 0 1 0 1 1 1 1 1 1 0 1 -1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor18 3 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 0 1 1 1 -1 1 1 -1 0 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor19 3 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor23 3 1 1 1 0 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0 0 0 1 1 -1 -1 1 1 -1 -1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 1 1 1 0 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor24 3 1 1 -1 1 1 -1 1 1 -1 1 1 1 -1 -1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 -1 0 -1 -1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor26 3 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 1 0 0 0 1 -1 -1 -1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 0 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor27 3 -1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor29 3 1 -1 -1 1 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 0 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 1 -1 1 -1 1 1 1 -1 1 1 1
attractor30 3 -1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 0 1 1 1 -1 -1 -1 1 1 -1 -1 1 1 1 -1 1 1 -1 0 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor31 3 -1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor35 3 -1 -1 -1 0 -1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 0 0 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 0 0 -1 1 1 0 1 1 1 0 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor36 3 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 0 1 1 1 -1 1 -1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor38 3 -1 1 -1 1 -1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 0 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor40 3 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor41 3 1 -1 -1 0 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor44 3 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 0 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 -1 1 1 1 0 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor45 3 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor47 3 1 -1 1 1 -1 -1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor48 3 -1 -1 -1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 0 1 -1 1 -1 1 1 -1 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor49 3 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 -1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 0 1 -1 1 1 1 1 1 0 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor52 3 -1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 0 1 1 1 1 -1 1 1 1 0 0 0 1 -1 -1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor53 3 -1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor54 3 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 -1 -1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 0 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor56 3 -1 1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 -1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor57 3 1 1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor59 3 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 0 1 1 -1 1 1 1 1 1 0 0 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor60 3 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor61 3 -1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor62 3 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 -1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 -1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1
attractor64 3 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0 1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor65 3 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 -1 -1 1 1 -1 1 -1 -1 1 -1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor68 3 -1 1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 -1 -1 1 1 1 0 0 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor69 3 -1 1 1 0 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 0 0 1 1 1 1 1 1 -1 1 1 1 -1 1 -1 1 -1 1 0 0 1 -1 1 -1 1 1 0 1 0 1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 0 0 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor70 3 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 0 1 0 1 1 -1 1 1 1 0 0 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor72 3 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 -1 1 1 1 1 1 1 0 1 -1 1 1 1 1 0 1 -1 1 -1 1 1 1 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 -1 1 1 1 1 0
attractor73 3 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 -1 0 1 0 1 1 1 -1 1 1 0 1 0 1 1 -1 1 1 -1 0 -1 1 -1 1 1 -1 1 0 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor74 3 1 1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 -1 -1 1 1 1 1 1 0 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 -1 1 0 -1 1 -1 1 0 1 -1 1 1 1 1 0
attractor76 3 -1 1 1 1 -1 -1 1 1 -1 -1 -1 1 1 -1 1 1 1 -1 -1 1 1 -1 -1 1 -1 -1 -1 1 1 1 1 1 -1 1 -1 0 1 1 1 1 -1 1 1 1 1 -1 1 -1 1 1 -1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 0 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor79 3 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 0 0 -1 -1 -1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor86 3 1 1 -1 1 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 0 0 1 -1 1 1 1 1 0 0 0 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor87 3 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 0 1 0 1 -1 -1 -1 1 1 1 1 0 1 -1 -1 1 1 1 1 -1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor94 3 -1 1 -1 -1 -1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 0 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor97 3 -1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 -1 -1 1 0 1 0 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 0 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
