Gene_Symbol	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB-231_1_FPKM	MDA_MB-231_2_FPKM	MDA_MB-231_3_FPKM	MDA_MB-231_4_FPKM	MDA_MB-231/MCF10A.fc	MDA_MB-231/MCF10A.baseMean	MDA_MB-231/MCF10A.lfcSE	MDA_MB-231/MCF10A.stat	MDA_MB-231/MCF10A.raw.pval	MDA_MB-231/MCF10A.bh.pval	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB-231_1_Read_Count	MDA_MB-231_2_Read_Count	MDA_MB-231_3_Read_Count	MDA_MB-231_4_Read_Count
PSMG4	5.949297	9.678862	7.61913	10.070915	22.867592	27.533152	23.203289	28.030546	2.487747331	178.1789039	0.234219586	5.613706291	1.98038E-08	1.24771E-07	6.672706523	7.990602798	6.72772018	7.12526966	6.84083221	7.17533656	7.64592568	7.78566942	7.66130193	7.7982446	58	143	89	120	200	228	268	372
SAMD5	1.206697	0.793871	1.213291	0.753746	0.407322	0.354906	0.343408	0.348832	-3.150495303	59.46058823	0.240994498	-6.869777815	6.4302E-12	6.30017E-11	6.495271768	4.84336362	6.26332758	6.03058653	6.26625165	5.98711822	5.39439799	5.29261705	5.2828613	5.28185543	86	91	111	68	28	23	31	37
MGC72080	4.067594	3.718465	3.641171	3.503221	12.905923	10.884659	11.664326	9.617925	2.564514855	67.99822416	0.212706108	6.387620649	1.68487E-10	1.38224E-09	5.249557928	6.614024837	5.63415301	5.65943665	5.56062587	5.62609025	6.44859189	6.28084262	6.36021078	6.18237657	32	47	37	35	98	78	116	111
LAMTOR4	27.314984	21.77226	33.404912	22.552719	23.285365	24.306573	22.518041	25.222993	-1.25227213	210.9634801	0.150820917	-2.151877292	0.03140702	0.056572931	7.874117005	7.549342347	7.79088451	7.73277668	7.96454732	7.70819944	7.62840442	7.58955377	7.60242862	7.65471947	191	250	302	191	163	151	208	264
LOC389641	0.56476	0.734048	0.64435	0.839788	2.204158	2.340124	3.022307	2.042221	2.826260314	39.81858871	0.290623786	5.157507478	2.50259E-07	1.33619E-06	4.376001869	5.879542333	4.69108849	4.89254033	4.74505151	4.96894796	5.47658413	5.49773042	5.73268232	5.40791321	13	27	19	24	47	47	85	67
RBM12B	3.892504	4.060389	4.361709	4.043869	2.869744	4.898509	3.243755	4.981097	-1.20252824	277.2190946	0.215376992	-1.235372324	0.216691968	0.296777438	8.24209783	7.97535575	8.07956201	8.23306961	8.17472087	8.2259408	7.78305487	8.18226866	7.87432493	8.20035607	222	374	321	292	159	254	236	418
GLIDR	1.480742	0.251113	1.651159	0.525393	4.066729	3.343429	4.087682	4.032303	3.005673956	46.84411057	0.402142433	3.948075079	7.87821E-05	0.000268067	4.555843155	6.132736833	5.25286751	4.62591791	5.24390496	4.70641067	5.80226241	5.63951433	5.8248816	5.80084076	29	13	37	12	63	50	85	98
PTGES2-AS1	0.098961	0.0387	0.115323	0.007996	0.01293	0.067535	0.085115	0.00949	-1.486634351	2.141958411	0.979092557	-0.584265343	0.559041805	0.643525715	1.349706056	0.795197476	1.16584687	1.03486342	1.17785187	0.98817166	0.99426651	1.08395129	1.10355045	0.953357	3	2	4	1	1	2	3	1
IER5L	8.663885	9.972555	9.174367	9.919549	6.631529	2.921134	8.014215	2.405964	-2.204208333	270.7447246	0.403953919	-2.822749168	0.004761381	0.010711373	8.540865512	7.40129865	8.14854526	8.40041323	8.19890661	8.39249556	7.86617783	7.23622869	8.01981252	7.10912715	262	488	358	381	195	81	309	108
C9orf172	0.727257	0.487539	0.720436	0.448526	0.129443	0.517306	0.211699	0.399133	-2.120188953	18.62272889	0.422613244	-2.565449284	0.010304228	0.021309824	4.662085742	3.576226976	4.44013353	4.27589102	4.44533866	4.2283994	3.66190659	4.1785142	3.75390167	4.03653714	24	26	31	19	5	16	9	20
USP27X	3.138228	1.763081	2.96496	2.411254	2.868561	1.736084	2.677524	1.348532	-1.377727521	86.23314612	0.310306447	-1.489787249	0.136280185	0.200397725	6.641975081	6.181829994	6.637591	6.29163344	6.59320729	6.53914239	6.505658	6.10817793	6.44907104	5.93249406	95	86	116	93	84	48	103	60
UBE2NL	1.309529	2.921034	1.627364	2.934	2.033849	4.648757	2.512213	5.086538	1.339370786	45.92889976	0.438977437	0.960312238	0.336898092	0.427436428	5.29467108	5.717167248	5.00881013	5.60344479	5.10962713	5.60846895	5.22264336	5.76318879	5.34539958	5.84975277	18	63	28	50	27	56	43	100
LOC389906	6.055107	4.469271	5.906759	3.976551	4.921541	5.370265	5.018987	5.688981	-1.123575725	123.9299485	0.161667872	-1.039769736	0.298446893	0.386753866	7.036672274	6.864984956	7.08469617	6.95691886	7.06854536	6.86084752	6.86827732	6.90606725	6.87714976	6.95498802	121	145	153	101	96	98	128	168
GDPGP1	1.003795	0.399187	0.97092	0.374514	0.418629	0.253377	0.671491	0.280973	-1.90200733	11.1167212	0.54367256	-1.706032039	0.088002115	0.13819225	3.869695339	2.928886952	3.74540608	3.34213248	3.72525894	3.31005518	3.28145368	3.107447	3.4668527	3.11490929	17	11	21	8	7	4	14	7
NUDT19	6.266836	6.543209	6.440818	5.920953	15.588565	15.404998	15.098519	16.905058	2.127110874	424.5176695	0.111077884	9.802988629	1.09303E-22	2.65834E-21	8.083632474	9.174317884	8.2733014	8.41584926	8.29394898	8.33455066	8.96837304	8.9285771	8.94009404	9.01386135	208	351	276	249	500	465	638	824
ZNF805	1.087703	0.852674	1.059541	0.874416	0.751862	0.538496	0.90472	0.504677	-1.65950459	113.4501074	0.239396311	-3.052480696	0.002269583	0.005528529	7.145453448	6.414849249	7.02386242	6.9401167	7.00478544	6.96093007	6.67566866	6.40885273	6.81714545	6.35511345	123	156	155	126	83	56	131	84
FRRS1	2.753923	1.413656	3.410897	1.837126	0.671299	0.377364	0.528766	0.731059	-4.491882088	54.94293557	0.342329251	-6.33109806	2.43423E-10	1.97471E-09	6.492430927	4.311053801	6.13044095	5.70066321	6.31874532	5.90287742	5.06186438	4.77818557	4.92866653	5.0823001	83	69	132	70	20	11	21	33
PTRHD1	33.840302	21.395357	38.213673	21.906631	28.352917	26.518667	31.210108	29.021038	-1.151795093	219.7582481	0.196057828	-1.039918084	0.29837796	0.386705098	7.879041313	7.673167314	7.91812351	7.65665555	8.02388319	7.67534916	7.71494926	7.63528362	7.78955861	7.7063554	216	221	315	178	176	155	254	273
SPRED3	2.374363	2.65865	2.724481	2.389491	1.808931	1.476869	2.139603	1.319357	-1.768667062	146.7144425	0.210658386	-3.905197002	9.41487E-05	0.000315831	7.549115279	6.729835572	7.25903103	7.47430207	7.37553709	7.3787953	6.97971418	6.81304985	7.10954794	6.72364146	135	244	200	172	99	77	154	110
TMEM200B	0.169558	0.610116	0.291832	0.293389	10.016731	11.835515	9.307501	12.057846	24.68773754	176.1947101	0.336595121	13.74269096	5.63421E-43	3.60677E-41	3.738160444	8.405333127	5.13540279	5.63146847	5.25243333	5.31936855	7.65123104	7.77321691	7.56911747	7.79052917	5	29	11	11	278	306	336	500
SLC25A35	1.819566	1.574539	1.687426	1.47286	1.686297	3.234921	1.70338	3.062726	1.224921827	58.0181029	0.270259291	1.082995815	0.278810281	0.365214272	5.706086502	5.99621419	5.81548488	5.725165	5.76003316	5.77396849	5.73874397	6.11688141	5.66405772	6.07371782	46	57	55	48	43	69	51	105
MEX3D	6.831483	8.790633	8.921051	8.140205	10.178385	14.53116	10.316481	15.299232	1.285454061	385.5918111	0.206357108	1.755587955	0.07915879	0.126406469	8.398001447	8.761076515	8.27807214	8.57221156	8.4861906	8.5238862	8.51920088	8.79303501	8.51946641	8.84327061	218	443	367	329	308	414	406	707
FAM102A	5.184067	5.816617	6.136842	5.504379	16.480298	7.14664	16.886879	7.036907	1.855046386	454.6928906	0.33587732	2.65410973	0.007951796	0.01694454	8.314893749	9.206873343	8.41931355	8.52330924	8.52836727	8.48081104	9.29943785	8.59281895	9.33401239	8.56140297	241	386	357	288	698	303	954	470
MYO18A	8.349605	3.734674	8.698003	3.950222	13.624031	9.291788	13.180086	8.713195	1.63654536	848.1938886	0.309822004	2.293747963	0.02180498	0.041085943	9.329776111	10.04014832	9.70183179	9.13917517	9.6799316	9.20763939	10.0733067	9.70380174	10.04021663	9.65210126	706	492	888	424	1117	716	1419	1086
CASC10	1.323695	1.679302	1.667262	1.914525	1.742285	3.375552	1.527292	3.451559	1.29145689	55.27407382	0.344074511	1.072440633	0.283522166	0.370561341	5.591839455	5.961595499	5.47470966	5.72740821	5.61666491	5.81408352	5.60505839	6.07325631	5.51572808	6.0898009	30	61	48	54	38	69	44	113
LINC00999	0.680888	0.382771	0.480873	0.257593	0.501031	0.363601	0.538123	0.407479	-1.129516405	32.16292138	0.323321851	-0.543437518	0.5868286	0.668843851	5.09609007	4.912741621	5.27921931	4.98647192	5.0432248	4.7548756	5.02356758	4.80714278	5.0724299	4.87118448	40	37	37	20	29	20	41	36
EEF1AKMT2	4.235181	3.903019	3.924386	3.89871	6.575997	9.563297	5.438511	9.531155	1.65158695	276.2136844	0.216088592	3.349797036	0.000808708	0.002197885	7.703182089	8.426397327	7.86177114	7.89049785	7.77925851	7.89741236	8.12990786	8.42837069	8.00654887	8.46141289	173	252	201	200	250	343	284	573
FLJ37035	0.938938	0.354806	1.209157	0.3567	0.481903	0.409761	0.859052	0.283435	-1.563221529	21.05430829	0.529271775	-1.217752904	0.223317886	0.304367621	4.683187231	4.037178914	4.61696142	4.1278868	4.79164928	4.1161853	4.18674245	4.07887541	4.50039346	3.8923526	27	17	44	13	14	11	31	12
PCNX3	7.916029	9.031525	7.906764	7.945607	7.1064	6.579968	7.234113	7.162773	-1.373503436	676.7836971	0.135596551	-3.376638393	0.000733774	0.002017757	9.613242105	9.155740628	9.42493712	9.66470586	9.42446075	9.54687139	9.27525087	9.18351015	9.28824172	9.25561537	580	1071	748	738	505	439	676	773
MIR100HG	57.315677	37.260366	61.350702	38.78783	13.428466	11.422146	15.886492	12.600038	-4.041212096	1277.533817	0.195355488	-10.31344494	6.1265E-25	1.66725E-23	11.00030888	8.984786176	10.74588077	10.46202392	10.81256415	10.48191579	9.47220784	9.33763592	9.60015444	9.40358643	1901	1969	2630	1584	444	358	694	634
GSEC	3.74667	1.560485	4.415253	2.531909	1.788744	1.396066	1.769724	0.865428	-2.401787122	23.46177298	0.419195451	-3.015558218	0.002565067	0.006154865	5.046460359	3.794545753	4.81944349	4.35366478	4.93643662	4.63164591	4.30880628	4.16508018	4.28444674	3.94453786	32	22	48	27	15	11	19	11
LOC399975	0.46192	1.519028	0.532178	1.753978	1.10279	2.559809	1.027956	2.374126	1.349606305	68.48052536	0.553043238	0.782106331	0.434152086	0.525207973	5.864219657	6.298469493	5.315291	6.20014864	5.37955812	6.31727537	5.80972766	6.42758304	5.74502859	6.37026202	19	99	28	90	44	94	53	141
SNX19	21.374099	15.255692	13.984299	15.025779	22.832625	15.558586	21.889625	18.159897	1.065533948	1262.058751	0.161720031	0.566266014	0.57121296	0.653958391	10.25489142	10.34677263	10.14584537	10.37736541	10.18186156	10.35671958	10.42545331	10.1821194	10.40009605	10.27229379	870	1607	1173	1235	1259	920	1611	1651
LINC00938	4.074965	2.48376	4.675056	2.405069	1.342924	1.564394	2.109628	2.628161	-2.017992133	79.96262177	0.303123028	-3.341615308	0.000832924	0.002255266	6.745378288	5.717944004	6.6197321	6.32680831	6.73629139	6.29630568	5.7426848	5.83464056	6.04913051	6.18683585	101	99	149	75	32	36	67	96
MKRN9P	0.577738	0.34467	0.539607	0.228212	0.890416	0.505364	0.827118	0.378407	1.336056491	13.33256677	0.470180822	0.888979279	0.374014216	0.465524063	3.507006439	3.9351152	3.74884659	3.58416872	3.73349007	3.41180664	3.95531136	3.65310878	3.91462034	3.51732182	12	12	15	6	18	10	22	12
C12orf76	1.826485	0.701009	1.668953	0.849709	2.153744	0.958487	2.252077	0.85284	1.089328251	36.59460131	0.461688185	0.267363897	0.789188994	0.844119991	5.131632404	5.252936339	5.35108217	4.81553293	5.28404414	4.93641507	5.42699682	4.85145587	5.4596868	4.79244838	40	25	47	24	46	19	63	28
FOXN3-AS1	0.40335	0.589247	0.796644	0.449371	1.978793	1.682577	1.509455	1.590534	2.513202538	16.1900172	0.384905785	3.454162019	0.000552006	0.001555309	3.179088499	4.543662142	3.54479168	3.73548588	3.81318579	3.61976375	4.29173517	4.1576568	4.11836079	4.13002048	5	12	13	7	24	19	24	29
HERC2P2	3.373096	1.452772	3.482087	2.358693	1.723734	2.95938	2.290542	3.136591	-1.214735016	210.1111895	0.295025275	-0.951246083	0.34147947	0.431962614	7.84988798	7.566207621	7.93094004	7.36364921	7.95894513	7.74366402	7.3354161	7.73060691	7.54749587	7.78077323	229	160	305	203	114	183	198	313
ST20	2.267342	2.269075	1.696939	2.033668	3.222814	3.246022	2.138936	3.756188	1.217935181	27.76088434	0.281550029	1.010255107	0.312373084	0.401724726	4.639983478	4.934931025	4.64226514	4.72175684	4.68315641	4.82820134	4.86736538	4.9563297	4.7148867	4.84800842	18	29	25	27	27	30	28	41
KNOP1	4.051174	7.425443	4.717373	6.838114	11.552778	17.341269	11.665097	15.591679	1.93622151	292.1839521	0.291412355	3.271117352	0.001071234	0.002826805	7.635473644	8.590686603	7.5152118	8.08034654	7.62503099	8.01571531	8.23552926	8.57019539	8.24205381	8.4683498	106	312	160	227	278	395	369	568
C17orf97	2.070508	1.953535	2.132803	2.019408	1.257629	1.086135	0.925993	1.071048	-2.195835515	40.01482427	0.238173447	-4.764468939	1.89352E-06	8.71949E-06	5.777589734	4.653815813	5.47278185	5.53190327	5.49520579	5.55704002	5.07145271	4.98287701	4.90259023	4.96112602	43	65	57	53	25	21	25	33
MED11	11.725376	9.468882	12.489857	10.462711	19.733702	23.413685	17.997494	22.810336	1.626525443	180.4198236	0.147579026	4.755373508	1.9808E-06	9.08755E-06	7.102214812	7.803755768	7.25853046	7.19920091	7.3103992	7.27739106	7.62065387	7.74105614	7.53949452	7.7183704	113	147	156	128	184	206	220	323
LINC00909	3.582273	2.13519	3.323036	2.423603	1.987112	1.348789	2.246711	1.397498	-1.890491517	109.1508263	0.251793375	-3.648870328	0.000263396	0.000800752	7.15833258	6.237527255	7.09486393	6.78117486	7.03459692	6.88629727	6.56173213	6.2641933	6.65043003	6.28194465	139	134	167	120	75	48	111	80
VMAC	4.467402	2.142528	3.638057	1.420787	0.857646	0.346681	1.133643	0.317375	-4.92874631	41.69194667	0.515322928	-4.465589633	7.98485E-06	3.2775E-05	6.115148525	3.814176581	5.93291239	5.43217691	5.75415022	5.1193279	4.67894643	4.26717412	4.81948927	4.20527601	84	65	88	34	16	6	27	9
ZNF880	2.432063	2.046437	2.095205	2.016966	1.584806	1.987872	1.636109	1.858866	-1.420766734	60.26815189	0.194530096	-2.604582623	0.009198624	0.019272342	6.145433271	5.636574918	6.07024945	6.04382013	5.95714368	6.02976536	5.70208774	5.83719441	5.72154549	5.79489312	62	84	69	65	39	46	53	70
ZNF772	2.746348	1.648265	3.248453	1.876026	1.722665	2.155341	2.097051	2.297939	-1.325453822	157.8546269	0.216260544	-1.879614287	0.060160665	0.099483008	7.492858479	7.083040703	7.46992782	7.18222051	7.61735045	7.27267273	7.05102012	7.19404906	7.1911315	7.23267277	162	160	248	141	100	117	158	198
SH2D5	0.216975	0.582735	0.264277	0.87928	3.093529	2.764814	2.587361	2.515742	4.570163673	79.53149909	0.438434255	5.000170056	5.72798E-07	2.88736E-06	4.832960939	7.028586799	5.03375543	5.56897401	5.07667315	5.84320069	6.7019069	6.56786258	6.54430293	6.49269957	10	41	15	48	129	108	142	159
LINC01144	0.563619	0.185561	0.190345	0.040548	0.153928	0.111729	0.080636	0.31414	-1.635452319	4.821282348	0.852324658	-0.832651844	0.405041111	0.497097737	2.600069398	1.839720508	2.5899447	2.20108305	2.17063382	1.91826973	2.09395238	2.01927637	1.96351995	2.29185346	11	6	5	1	3	2	2	9
C1orf226	0.376385	0.23967	0.310599	0.250057	1.865893	2.083273	1.761513	2.58044	6.003946226	61.98433157	0.266159989	9.715626541	2.58653E-22	6.16923E-21	4.159855225	6.729197393	5.0843879	4.89569779	4.96820056	4.93434566	6.15973118	6.22386041	6.10937881	6.41664451	18	18	19	15	84	88	104	175
NBPF9	2.307833	1.957255	1.943485	1.836646	2.155021	1.826581	2.425062	1.749477	-1.147685008	137.0817412	0.179642479	-1.106234656	0.268624966	0.354162999	7.194956697	6.995972733	7.20593914	7.18577461	7.06510789	7.13066584	7.09496879	6.938521	7.18663447	6.90390646	130	178	141	131	118	94	174	145
CHCHD10	15.869156	14.661672	16.009779	15.206598	53.429898	55.636834	50.63515	56.491889	2.869805601	292.0233794	0.113318747	13.42190108	4.50019E-41	2.69902E-39	7.238998408	8.758171935	7.61566468	7.60028511	7.56403577	7.62903593	8.4617705	8.49173856	8.42030332	8.5064785	127	175	153	143	369	371	464	607
MIRLET7BHG	1.392145	1.179517	1.60636	1.164634	0.114683	0.07037	0.186791	0.074403	-13.07448028	48.84541312	0.346782615	-10.69454332	1.0795E-26	3.29314E-25	6.504178431	2.790488068	5.83665216	5.81793066	5.95232312	5.79689061	4.23732673	4.13189921	4.41361603	4.06016617	74	101	108	78	6	4	13	6
LINC01376	0.398852	0.165594	0.33972	0.177879	0.183485	0.143576	0.353737	0.061248	-1.662912677	6.179834026	0.682206104	-1.075499628	0.282151099	0.369005082	2.949427842	2.212644492	2.80133112	2.51644243	2.73914542	2.53529256	2.48767687	2.42275472	2.71378537	2.25643813	9	6	10	5	4	3	10	2
EML6	0.265647	0.08705	0.2754	0.114266	0.055717	0.036621	0.104838	0.135762	-2.448414715	14.72229759	0.558746451	-2.312046801	0.020775104	0.03938567	4.399908692	3.058975297	4.20397015	3.64927919	4.23388169	3.7701611	3.39870268	3.2736945	3.62296089	3.73718909	24	13	32	13	5	3	12	18
PAIP2B	0.335277	0.021302	0.353765	0.058771	0.973778	0.748815	0.971334	0.872372	4.080380545	43.68620521	0.631623134	3.211889494	0.001318651	0.00340337	4.110710758	6.131265349	5.00483706	4.06475805	5.04529776	4.2998856	5.74899055	5.49755718	5.75056219	5.6352046	24	3	33	6	67	48	88	91
ANKRD36C	0.267469	0.13045	0.396091	0.147774	0.155586	0.134841	0.195931	0.41297	-1.183479934	25.22759237	0.488743991	-0.497264926	0.619002242	0.69880964	4.782916191	4.518881285	4.72957648	4.38741788	5.0000932	4.4325598	4.36145661	4.2985363	4.48027998	4.94598582	25	20	47	17	14	12	23	55
NOC2LP2	0.413739	0.676953	0.480279	0.719662	0.867478	1.92421	1.193185	1.796055	2.095217242	36.22155768	0.372100618	2.867772281	0.004133729	0.009435106	4.546329482	5.616983021	4.63351236	4.98127825	4.68882319	5.011591	5.00282838	5.55420838	5.21996469	5.50307627	13	34	19	28	26	54	47	81
LOC401052	0.661033	0.238587	0.996465	0.182754	0.176075	0.172944	0.574225	0.062928	-2.250198139	10.17854078	0.782609233	-1.495065473	0.134897356	0.198648013	3.817594566	2.645554563	3.47944762	3.09632823	3.76828938	2.97363095	2.9267876	2.9356589	3.38362929	2.67976315	14	9	28	5	4	4	16	2
MBNL1-AS1	0.973436	1.551648	0.989149	1.842183	0.292094	0.281244	0.358803	0.30489	-5.098544832	79.04720262	0.343211458	-6.847340013	7.52358E-12	7.31344E-11	7.046710151	4.693895523	6.23211264	6.75900138	6.24071708	6.91110017	5.34008962	5.32968174	5.45204587	5.34524442	73	187	95	174	21	20	34	34
LOC401127	0.26237	0.148273	0.073916	0.21024	0.22017	0.670593	0.391752	0.609534	2.336567208	7.265605493	0.616732848	1.985285103	0.04711276	0.080453097	2.145755856	3.33713597	2.73278316	2.62606897	2.4607441	2.69987628	2.65283583	3.10479882	2.87688268	3.04905043	5	5	2	5	4	12	10	17
LINC01061	1.392759	0.586996	1.459516	0.786867	0.956744	0.665174	0.928913	0.765736	-1.45229162	61.18340545	0.314532992	-1.711525307	0.086984183	0.136914269	6.18088718	5.638584835	6.21767638	5.68568927	6.26281046	5.88433258	5.87203424	5.60336362	5.85055247	5.69176801	75	52	102	54	50	33	64	61
C4orf3	37.455078	48.080402	39.821281	50.700226	29.228914	21.784477	29.778624	21.905966	-2.023202108	1365.504838	0.223241717	-4.553989538	5.2638E-06	2.24256E-05	10.83569513	9.819316475	10.42035562	10.77065535	10.47434975	10.81566383	10.15068992	9.89073776	10.16515721	9.89661497	1186	2463	1628	2036	897	629	1203	1022
C5orf63	0.952236	1.16444	2.031052	1.376803	1.190871	1.69146	1.735561	1.464267	-1.385221991	65.25720318	0.238801059	-1.968656245	0.048992579	0.083235771	6.247322834	5.769408208	6.10756001	5.98670841	6.231462	6.180838	5.62655542	5.96384892	6.00455077	5.89614096	61	73	92	74	32	51	73	75
LINC01011	0.830204	0.356779	0.965124	0.420055	0.340225	0.600782	0.650888	0.927026	-1.158196739	13.6426828	0.465593857	-0.455075464	0.649054949	0.725755666	3.88704229	3.642738472	3.89728236	3.57365899	3.97664594	3.63972972	3.46292946	3.68082606	3.72964834	3.89192727	15	11	22	10	6	10	15	24
HTATSF1P2	0.08809	0.081924	0.111847	0.053825	3.77209	4.352457	3.208957	4.474382	37.38632854	115.8757977	0.350017791	14.92620957	2.22563E-50	1.80906E-48	2.5821158	7.818667956	4.69559189	4.6530178	4.72704223	4.60616318	7.04182079	7.14860182	6.88488791	7.18239342	5	7	8	4	189	205	211	340
LOC401261	0.721407	0.134647	0.885161	0.101074	0.124371	0.237012	0.201001	0.147993	-2.814535449	12.03658637	0.735351892	-2.030180155	0.04233823	0.07325905	4.150287205	2.659131457	3.92907706	3.12351611	4.05827783	3.03163132	3.05120644	3.25502865	3.18246354	3.06841776	23	7	35	4	4	7	8	7
TRAM2-AS1	6.093157	3.742191	5.241545	3.080865	4.53476	2.550912	4.414692	3.757595	-1.35754442	138.4578828	0.257466016	-1.712845108	0.086741039	0.136590051	7.318304852	6.874269403	7.39668282	7.11320836	7.29628749	6.99987384	7.14234663	6.66226763	7.03339024	6.96417083	164	164	188	112	126	65	145	158
KLHL31	0.225699	0.084391	0.18971	0.072441	0.031292	0.08233	0.084034	0.08252	-2.27214335	8.483304835	0.584250399	-2.026620537	0.042701235	0.073776221	3.568524355	2.351221899	3.39402378	2.97866838	3.29226599	2.91743789	2.66246685	2.88660744	2.89380287	2.87809832	15	9	16	6	2	5	7	8
LOC401320	1.633794	0.603029	2.069386	1.101085	0.535153	0.38986	0.525065	0.471402	-3.177126395	49.01042927	0.378675647	-4.404092255	1.06228E-05	4.25703E-05	6.221046276	4.549905028	5.95592538	5.31144299	6.16296017	5.75025438	5.1030198	4.91487248	5.07164785	4.98582737	71	43	116	61	23	16	29	30
LINC00997	1.553775	1.117441	1.713328	1.212664	1.519711	1.271185	1.439403	1.422138	-1.146369285	87.51904117	0.183236436	-1.075505866	0.282148307	0.369005082	6.547950031	6.348190743	6.53584138	6.38822807	6.61243942	6.4482462	6.46528735	6.29867737	6.41451722	6.38685987	81	94	115	80	77	60	95	109
LOC401357	0.003797	0.01157	0.020845	0.005758	0.005175	0.027134	0.00353	0.009323	-1.29782327	1.127666507	1.236069238	-0.304266078	0.760925187	0.82185774	0.333346784	-0.006651393	0.16946684	0.14115703	0.22159257	0.16059733	0.1658963	0.16839848	0.14297463	0.13030642	1	1	2	1	1	1	1	1
