ID	UniProt ID
ENSG00000125144	P13640,P13640-2
ENSG00000125148	P02795
ENSG00000125166	P00505
ENSG00000125249	P10114
ENSG00000125257	O15439
ENSG00000125266	P52799
ENSG00000125304	Q99805
ENSG00000125351	Q9BZI7
ENSG00000125352	O15541
ENSG00000125354	Q14141-2
ENSG00000125445	Q9Y2R9
ENSG00000125450	Q9BW27
ENSG00000125458	Q8TCD5
ENSG00000125459	Q9BUK6
ENSG00000125484	Q9UKN8
ENSG00000125503	Q9BZL4
ENSG00000125505	Q96N66
ENSG00000125630	Q9H9Y6
ENSG00000125651	P35269
ENSG00000125656	Q16740
ENSG00000125676	Q8NI27
ENSG00000125686	Q15648
ENSG00000125691	P62829
ENSG00000125733	Q15642
ENSG00000125743	P62316
ENSG00000125753	P50552
ENSG00000125755	Q92797
ENSG00000125772	Q9NPB8
ENSG00000125779	Q9BZ23-3
ENSG00000125814	Q9H115
ENSG00000125817	P07199
ENSG00000125818	Q92530
ENSG00000125821	Q8TEA8
ENSG00000125835	P14678-2
ENSG00000125844	Q9P2E9,Q9P2E9-2
ENSG00000125868	P60981-2
ENSG00000125870	P08579
ENSG00000125871	Q9BQP7
ENSG00000125877	Q9BY32,Q9BY32-2
ENSG00000125901	Q9BYN8
ENSG00000125912	Q969V3
ENSG00000125944	O43390,O43390-2
ENSG00000125952	P61244-2
ENSG00000125970	Q9UKM9,Q9UKM9-2
ENSG00000125971	Q9NP97
ENSG00000125977	P20042
ENSG00000125991	Q9Y282
ENSG00000125995	P60602
ENSG00000126012	P41229-2
ENSG00000126062	Q12893
ENSG00000126067	P49721
ENSG00000126070	Q9H9G7
ENSG00000126088	P06132
ENSG00000126107	Q5T447
ENSG00000126214	Q07866-3,Q07866-6
ENSG00000126216	Q96CW5
ENSG00000126226	Q5JVF3-2
ENSG00000126247	P04632
ENSG00000126249	Q9BRP1
ENSG00000126254	Q9BTD8-4
ENSG00000126261	Q9UBT2
ENSG00000126267	P14854
ENSG00000126432	P30044-2
ENSG00000126456	Q14653
ENSG00000126461	Q9H7N4
ENSG00000126524	Q9Y3A5
ENSG00000126581	Q14457
ENSG00000126653	Q9H0G5
ENSG00000126698	O75937
ENSG00000126746	Q8TF68,Q8TF68-3
ENSG00000126749	Q92979
ENSG00000126768	O60830
ENSG00000126777	Q86UP2,Q86UP2-2
ENSG00000126787	Q15398
ENSG00000126790	Q96EM0
ENSG00000126803	P54652
ENSG00000126814	Q32P41
ENSG00000126821	Q9BX95
ENSG00000126858	Q8IXI2-4
ENSG00000126883	P35658-2,P35658-3,P35658-4
ENSG00000126934	P36507
ENSG00000126945	P55795
ENSG00000126953	O60220
ENSG00000127022	P27824
ENSG00000127054	Q5TA45-2
ENSG00000127125	Q9HAB8
ENSG00000127184	P15954
ENSG00000127191	Q12933-3
ENSG00000127314	P61224
ENSG00000127337	O95619
ENSG00000127445	Q13526
ENSG00000127463	Q8N766
ENSG00000127481	Q5T4S7-3
ENSG00000127483	Q5SSJ5
ENSG00000127511	O75182-2
ENSG00000127526	Q96K37
ENSG00000127527	Q9UBC2-2
ENSG00000127554	P55789
ENSG00000127580	Q96S15-2
ENSG00000127586	Q8WVB6
ENSG00000127616	P51532-2,P51532-5
ENSG00000127804	Q86W50
ENSG00000127824	P68366
ENSG00000127884	P30084
ENSG00000127914	Q99996-5
ENSG00000127946	O00291
ENSG00000127947	Q05209
ENSG00000127948	P16435
ENSG00000127955	P63096
ENSG00000127980	O43933
ENSG00000128050	P22234
ENSG00000128059	Q06203
ENSG00000128228	Q9HCN8
ENSG00000128245	Q04917
ENSG00000128311	Q16762
ENSG00000128422	Q04695
ENSG00000128487	Q5M775,Q5M775-2
ENSG00000128524	Q16864
ENSG00000128534	O95777
ENSG00000128591	Q14315
ENSG00000128595	O43852-3,O43852-4
ENSG00000128609	Q16718
ENSG00000128626	O15235
ENSG00000128641	O43795,O43795-2
ENSG00000128654	O75431
ENSG00000128708	O14929
ENSG00000128731	O95714
ENSG00000128739	P63162
ENSG00000128789	Q969U7
ENSG00000128829	Q9P2K8-2
ENSG00000128872	Q9NZR1
ENSG00000128928	P26440
ENSG00000128951	P33316,P33316-2
ENSG00000128973	Q9NWW5
ENSG00000129003	Q709C8-3
ENSG00000129083	P53618
ENSG00000129084	P25786
ENSG00000129103	Q8NBJ7
ENSG00000129116	Q8WX93-3
ENSG00000129128	P61009
ENSG00000129187	P32321-2
ENSG00000129235	Q9BRA2
ENSG00000129245	P51116
ENSG00000129250	O43896
ENSG00000129315	O60563
ENSG00000129347	Q8N9T8
ENSG00000129351	Q12906
ENSG00000129354	Q9Y6Q5,Q9Y6Q5-2
ENSG00000129460	Q8NEJ9-2
ENSG00000129472	Q8WUD1
ENSG00000129473	Q92843-2
ENSG00000129474	Q96IF1
ENSG00000129515	Q9UNH7
ENSG00000129559	Q15843
ENSG00000129625	Q00765
ENSG00000129675	Q15052
ENSG00000129680	Q8IWC1
ENSG00000129691	Q9UBL3
ENSG00000130021	Q08623
ENSG00000130119	Q9NVN8
ENSG00000130147	Q9P0V3
ENSG00000130150	Q8NHP6
ENSG00000130158	Q96HP0
ENSG00000130159	Q9BQ95
ENSG00000130164	P01130
ENSG00000130177	Q13042-2
ENSG00000130193	Q8WUY1
ENSG00000130202	Q92692,Q92692-2
ENSG00000130204	O96008
ENSG00000130227	Q9UIA9
ENSG00000130254	Q14151
ENSG00000130255	Q9Y3U8
ENSG00000130303	Q10589
ENSG00000130305	Q96P11-2
ENSG00000130309	Q8NBJ5
ENSG00000130311	Q9BW61
ENSG00000130312	Q9BQ48
ENSG00000130313	O95336
ENSG00000130332	Q9UK45
ENSG00000130340	Q9Y5X1
ENSG00000130347	Q8WWV3
ENSG00000130348	Q9H0R6
ENSG00000130382	Q03111
ENSG00000130396	P55196,P55196-3
ENSG00000130402	O43707
ENSG00000130414	O95299
ENSG00000130429	O15143
ENSG00000130489	O43819
ENSG00000130508	Q92626
ENSG00000130513	Q99988
ENSG00000130520	Q9Y4Z0
ENSG00000130522	P17535
ENSG00000130559	Q5T5Y3
ENSG00000130589	Q9BYK8
ENSG00000130638	Q9UBB4
ENSG00000130640	Q9BSJ2
ENSG00000130669	O96013
ENSG00000130695	Q6P2H3-2
ENSG00000130702	O15230
ENSG00000130703	Q9H1P3-2
ENSG00000130706	Q16186
ENSG00000130707	P00966
ENSG00000130713	Q13868
ENSG00000130723	Q5JSZ5
ENSG00000130724	O43633
ENSG00000130725	P61081
ENSG00000130726	Q13263,Q13263-2
ENSG00000130741	P41091
ENSG00000130749	Q9UPT8
ENSG00000130755	O60234
ENSG00000130764	Q8N1G4
ENSG00000130770	Q9UII2
ENSG00000130779	P30622-1
ENSG00000130787	O75146
ENSG00000130810	Q9NQ55-2
ENSG00000130811	O75821
ENSG00000130816	P26358,P26358-2
ENSG00000130826	O60832
ENSG00000130830	Q00013,Q00013-3,Q00013-3
ENSG00000130935	Q9H8H0
ENSG00000130939	O95155-2
ENSG00000130956	Q5JVS0
ENSG00000130985	P22314
ENSG00000131013	Q8WUA2
ENSG00000131015	Q9BZM5
ENSG00000131043	Q9Y312
ENSG00000131051	Q14498-2
ENSG00000131069	Q9NR19
ENSG00000131100	P36543
ENSG00000131143	P13073
ENSG00000131148	O43402
ENSG00000131153	Q9Y248
ENSG00000131165	Q9HD42
ENSG00000131171	O75368
ENSG00000131174	P24311
ENSG00000131236	Q01518
ENSG00000131238	P50897
ENSG00000131269	O75027
ENSG00000131368	P82663
ENSG00000131374	Q92609
ENSG00000131375	Q9Y6W3
ENSG00000131437	Q9Y496
ENSG00000131446	P26572
ENSG00000131459	O94808
ENSG00000131462	P23258
ENSG00000131467	P61289
ENSG00000131469	P61353
ENSG00000131473	P53396
ENSG00000131475	Q9BRG1
ENSG00000131495	O43678
ENSG00000131503	Q8IWZ3,Q8IWZ3-4,Q8IWZ3-6
ENSG00000131504	O60610-2
ENSG00000131508	P62837
ENSG00000131558	Q96A65
ENSG00000131626	Q13136
ENSG00000131652	Q86W42
ENSG00000131711	P46821
ENSG00000131725	Q5JSH3
ENSG00000131738	Q14525
ENSG00000131746	Q8IZW8
ENSG00000131747	P11388
ENSG00000131773	O75525
ENSG00000131778	Q86WJ1
ENSG00000131779	O96011
ENSG00000131828	P08559,P08559-4
ENSG00000131844	Q9HCC0
ENSG00000131876	P09661
ENSG00000131899	Q15334
ENSG00000131966	Q9NZ32
ENSG00000131981	P17931
ENSG00000132002	P25685
ENSG00000132005	P22670
ENSG00000132024	Q6P1N0
ENSG00000132128	Q15345
ENSG00000132141	Q92526
ENSG00000132153	Q7L2E3,Q7L2E3-2
ENSG00000132155	P04049
ENSG00000132182	Q8TEM1,Q8TEM1-2
ENSG00000132254	P53365
ENSG00000132275	O43159
ENSG00000132300	Q96EY7
ENSG00000132305	Q16891
ENSG00000132323	Q9H0C8
ENSG00000132341	P62826
ENSG00000132356	Q13131-2
ENSG00000132361	O75153
ENSG00000132382	Q9BQG0-2
ENSG00000132383	P27694
ENSG00000132388	P62253
ENSG00000132394	P57772
ENSG00000132434	Q9NS86
ENSG00000132436	Q6PIW4-2
ENSG00000132463	Q12849
ENSG00000132467	Q9NQZ2
ENSG00000132470	P16144,P16144-2
ENSG00000132481	Q96LD4
ENSG00000132485	O95218-2
ENSG00000132507	P63241
ENSG00000132541	P52758
ENSG00000132581	Q99470
ENSG00000132589	Q14254
ENSG00000132591	O75616
ENSG00000132600	Q9NVM4
ENSG00000132603	Q9Y221
ENSG00000132604	Q15554
ENSG00000132612	Q9UN37
ENSG00000132646	P12004
ENSG00000132676	P51398-2
ENSG00000132698	P57735
ENSG00000132768	Q9BQC3
ENSG00000132773	Q96GM8
ENSG00000132780	P49321,P49321-2
ENSG00000132792	Q8WYA6
ENSG00000132842	O00203
ENSG00000132879	Q9H4M3-2
ENSG00000132912	Q9UJW0,Q9UJW0-3
ENSG00000132963	Q9Y244
ENSG00000133026	P35580
ENSG00000133028	O75880
ENSG00000133030	Q6WCQ1,Q6WCQ1-2
ENSG00000133112	P13693
ENSG00000133114	Q8IXQ4
ENSG00000133119	P40938
ENSG00000133142	Q96EI5
ENSG00000133265	Q9NZL4
ENSG00000133275	P78368
ENSG00000133313	Q96KP4
ENSG00000133315	Q9BQ69
ENSG00000133316	Q6RFH5
ENSG00000133318	O95197-2,O95197-3
ENSG00000133392	P35749-2,P35749-3,P35749-4
ENSG00000133398	Q9BTT4
ENSG00000133433	P0CG30
ENSG00000133612	Q96P47
ENSG00000133627	Q9P1U1
ENSG00000133641	Q8N999
ENSG00000133703	P01116-2
ENSG00000133704	O15397
ENSG00000133706	Q9P2J5
ENSG00000133731	P29218
ENSG00000133789	Q9UH65
ENSG00000133818	P62070
ENSG00000133835	P51659
ENSG00000133858	O60293-2
ENSG00000133884	Q92785
ENSG00000133943	Q7Z3D6-2
ENSG00000133961	P49757-3
ENSG00000134001	P05198
ENSG00000134014	Q9H9T3
ENSG00000134030	O43310-2
ENSG00000134046	Q9UBB5
ENSG00000134056	P82909
ENSG00000134057	P14635
ENSG00000134077	Q9BV44
ENSG00000134108	Q9NVJ2
ENSG00000134109	Q92611
ENSG00000134153	Q9NPA0
ENSG00000134186	Q5VTL8
ENSG00000134250	Q04721
ENSG00000134255	Q9Y6K0
ENSG00000134265	Q99747
ENSG00000134278	Q08AE8-2
ENSG00000134283	Q8NEY8-8
ENSG00000134287	P61204
ENSG00000134294	Q96QD8
ENSG00000134308	P27348
ENSG00000134318	O75116
ENSG00000134333	P00338
ENSG00000134369	Q8NEY1-2,Q8NEY1-3,Q8NEY1-3
ENSG00000134371	Q6P1J9
ENSG00000134419	P62244
ENSG00000134440	O43776
ENSG00000134444	Q9P260,Q9P260-2
ENSG00000134453	Q96I25
ENSG00000134480	P51946
ENSG00000134590	A6ZKI3
ENSG00000134602	Q9P289
ENSG00000134644	Q14671-2
ENSG00000134684	P54577
ENSG00000134686	Q8IXK0-2
ENSG00000134690	Q53HL2
ENSG00000134697	Q13823
ENSG00000134717	Q96K17
ENSG00000134748	Q8NAV1
ENSG00000134759	Q6IA86-3
ENSG00000134802	Q8NBI5
ENSG00000134809	P62072
ENSG00000134824	O95864
ENSG00000134851	Q9HC07
ENSG00000134871	P08572
ENSG00000134884	Q9NWB6
ENSG00000134900	P29144
ENSG00000134905	Q9HA77
ENSG00000134910	P46977
ENSG00000134970	Q9Y3B3
ENSG00000134987	Q8NI36
ENSG00000134996	Q92882
ENSG00000135018	Q9UMX0,Q9UMX0-2
ENSG00000135040	Q5VZE5
ENSG00000135047	P07711
ENSG00000135052	Q8NBJ4-2
ENSG00000135069	Q9Y617
ENSG00000135090	Q9H2K8
ENSG00000135148	O14545
ENSG00000135249	Q6NUQ1
ENSG00000135250	P78362-2
ENSG00000135269	Q9UGI8
ENSG00000135316	O60506,O60506-3
ENSG00000135318	P21589
ENSG00000135336	Q9UBD5
ENSG00000135341	O43318
ENSG00000135372	Q9H0A0
ENSG00000135387	Q14444-2
ENSG00000135441	P78537
ENSG00000135446	P11802
ENSG00000135457	Q12800
ENSG00000135486	P09651,P09651-2
ENSG00000135506	Q13438
ENSG00000135521	Q96GA3
ENSG00000135597	Q96D71-3
ENSG00000135624	Q99832
ENSG00000135631	Q9BXF6
ENSG00000135632	Q6GMV2
ENSG00000135636	O75923-9
ENSG00000135655	Q9Y4E8,Q9Y4E8-2
ENSG00000135677	P15586
ENSG00000135698	Q99547
ENSG00000135720	O43237
ENSG00000135723	Q9Y613
ENSG00000135763	Q14146
ENSG00000135766	Q9GZT9
ENSG00000135775	Q14746
ENSG00000135776	Q9NRK6
ENSG00000135778	Q9BSD7
ENSG00000135821	P15104
ENSG00000135823	O43752
ENSG00000135829	Q08211
ENSG00000135862	P11047
ENSG00000135900	Q9H9J2
ENSG00000135930	O60573
ENSG00000135931	Q7Z3E5
ENSG00000135932	Q9Y376
ENSG00000135940	P10606
ENSG00000135968	Q8IWJ2
ENSG00000135972	P82933
ENSG00000135974	Q9BVC5
ENSG00000136003	Q9H1K1
ENSG00000136021	Q6P3W7
ENSG00000136026	Q07065
ENSG00000136045	Q13610
ENSG00000136051	Q2M389
ENSG00000136068	O75369-2,O75369-8
ENSG00000136100	Q86VN1
ENSG00000136108	Q8WWK9
ENSG00000136111	O60343,O60343-4
ENSG00000136141	Q9Y2L9-2
ENSG00000136143	Q9P2R7-2
ENSG00000136146	Q9NPJ6
ENSG00000136152	Q96JB2
ENSG00000136156	Q9Y287
ENSG00000136159	Q9NV35
ENSG00000136167	P13796
ENSG00000136193	Q12765
ENSG00000136197	Q9BPX7
ENSG00000136205	Q68CZ2
ENSG00000136231	O00425
ENSG00000136238	P63000,P63000-2
ENSG00000136243	O15504
ENSG00000136270	Q969Z0
ENSG00000136279	Q9UJU6,Q9UJU6-2,Q9UJU6-3
ENSG00000136448	P30419
ENSG00000136450	Q07955
ENSG00000136463	Q9BSH4
ENSG00000136478	Q8IWB9
ENSG00000136485	P61962
ENSG00000136504	O95251
ENSG00000136518	O96019
ENSG00000136521	O43674
ENSG00000136522	Q9HD33-2
ENSG00000136527	P62995-3
ENSG00000136573	P51451
ENSG00000136628	P07814
ENSG00000136631	Q9NRW7
ENSG00000136636	Q9Y597
ENSG00000136699	Q9NXE4-2
ENSG00000136709	Q9C0J8
ENSG00000136710	Q96NT0
ENSG00000136717	O00499,O00499-10
ENSG00000136718	Q96G21
ENSG00000136731	Q9NYU2-2
ENSG00000136738	Q92783-2
ENSG00000136754	Q8IZP0-3,Q8IZP0-5
ENSG00000136770	Q96KC8
ENSG00000136802	Q8IWT6
ENSG00000136807	P50750
ENSG00000136810	P10599
ENSG00000136813	Q5VYK3
ENSG00000136816	O14657
ENSG00000136819	Q9NZ63
ENSG00000136824	O95347
ENSG00000136827	O14656
ENSG00000136830	Q96TA1-2
ENSG00000136848	Q5VWQ8-4
ENSG00000136854	P61764
ENSG00000136861	Q96SN8-3
ENSG00000136872	P05062
ENSG00000136874	P56962
ENSG00000136875	O43172-2
ENSG00000136888	O75348
ENSG00000136891	Q9NXF1-2
ENSG00000136897	Q8N5N7
ENSG00000136930	Q99436
ENSG00000136933	Q7Z6M1
ENSG00000136937	Q09161
ENSG00000136938	Q92688-2
ENSG00000136940	Q13371
ENSG00000136942	P42766
ENSG00000136950	Q9BPX5
ENSG00000136982	Q9BVC3
ENSG00000137040	O60518
ENSG00000137054	Q9GZS1-2
ENSG00000137055	Q9Y263
ENSG00000137073	Q5T6F2
ENSG00000137076	Q9Y490
ENSG00000137100	O75935
ENSG00000137106	Q9UBQ7
ENSG00000137124	P30837
ENSG00000137133	Q9BX68
ENSG00000137145	Q5VZ89
ENSG00000137154	P62753
ENSG00000137161	Q9BT09
ENSG00000137168	Q9Y3C6
ENSG00000137171	Q9NSK0
ENSG00000137177	Q9H1H9
ENSG00000137198	P36959
ENSG00000137200	Q8N1G2
ENSG00000137207	Q9GZM5
ENSG00000137216	Q5T3F8-3
ENSG00000137221	Q5JTD0-2
ENSG00000137267	Q13885
ENSG00000137269	Q9BTT6
ENSG00000137274	Q86WA6-2
ENSG00000137275	Q13546
ENSG00000137285	Q9BVA1
ENSG00000137288	Q9BRT2
ENSG00000137309	P17096,P17096-2
ENSG00000137312	O75955
ENSG00000137337	Q14676
ENSG00000137364	P51580
ENSG00000137404	Q8IXM6-2
ENSG00000137409	Q9NZJ7-2
ENSG00000137411	Q5ST30
ENSG00000137413	Q7Z7C8
ENSG00000137449	Q7Z5Q1-7
ENSG00000137474	Q13402-5
ENSG00000137497	Q14980,Q14980-2
ENSG00000137500	Q9GZT6-2
ENSG00000137509	P42785
ENSG00000137513	Q96I59
ENSG00000137547	Q9P015
ENSG00000137563	Q92820
ENSG00000137575	O00560,O00560-2
ENSG00000137656	Q9BRD0
ENSG00000137692	Q9BTE7
ENSG00000137693	P46937
ENSG00000137710	P35241
ENSG00000137713	P30154
ENSG00000137714	P10109
ENSG00000137767	Q9Y6N5
ENSG00000137776	Q9NWH9
ENSG00000137801	P07996
ENSG00000137804	Q9BXS6,Q9BXS6-2,Q9BXS6-4
ENSG00000137807	Q02241,Q02241-2
ENSG00000137815	Q92541
ENSG00000137818	P05386
ENSG00000137824	Q96TC7
ENSG00000137831	Q9BZF9
ENSG00000137845	O14672
ENSG00000137871	Q6N043-2
ENSG00000137876	Q9UHA3
ENSG00000137936	O75815
ENSG00000137942	Q5T0N5-3
ENSG00000137944	Q6YP21-3
ENSG00000137948	Q58F21-5
ENSG00000137955	P53611
ENSG00000137962	Q52LW3
ENSG00000137992	P11182
ENSG00000137996	O00442
ENSG00000138032	O75688,O75688-2
ENSG00000138035	Q8TCS8
ENSG00000138069	P62820
ENSG00000138071	P61160
ENSG00000138073	Q9HCU5
ENSG00000138085	Q6UW56
ENSG00000138095	P42704
ENSG00000138107	P61163
ENSG00000138119	Q9NZM1,Q9NZM1-3,Q9NZM1-6
ENSG00000138134	Q96FJ0
ENSG00000138138	Q8NBU5
ENSG00000138160	P52732
ENSG00000138175	P36405
ENSG00000138180	Q53EZ4,Q53EZ4,Q53EZ4-2
ENSG00000138190	Q8TAG9
ENSG00000138231	Q9UK59
ENSG00000138246	O75165
ENSG00000138326	P62847
ENSG00000138363	P31939
ENSG00000138382	Q9NRN9
ENSG00000138385	P05455
ENSG00000138398	Q13427
ENSG00000138413	O75874
ENSG00000138430	Q9NTK5,Q9NTK5-3
ENSG00000138442	Q9GZL7
ENSG00000138443	Q9NYB9-2
ENSG00000138495	Q14061
ENSG00000138592	P40818
ENSG00000138594	Q9NYL9
ENSG00000138600	Q8TCT8
ENSG00000138614	Q96SY0
ENSG00000138663	Q9BT78
ENSG00000138668	Q14103-3,Q14103-4
ENSG00000138698	P52306,P52306-2
ENSG00000138756	Q9NSY1
ENSG00000138757	Q9UN86,Q9UN86-2
ENSG00000138760	Q14108
ENSG00000138768	O60763,O60763-2
ENSG00000138771	Q8TF72
ENSG00000138772	P12429
ENSG00000138777	Q9H2U2
ENSG00000138794	P55212
ENSG00000138796	Q16836
ENSG00000138801	O43252
ENSG00000138802	O95487-2
ENSG00000138814	Q08209-2
ENSG00000139131	Q9Y2Z4
ENSG00000139180	Q16795
ENSG00000139223	O95626
ENSG00000139233	Q9BRT6
ENSG00000139324	Q6ZXV5-2
ENSG00000139343	P62306
ENSG00000139350	Q8NHV4
ENSG00000139410	Q96GA7
ENSG00000139428	Q96EY8
ENSG00000139433	Q9NZD2
ENSG00000139436	Q14161
ENSG00000139505	Q9Y217
ENSG00000139514	P30825
ENSG00000139613	Q8TAQ2,Q8TAQ2-2
ENSG00000139637	Q9HB07
ENSG00000139641	Q9BSJ8,Q9BSJ8-2
ENSG00000139645	Q8NB46
ENSG00000139675	Q32P51
ENSG00000139684	P10768
ENSG00000139687	P06400
ENSG00000139697	A3KN83-3
ENSG00000139719	Q96AX1
ENSG00000139722	Q9H9H4
ENSG00000139726	O43583
ENSG00000139746	Q5T8P6,Q5T8P6-2,Q5T8P6-3
ENSG00000139793	Q5VZF2-3
ENSG00000139842	Q13619
ENSG00000139921	Q9H3N1
ENSG00000139977	Q147X3
ENSG00000140043	Q8N8N7
ENSG00000140105	P23381
ENSG00000140259	P55081
ENSG00000140263	Q00796
ENSG00000140307	P52657
ENSG00000140319	P37108
ENSG00000140332	Q04726,Q04726-3
ENSG00000140350	P39687
ENSG00000140365	Q9H0A8
ENSG00000140374	P13804
ENSG00000140382	Q9NP66
ENSG00000140395	Q9GZS3
ENSG00000140416	P09493-3,P09493-4
ENSG00000140455	Q9Y6I4
ENSG00000140464	P29590,P29590-11,P29590-14,P29590-2,P29590-3
ENSG00000140497	O15127
ENSG00000140545	Q08431
ENSG00000140553	Q9H3U1
ENSG00000140575	P46940
ENSG00000140598	Q7Z2Z2
ENSG00000140612	P67812
ENSG00000140632	Q49A26,Q49A26-5
ENSG00000140694	O95453-2
ENSG00000140718	Q9C0B1
ENSG00000140740	P22695
ENSG00000140750	Q68EM7
ENSG00000140829	Q92620
ENSG00000140848	Q96FN4
ENSG00000140854	Q9BVA0
ENSG00000140905	P23434
ENSG00000140950	Q6P9B6
ENSG00000140983	Q8IXI1
ENSG00000140986	Q92901
ENSG00000140988	P15880
ENSG00000140990	O96000
ENSG00000140992	O15530-3
ENSG00000141027	O75376
ENSG00000141030	Q9UNS2
ENSG00000141076	Q969X6
ENSG00000141101	Q9ULX3
ENSG00000141127	O60256
ENSG00000141179	Q9UKL6
ENSG00000141252	Q5VIR6-2,Q5VIR6-4
ENSG00000141279	P55786
ENSG00000141367	Q00610-2
ENSG00000141378	Q9Y3E5
ENSG00000141385	Q9Y4W6
ENSG00000141401	O14732
ENSG00000141425	Q96P16
ENSG00000141428	Q32NC0
ENSG00000141429	Q10472
ENSG00000141456	Q8IZL8
ENSG00000141458	O15118
ENSG00000141499	Q9BUR4
ENSG00000141503	Q8N4C8
ENSG00000141522	P52565
ENSG00000141526	O15427
ENSG00000141543	P38919
ENSG00000141551	P48730-2
ENSG00000141556	Q9BTW9
ENSG00000141560	Q9HA64
ENSG00000141564	Q8N122
ENSG00000141568	Q01167
ENSG00000141570	Q9HC52
ENSG00000141577	Q9UPN4-2
ENSG00000141580	Q5MNZ6
ENSG00000141644	Q9UIS9
ENSG00000141736	P04626-4
ENSG00000141759	P83876
ENSG00000141867	O60885
ENSG00000141905	P08651-2,P08651-4
ENSG00000141959	P17858
ENSG00000141971	Q96EY5
ENSG00000141985	Q99961
ENSG00000141994	Q96G46
ENSG00000142002	Q86TI2
ENSG00000142039	Q96F63
ENSG00000142156	P12109
ENSG00000142168	P00441
ENSG00000142186	Q96KG9-2
ENSG00000142192	P05067
ENSG00000142197	Q9Y3R5-2
ENSG00000142207	O60287
ENSG00000142208	P31749
ENSG00000142230	Q9UBE0
ENSG00000142347	O00160
ENSG00000142444	Q9BSF4
ENSG00000142453	Q86X55-1
ENSG00000142507	P28072
ENSG00000142534	P62280
ENSG00000142541	P40429
ENSG00000142546	Q9Y314
ENSG00000142627	P29317
ENSG00000142634	Q96C19
ENSG00000142655	O75381-2
ENSG00000142657	P52209
ENSG00000142669	Q9H299
ENSG00000142676	P62913-2
ENSG00000142798	P98160
ENSG00000142864	Q8NC51,Q8NC51-2,Q8NC51-3
ENSG00000142867	O95999
ENSG00000142871	O00622
ENSG00000142875	P22694
ENSG00000142892	Q92643
ENSG00000142937	P62241
ENSG00000142945	Q99661
ENSG00000142949	P10586-2
ENSG00000143079	Q9P2B4
ENSG00000143093	Q5VSL9
ENSG00000143106	P28066
ENSG00000143149	P49189
ENSG00000143153	P05026-2
ENSG00000143155	O75663
ENSG00000143156	Q9Y5B8
ENSG00000143158	O95563
ENSG00000143162	O75629
ENSG00000143164	Q58WW2
ENSG00000143179	Q9BZX2
ENSG00000143183	Q9UM00
ENSG00000143190	P14859-2
ENSG00000143198	O14880
ENSG00000143222	Q9Y3C8
ENSG00000143224	P50336
ENSG00000143228	Q9BZD4
ENSG00000143252	Q99643
ENSG00000143256	Q9UHV9
ENSG00000143314	Q96A35
ENSG00000143319	Q9H9L3
ENSG00000143320	P29373
ENSG00000143321	P51858
ENSG00000143324	Q9UBH6-2
ENSG00000143337	Q5JTV8
ENSG00000143353	Q5VWZ2,Q5VWZ2,Q5VWZ2-2
ENSG00000143368	Q15427
ENSG00000143373	Q8N1G0
ENSG00000143374	Q9BW92
ENSG00000143376	Q96L92
ENSG00000143379	Q15047-3
ENSG00000143398	Q99755-3
ENSG00000143401	Q9BTT0
ENSG00000143416	Q13228
ENSG00000143418	Q96G23
ENSG00000143420	O43768-2
ENSG00000143436	Q9BYD2
ENSG00000143442	Q7Z3K3-5
ENSG00000143457	Q9H4A5
ENSG00000143486	P41214
ENSG00000143493	Q9NVH2-3
ENSG00000143514	Q13625
ENSG00000143537	Q13444-10,Q13444-3
ENSG00000143545	P51153
ENSG00000143549	P06753,P06753-2
ENSG00000143553	O95295
ENSG00000143569	Q14157,Q14157-1
ENSG00000143575	O00165
ENSG00000143614	Q8WXI9
ENSG00000143621	Q12905
ENSG00000143624	Q68E01-2
ENSG00000143641	Q10471
ENSG00000143653	Q8NBX0
ENSG00000143702	Q5SW79,Q5SW79-3
ENSG00000143727	P24666,P24666-2
ENSG00000143742	P49458
ENSG00000143751	Q6IQ49-2
ENSG00000143753	O15121
ENSG00000143761	P84077
ENSG00000143776	Q5VT25-5
ENSG00000143793	Q9BU76,Q9BU76,Q9BU76-2
ENSG00000143799	P09874
ENSG00000143811	Q96C36
ENSG00000143815	Q14739
ENSG00000143819	P07099
ENSG00000143862	Q96BM9
ENSG00000143878	P62745
ENSG00000143889	Q8WVV9-2,Q8WVV9-4
ENSG00000143924	Q9HC35
ENSG00000143977	P62308
ENSG00000144021	O76071
ENSG00000144028	O75643
ENSG00000144029	P82675
ENSG00000144034	Q9Y3C4
ENSG00000144036	Q9Y2D4
ENSG00000144199	Q6P2I3
ENSG00000144224	Q92575
ENSG00000144231	O15514
ENSG00000144320	Q9C0E8-2
ENSG00000144357	Q6ZT12
ENSG00000144524	Q9H9Q2
ENSG00000144535	Q8IYB7
ENSG00000144566	P20339
ENSG00000144591	Q96IJ6
ENSG00000144635	Q9Y6G9
ENSG00000144642	Q6XE24-4
ENSG00000144674	Q13439,Q13439-4
ENSG00000144712	O75155
ENSG00000144713	P62910
ENSG00000144744	Q8TBC4
ENSG00000144746	O75915
ENSG00000144747	P82094
ENSG00000144791	Q9UGP4
ENSG00000144824	Q86SQ0
ENSG00000144827	Q9NUJ1
ENSG00000144840	Q5HYI8
ENSG00000144848	Q9NT62
ENSG00000144867	Q9Y5M8
ENSG00000144895	Q9BY44
ENSG00000144909	Q9BXB4
ENSG00000144959	Q6PIU2
ENSG00000145012	Q93052
ENSG00000145041	Q9Y4B6-2
