TF,symbol,gene
V.TCF4_07,TCF7L2,LRP1
V.TCF4_07,TCF7L2,HMGA2
V.TCF4_07,TCF7L2,ICAM1
V.TCF4_07,TCF7L2,ANXA1
V.TCF4_07,TCF7L2,PIAS1
V.TCF4_07,TCF7L2,TGFA
V.TCF4_07,TCF7L2,SNRPA
V.TCF4_07,TCF7L2,CDC16
V.TCF4_07,TCF7L2,BUB1
V.TCF4_07,TCF7L2,SOCS5
V.TCF4_07,TCF7L2,MAD2L1
V.TCF4_07,TCF7L2,BRCA1
V.TCF4_07,TCF7L2,EP300
V.TCF4_07,TCF7L2,PTTG1
V.TCF4_07,TCF7L2,CDK1
V.TCF4_07,TCF7L2,PSMC2
V.TCF4_07,TCF7L2,PRKCA
V.TCF4_07,TCF7L2,PML
V.TCF4_07,TCF7L2,SNRNP70
V.TCF4_07,TCF7L2,SHC1
V.TCF4_07,TCF7L2,TPX2
V.TCF4_07,TCF7L2,STAT3
V.TCF4_07,TCF7L2,COL13A1
V.TCF4_07,TCF7L2,SRPK1
V.TCF4_07,TCF7L2,PIAS3
V.TCF4_07,TCF7L2,NDC80
V.TCF4_Q5,TCF7L2,DDX5
V.TCF4_Q5,TCF7L2,CHUK
V.TCF4_Q5,TCF7L2,NMT2
V.TCF4_Q5,TCF7L2,MAD2L1
V.TCF4_Q5,TCF7L2,CKAP5
V.TCF4_Q5,TCF7L2,SOCS5
V.TCF4_Q5,TCF7L2,PSMC2
V.TCF4_Q5,TCF7L2,CDK1
V.TCF4_Q5,TCF7L2,EGFR
V.TCF4_Q5,TCF7L2,STAT3
V.TCF4_Q5,TCF7L2,LRP1
V.TCF4_Q5,TCF7L2,PPM1D
V.TCF4_Q5,TCF7L2,SNRPA
V.TCF4_Q5,TCF7L2,BUB1
V.TCF4_Q5,TCF7L2,PTTG1
V.TCF4_Q5,TCF7L2,PML
V.TCF4_Q5,TCF7L2,HDAC1
V.TCF4_Q5,TCF7L2,AURKA
V.TCF4_Q5,TCF7L2,COL13A1
V.TCF4_Q5,TCF7L2,SHC1
V.TCF4_Q5_02,TCF7L2,SOCS5
V.TCF4_Q5_02,TCF7L2,TOP2A
V.TCF4_Q5_02,TCF7L2,HDAC1
V.TCF4_Q5_02,TCF7L2,AURKA
V.TCF4_Q5_02,TCF7L2,PSMC2
V.TCF4_Q5_02,TCF7L2,BUB1
V.TCF4_Q5_02,TCF7L2,COL13A1
V.TCF4_Q5_02,TCF7L2,STAT3
V.TCF4_Q5_02,TCF7L2,PML
V.TCF4_Q5_02,TCF7L2,CKAP5
V.TCF4_Q5_02,TCF7L2,HMGA2
V.TCF4_Q5_02,TCF7L2,PTTG1
V.TCF4_Q5_02,TCF7L2,CDK1
V.TCF4_Q5_02,TCF7L2,CHUK
V.TCF4_Q5_02,TCF7L2,MAD2L1
V.TCF4_Q5_02,TCF7L2,PIAS1
V.TCF4_Q5_02,TCF7L2,EGFR
V.TCF4_Q5_02,TCF7L2,TPX2
V.TCF4_Q5_02,TCF7L2,DDX5
V.TCF4_Q5_02,TCF7L2,CDC16
V.TCF4_Q5_02,TCF7L2,SHC1
V.TCF4_Q5_02,TCF7L2,LRP1
V.TCF4_Q5_02,TCF7L2,NMT2
V.TCF7L2_07,TCF7L2,SHC1
V.TCF7L2_07,TCF7L2,PIAS1
V.TCF7L2_07,TCF7L2,DDX5
V.TCF7L2_07,TCF7L2,MAD2L1
V.TCF7L2_07,TCF7L2,STAT3
V.TCF7L2_07,TCF7L2,LRP1
V.TCF7L2_07,TCF7L2,COL13A1
V.TFAP4_02,TFAP4,RRM2B
V.TFAP4_02,TFAP4,PTPN11
V.TFAP4_02,TFAP4,PIAS1
V.TFAP4_02,TFAP4,CSNK2A1
V.TFAP4_02,TFAP4,CDK1
V.TFAP4_02,TFAP4,ITGA5
V.TFAP4_02,TFAP4,STAT3
V.TFAP4_02,TFAP4,FN1
V.TFAP4_02,TFAP4,ANAPC10
V.TFAP4_02,TFAP4,PRKACA
V.TFAP4_02,TFAP4,HTT
V.TFAP4_02,TFAP4,SNRPD2
V.TFAP4_02,TFAP4,MAPK8
V.TFAP4_02,TFAP4,THBS1
V.TFAP4_02,TFAP4,PIAS4
V.TFAP4_02,TFAP4,BUB1
V.TFAP4_02,TFAP4,EGFR
V.TFAP4_02,TFAP4,CHUK
V.TFAP4_02,TFAP4,PTTG1
V.TFAP4_02,TFAP4,AURKA
V.TFAP4_02,TFAP4,MOCOS
V.TFAP4_02,TFAP4,NFKB1
V.TFAP4_02,TFAP4,TP53
V.TFAP4_02,TFAP4,CKAP5
V.TFAP4_02,TFAP4,SKIL
V.TFAP4_02,TFAP4,YWHAG
V.TFAP4_02,TFAP4,PRPF40A
V.TFAP4_02,TFAP4,CDK2
V.TFAP4_02,TFAP4,PPM1D
V.TFAP4_02,TFAP4,MAD2L1
V.TFAP4_02,TFAP4,SOCS5
V.TFAP4_02,TFAP4,PML
V.TFAP4_02,TFAP4,NDC80
V.TFAP4_02,TFAP4,TGFA
V.TFAP4_02,TFAP4,SCAMP1
V.TFAP4ETV1_01,TFAP4,MAD2L1
V.TFAP4ETV1_01,TFAP4,TP53
V.TFAP4ETV1_01,TFAP4,NFKB1
V.TFAP4ETV1_01,TFAP4,PRKACA
V.TFAP4ETV1_01,TFAP4,CAV1
V.TFAP4ETV1_01,TFAP4,PRKDC
V.TFAP4ETV1_01,TFAP4,SNRPD2
V.TFAP4ETV1_01,TFAP4,HTT
V.TFAP4ETV1_01,TFAP4,PIAS3
V.TFAP4ETV1_01,TFAP4,ARID3A
V.TFAP4ETV1_01,TFAP4,AURKA
V.TFAP4ETV1_01,TFAP4,PSMC2
V.TFAP4ETV1_01,TFAP4,SHC1
V.TFAP4ETV1_01,TFAP4,TAF1B
V.TFAP4ETV1_01,TFAP4,YWHAG
V.TFAP4ETV1_01,TFAP4,CDC20
V.TFAP4ETV1_01,TFAP4,SOCS5
V.TFAP4ETV1_01,TFAP4,NMT2
V.TFAP4ETV1_01,TFAP4,TGFA
V.TFAP4ETV1_01,TFAP4,MOCOS
V.TFAP4ETV1_01,TFAP4,PML
V.TFAP4ETV1_01,TFAP4,SMAD2
V.TFAP4ETV1_01,TFAP4,RB1
V.TFAP4ETV1_01,TFAP4,SCAMP1
V.TFAP4ETV1_01,TFAP4,FZR1
V.TFAP4ETV1_01,TFAP4,PIAS4
V.TFAP4ETV1_01,TFAP4,TEC
V.TFAP4ETV1_01,TFAP4,RRM2B
V.TFAP4ETV1_01,TFAP4,EP300
V.TFAP4ETV1_01,TFAP4,MAPK8
V.TFAP4ETV1_01,TFAP4,HUWE1
V.TFAP4ETV1_01,TFAP4,ANXA1
V.TFAP4ETV1_01,TFAP4,LRP1
V.TFAP4ETV1_01,TFAP4,STAT3
V.TFAP4ETV1_01,TFAP4,BRCA1
V.TFAP4ETV1_01,TFAP4,TBP
V.TFAP4ETV1_01,TFAP4,CDK2
V.TFAP4ETV1_01,TFAP4,TOP2A
V.TFAP4ETV1_01,TFAP4,JAK2
V.TFAP4ETV1_01,TFAP4,ARIH2
V.TFAP4ETV1_01,TFAP4,PRPF40A
V.TFAP4ETV1_01,TFAP4,GRB2
V.TFAP4ETV1_01,TFAP4,HMGA2
V.TFAP4ETV1_01,TFAP4,HDAC1
V.TFAP4ETV1_01,TFAP4,SKIL
V.TFAP4ETV1_01,TFAP4,ANAPC10
V.TFAP4ETV1_01,TFAP4,CCNA2
V.TFAP4ETV1_01,TFAP4,SNRNP70
V.TFAP4ETV1_01,TFAP4,PRKCA
V.TFAP4ETV1_01,TFAP4,THBS1
V.TFAP4ETV1_01,TFAP4,PTPN11
V.TFAP4ETV1_01,TFAP4,CDC27
V.TFAP4ETV1_01,TFAP4,CDK1
V.TFAP4ETV1_01,TFAP4,CREBBP
V.TFAP4ETV1_01,TFAP4,CSNK2A1
V.TFAP4ETV1_01,TFAP4,HMGB2
V.TFAP4ETV1_01,TFAP4,PTTG1
V.TFAP4ETV1_01,TFAP4,CHUK
V.TFAP4ETV1_01,TFAP4,CDC16
V.TFAP4ETV1_01,TFAP4,SRPK1
V.TFAP4ETV1_01,TFAP4,NDC80
V.TFAP4ETV1_01,TFAP4,PIAS1
V.TFAP4ETV1_01,TFAP4,CKAP5
V.TFAP4ETV1_01,TFAP4,TPX2
V.TFAP4ETV1_01,TFAP4,BUB1
V.TFAP4ETV1_01,TFAP4,IL4R
V.TFAP4ETV1_01,TFAP4,PPM1D
V.TFAP4ETV1_01,TFAP4,COL13A1
V.TFAP4ETV1_01,TFAP4,ICAM1
V.TFAP4ETV1_01,TFAP4,EGFR
V.TFAP4ETV1_01,TFAP4,FN1
V.TFAP4ETV1_01,TFAP4,DDX5
V.TFAP4ETV1_01,TFAP4,ITGA5
V.TFAP4ETV1_01,TFAP4,CBL
V.TFAP4ETV1_01,TFAP4,SNRPA
V.TFAP4ETV4_01,TFAP4,CCNA2
V.TFAP4ETV4_01,TFAP4,PSMC2
V.TFAP4ETV4_01,TFAP4,THBS1
V.TFAP4ETV4_01,TFAP4,FZR1
V.TFAP4ETV4_01,TFAP4,PML
V.TFAP4ETV4_01,TFAP4,EP300
V.TFAP4ETV4_01,TFAP4,PTPN11
V.TFAP4ETV4_01,TFAP4,RRM2B
V.TFAP4ETV4_01,TFAP4,GRB2
V.TFAP4ETV4_01,TFAP4,EGFR
V.TFAP4ETV4_01,TFAP4,ICAM1
V.TFAP4ETV4_01,TFAP4,TEC
V.TFAP4ETV4_01,TFAP4,HMGB2
V.TFAP4ETV4_01,TFAP4,SNRNP70
V.TFAP4ETV4_01,TFAP4,CDC20
V.TFAP4ETV4_01,TFAP4,BRCA1
V.TFAP4ETV4_01,TFAP4,NFKB1
V.TFAP4ETV4_01,TFAP4,ARIH2
V.TFAP4ETV4_01,TFAP4,PIAS1
V.TFAP4ETV4_01,TFAP4,PRPF40A
V.TFAP4ETV4_01,TFAP4,HTT
V.TFAP4ETV4_01,TFAP4,HDAC1
V.TFAP4ETV4_01,TFAP4,RB1
V.TFAP4ETV4_01,TFAP4,ITGA5
V.TFAP4ETV4_01,TFAP4,NMT2
V.TFAP4ETV4_01,TFAP4,ANAPC10
V.TFAP4ETV4_01,TFAP4,NDC80
V.TFAP4ETV4_01,TFAP4,AURKA
V.TFAP4ETV4_01,TFAP4,JAK2
V.TFAP4ETV4_01,TFAP4,TBP
V.TFAP4ETV4_01,TFAP4,CDK1
V.TFAP4ETV4_01,TFAP4,PRKCA
V.TFAP4ETV4_01,TFAP4,FN1
V.TFAP4ETV4_01,TFAP4,IL4R
V.TFAP4ETV4_01,TFAP4,YWHAG
V.TFAP4ETV4_01,TFAP4,MAPK8
V.TFAP4ETV4_01,TFAP4,SKIL
V.TFAP4ETV4_01,TFAP4,ANXA1
V.TFAP4ETV4_01,TFAP4,CBL
V.TFAP4ETV4_01,TFAP4,TAF1B
V.TFAP4ETV4_01,TFAP4,PPM1D
V.TFAP4ETV4_01,TFAP4,SMAD2
V.TFAP4ETV4_01,TFAP4,TPX2
V.TFAP4ETV4_01,TFAP4,CDC16
V.TFAP4ETV4_01,TFAP4,HMGA2
V.TFAP4ETV4_01,TFAP4,PTTG1
V.TFAP4ETV4_01,TFAP4,ARID3A
V.TFAP4ETV4_01,TFAP4,CSNK2A1
V.TFAP4ETV4_01,TFAP4,SCAMP1
V.TFAP4ETV4_01,TFAP4,SNRPA
V.TFAP4ETV4_01,TFAP4,CDC27
V.TFAP4ETV4_01,TFAP4,PRKACA
V.TFAP4ETV4_01,TFAP4,PRKDC
V.TFAP4ETV4_01,TFAP4,CDK2
V.TFAP4ETV4_01,TFAP4,STAT3
V.TFAP4ETV4_01,TFAP4,TP53
V.TFAP4ETV4_01,TFAP4,CREBBP
V.TFAP4ETV4_01,TFAP4,SRPK1
V.TFAP4ETV4_01,TFAP4,CHUK
V.TFAP4ETV4_01,TFAP4,BUB1
V.TFAP4ETV4_01,TFAP4,MAD2L1
V.TFAP4ETV4_01,TFAP4,CAV1
V.TFAP4ETV4_01,TFAP4,LRP1
V.TFAP4ETV4_01,TFAP4,TOP2A
V.TFAP4ETV4_01,TFAP4,SNRPD2
V.TFAP4ETV4_01,TFAP4,COL13A1
V.TFAP4ETV4_01,TFAP4,PIAS3
V.TFAP4ETV4_01,TFAP4,TGFA
V.TFAP4ETV4_01,TFAP4,CKAP5
V.TFAP4ETV4_01,TFAP4,MOCOS
V.TFAP4ETV4_01,TFAP4,HUWE1
V.TFAP4ETV4_01,TFAP4,PIAS4
V.TFIII_Q6,GTF2I,PIAS4
V.TFIII_Q6,GTF2I,PRKDC
V.TFIII_Q6,GTF2I,NFKB1
V.TFIII_Q6,GTF2I,ARID3A
V.TFIII_Q6,GTF2I,STAT3
V.TFIII_Q6,GTF2I,FZR1
V.TFIII_Q6,GTF2I,TPX2
V.TFIII_Q6,GTF2I,SNRPD2
V.TFIII_Q6,GTF2I,PML
V.TFIII_Q6,GTF2I,AURKA
V.TFIII_Q6,GTF2I,TGFA
V.TFIII_Q6,GTF2I,PIAS3
V.TFIII_Q6,GTF2I,SHC1
V.TFIII_Q6,GTF2I,ANXA1
V.TFIII_Q6,GTF2I,ANAPC10
V.TFIII_Q6,GTF2I,MOCOS
V.TFIII_Q6,GTF2I,SNRPA
V.TFIII_Q6,GTF2I,SOCS5
V.TFIII_Q6,GTF2I,PPM1D
V.TFIII_Q6,GTF2I,FN1
V.TFIII_Q6,GTF2I,CREBBP
V.TFIII_Q6,GTF2I,PRKCA
V.TFIII_Q6,GTF2I,BRCA1
V.TFIII_Q6,GTF2I,TBP
V.TFIII_Q6,GTF2I,ARIH2
V.TFIII_Q6,GTF2I,THBS1
V.TFIII_Q6,GTF2I,BUB1
V.TFIII_Q6,GTF2I,CDK2
V.TFIII_Q6,GTF2I,SKIL
V.TFIII_Q6,GTF2I,RRM2B
V.TFIII_Q6,GTF2I,ITGA5
V.TFIII_Q6,GTF2I,SRPK1
V.TFIII_Q6,GTF2I,LRP1
V.TFIII_Q6,GTF2I,PIAS1
V.TFIII_Q6,GTF2I,HTT
V.TFIII_Q6,GTF2I,JAK2
V.TFIII_Q6,GTF2I,COL13A1
V.TFIII_Q6,GTF2I,ICAM1
V.TFIII_Q6,GTF2I,CSNK2A1
V.TFIII_Q6,GTF2I,TOP2A
V.TFIII_Q6,GTF2I,PRPF40A
V.TFIII_Q6,GTF2I,NMT2
V.TFIII_Q6,GTF2I,EGFR
V.TFIII_Q6,GTF2I,HMGB2
V.TFIII_Q6,GTF2I,CAV1
V.TFIII_Q6,GTF2I,CBL
V.TFIII_Q6,GTF2I,CCNA2
