Gene_Symbol	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4
SLC35D2	7.97144403	8.062500815	8.09741602	7.80436623	8.18675964	7.72719056	8.2014288	7.73367621	8.29768561	7.73454309
ADRM1	10.11411989	11.15921786	10.17594278	10.49272096	10.1215877	10.44194113	10.5965779	11.24104287	10.54080281	11.18769049
NUDT21	11.30092562	10.89929285	11.16446098	11.24112049	11.19240738	11.25716094	10.74732605	11.14541577	10.75483731	11.17440008
CPSF6	10.54473497	10.48438065	10.60601002	10.43690813	10.58425999	10.47808118	10.348317	10.59710698	10.36127374	10.63286405
OGFR	9.768097452	10.37457827	10.02726327	9.81727867	9.98965354	9.70975643	10.31486348	10.18510522	10.3262399	10.17239697
DDX52	9.113683951	9.875384746	9.29078235	9.26249183	9.25480089	9.27769019	9.42467484	9.91891766	9.54927525	9.89716523
ABHD2	12.65532568	10.63814897	12.19993088	12.42110337	12.14892299	12.35414638	11.30640275	10.62638423	11.25753938	11.06163318
WWP1	9.398633187	9.41037368	9.39311813	9.38944471	9.38645133	9.4336676	9.42869367	9.36318653	9.43666314	9.40086526
WWP2	9.022474618	9.038087944	8.99630291	9.08872434	8.98357654	9.01646075	9.16168726	8.92038047	9.15634516	8.84860128
DUS4L	6.283067932	7.19215874	6.46638434	6.56330782	6.56294169	6.41765573	7.02123551	7.03806958	7.02232171	6.91605519
CNTRL	6.920506134	8.527690045	7.41363877	7.11145483	7.47572751	7.13721695	7.98934368	8.33159738	7.99394363	8.45525648
UBE2C	8.338145227	10.90053399	8.84100945	9.0225262	8.83416261	9.06400214	9.97568216	10.77821958	9.98696478	10.7385534
SNRNP35	7.828449582	7.744324578	7.93583196	7.78963437	7.81995737	7.66911053	7.71280894	7.82462013	7.68670479	7.80969723
C10orf10	5.31486501	6.09692771	5.63851389	4.85838359	5.76522567	4.9069992	6.28159246	4.82071046	6.22973828	4.97614365
CYB561D2	6.643778279	6.661564932	6.66708677	6.72294719	6.53154536	6.65086033	6.56019931	6.67612023	6.59329611	6.77720786
TMEM115	9.680508683	9.174684575	9.67087203	9.51196788	9.65676725	9.44596572	9.43853418	9.18903826	9.338093	9.11726132
DUSP14	8.905283673	9.080452072	8.55353966	9.16866372	8.55789068	9.20718174	8.82756737	9.19839266	8.85709016	9.15440389
TOPBP1	10.13595064	10.14395142	10.08654995	10.12828772	10.11800154	10.14838305	9.75078962	10.39336662	9.76113204	10.3992786
TPPP	3.44415033	4.558096151	3.74661153	3.87436561	3.84601728	3.7029185	4.35497307	3.92975842	4.58648123	3.79944429
HSF2BP	7.333720355	5.497115901	7.08733434	6.90417848	6.96724432	6.92074593	5.94484315	5.98021581	5.90663036	6.11814114
TRIOBP	11.28533886	9.426302232	11.01198276	10.95309652	10.93466594	10.88436022	10.06868671	9.6814374	9.93770481	9.67818635
RER1	10.4757816	10.41486776	10.38127238	10.51495121	10.4078653	10.53716632	10.40573526	10.46004607	10.39613762	10.44272849
DNAJB4	10.45289956	8.241988709	9.55648025	10.37143934	9.57585442	10.35055095	8.47941377	8.90654849	8.5866773	8.92017654
DIDO1	10.70561588	10.22898925	10.64720893	10.61857433	10.5740611	10.60168128	10.35744425	10.28367895	10.33246354	10.34632095
WDR5	9.416827863	10.30605026	9.43651197	9.75203742	9.41970019	9.73616469	9.89539432	10.34017293	9.86562713	10.29904292
SPACA9	6.062267456	5.244003981	6.00521342	5.49954498	6.15011238	5.16640824	5.71179244	4.76324598	5.79180756	4.57846459
CACFD1	6.299466413	6.051327588	6.49990051	6.06793011	6.21749832	5.64921477	6.44869414	5.14665096	6.43191148	5.40201787
NUPL2	7.850220333	7.955237667	7.94402908	7.73862143	7.9655105	7.79315778	7.68360304	8.07055737	7.76434725	8.11264134
PRSS23	12.49443558	11.73016885	12.30671101	12.39450387	12.31044075	12.37351324	11.92125965	11.86045081	11.92817633	11.86228246
PTPN21	9.75581629	9.006258308	9.53233908	9.69271146	9.49946623	9.69155904	9.11529447	9.18098777	9.1806741	9.19412937
HNRNPUL1	12.83094208	12.78311425	12.94209436	12.74691849	12.88004546	12.68424593	12.72313114	12.89048773	12.69936924	12.83522408
ATE1	9.191783934	9.532884235	9.26267976	9.20893359	9.29609526	9.28445323	9.43821429	9.3825865	9.53545496	9.48982552
RPP14	7.982600054	7.84828373	7.96637074	7.73401644	8.01357345	8.04662023	7.61191915	8.04982814	7.90349799	7.86827632
KRR1	9.510476691	10.11320567	9.65797328	9.58348571	9.70671684	9.58163126	9.79035984	10.11956721	9.80683452	10.1798772
KATNA1	8.259393586	7.682770931	8.13977049	8.15785872	8.12483915	8.12858987	7.66377972	7.91703038	7.63208652	7.97101354
PRDM5	5.497202712	6.997463723	5.52576315	6.17545664	5.6447407	5.9840679	6.28265835	6.87565593	6.47208187	6.9029208
PRDM4	9.307788339	9.897105233	9.34021855	9.46279543	9.35621359	9.55756568	9.83436164	9.77852843	9.77063533	9.73158999
HIBADH	9.620160254	10.07010686	9.83977729	9.58430082	9.78085499	9.6039462	10.09589392	9.7910806	10.16548234	9.78487263
CIT	8.496914387	10.08845094	8.96688341	8.76806161	8.90752433	8.78787992	9.62184868	10.04067179	9.60404591	9.82739091
FGFR1OP	6.926867993	8.449181955	7.3130188	7.39380743	7.25126328	7.11608478	7.83445217	8.35144005	7.72755195	8.4631351
BTN3A2	8.275154997	8.657097043	8.63354005	7.88206063	8.62983613	7.87149186	8.7787279	8.26687952	8.72074655	8.31750279
BTN3A1	6.90093325	8.228215327	7.33348482	6.95717236	7.50663043	6.8140294	8.18982559	7.72243463	8.12620313	7.64157621
BTN2A1	8.479640972	9.064051701	8.64375854	8.55964979	8.55886034	8.65919649	8.94007047	9.00369231	8.88512552	8.95454013
RCAN3	8.308360207	8.548402431	8.22741022	8.45534731	8.22421411	8.47954468	8.25703864	8.61534932	8.42758721	8.62401449
FAF1	9.373637722	10.20904674	9.4446254	9.63598449	9.43966415	9.65474599	9.82469945	10.17546292	9.88699745	10.21982817
KIF3A	8.755172149	8.384093322	8.54543482	8.7741973	8.60652046	8.75173599	8.25972517	8.57029605	8.32734782	8.62794135
POLR3A	8.93100809	9.27900317	8.94712746	9.06018424	8.8568178	9.12669873	9.21072175	9.14550539	9.25317323	9.21434636
CLASRP	8.827603955	8.567999787	8.89959509	8.67670767	8.82918319	8.64865486	8.60874655	8.77968282	8.37274433	8.66694048
ZWINT	8.372061997	10.25591142	8.45541561	8.89843665	8.48019391	8.9954904	9.01902731	10.29281198	9.10101836	10.31825588
CAPN10	6.856009763	6.056340849	6.81770284	6.53181179	6.75261489	6.55838819	6.21415838	6.53668083	6.09165872	6.04613547
KPTN	6.231245387	6.603907991	6.26757215	6.3069618	6.36187404	6.33258979	6.35624395	6.67608622	6.50110186	6.51085233
CDC42EP1	10.35077439	9.929599051	10.06239539	10.50056876	9.96900862	10.40646003	10.0757612	10.02976957	9.98006666	9.94749893
PWP1	10.22969329	10.56506405	10.05630523	10.46747975	10.10703269	10.4561669	10.31281867	10.64644466	10.33049758	10.61684083
TBC1D8	11.57058017	9.379885524	11.56669038	10.40545407	11.57192758	10.44025964	9.91780999	9.77309025	9.92464897	9.74408664
CDC37	10.85965435	11.74965554	10.93103214	11.19182247	10.88847992	11.13534179	11.41560169	11.74081143	11.37910807	11.70449286
PKIG	9.481413886	9.123233228	9.65491439	9.02432152	9.62100154	9.00340881	9.47762296	8.78107462	9.43596519	8.6967414
KAT7	9.398127034	9.763645267	9.54472699	9.32328725	9.61269591	9.38361842	9.75425858	9.65597351	9.66350095	9.67449104
PLA2G16	8.228162662	9.231300311	8.55953228	8.23122465	8.69018434	8.17275646	9.1814023	8.63847437	9.15448813	9.02969266
GLMN	6.233599524	7.897312877	6.42281644	6.88592958	6.53647893	6.58388616	7.07113848	7.8314259	7.21302828	7.85766235
WDR45	8.683082903	9.027335224	8.88264517	8.5576611	8.86436474	8.54377807	9.27245424	8.42885367	9.21735314	8.45386202
FICD	5.442745319	6.630404796	5.43462449	5.99573436	5.38967048	5.80653792	6.77152121	5.70141044	6.60411704	5.75848015
AP4S1	7.085473491	6.964075726	7.15331013	6.85261902	7.20309345	6.96465698	6.92252922	7.04177093	6.88923643	7.07931168
PTP4A3	5.293127088	5.67507394	5.36721131	5.54093145	5.30653089	5.16980354	5.90817042	5.12693077	5.77505931	5.10243748
LSM6	7.320157583	8.301982593	7.49410647	7.58422808	7.30333944	7.65634769	7.62749421	8.40896253	7.67143368	8.3656277
RABL2B	8.132941534	6.687917004	7.67929135	7.98916087	7.61235735	8.0364339	6.97818791	6.91715939	7.08733443	7.13553317
RABL2A	7.385612047	5.470608019	6.95285969	7.20785524	6.83412705	7.00322223	6.0317019	5.83577083	5.88221836	6.14966877
ERLIN2	9.803772232	9.882928369	9.71161449	9.90046955	9.75212684	9.89672811	9.92417308	9.82227534	9.88404728	9.82699828
C14orf1	9.454037386	8.568641141	9.08005859	9.37778934	9.20920092	9.41186931	8.82111403	8.65966597	8.81596261	8.73886238
NUDT6	6.292627124	6.220332976	6.40858274	6.04560559	6.58472726	5.78707556	6.05898356	6.3362183	6.1631311	6.27720936
NUDT4	8.477796493	8.335622312	8.60092099	8.05723319	8.62984874	8.3590373	8.46446553	8.47733197	8.24828252	8.19375222
NUDT5	10.02520478	10.36798802	10.0166722	10.16097075	9.96023436	10.20505581	10.28273028	10.54298194	10.19216852	10.10247744
NUDT3	8.937944417	9.507887614	9.05385688	8.99718227	9.16143779	9.00626386	9.36784588	9.58870143	9.20545373	9.36527384
FSTL1	12.24455232	11.22314414	11.8956833	12.14672251	11.89172861	12.20140926	11.23166164	11.5711093	11.26553963	11.62080812
PSIP1	11.1128709	9.602956259	10.93713881	10.73667846	10.90476238	10.73312834	9.77544912	10.06002617	9.88297578	10.03016642
WDHD1	8.187107531	10.30371068	8.01379829	8.92460739	8.17953454	8.9985481	9.3402376	10.21570173	9.35908358	10.23355848
STRAP	11.5859599	11.46500553	11.48954731	11.6274609	11.4865091	11.61395471	11.35416764	11.6390712	11.26845963	11.62530721
ADAMTS7	11.22347092	6.052068989	10.39611855	10.59495356	10.36692692	10.54781089	7.84200213	7.63219729	7.7765	7.45954052
ADAMTS6	8.391323795	4.666106134	6.07850554	8.25581455	6.18700509	8.20758432	4.95549988	5.77175977	4.97132126	5.95572538
BAZ2A	10.68138403	10.61526157	10.63532341	10.46949019	10.87146604	10.58328443	10.81912758	10.25334248	10.89716741	10.31385755
BAZ1A	10.07795045	10.63317228	10.07248866	10.27209186	10.05460443	10.31598924	10.28784644	10.66775213	10.26384561	10.74697347
ZNF277	8.504000061	8.440167246	8.71046213	8.11170935	8.7388278	8.08874652	8.65323116	8.09581416	8.69012184	8.08573732
WDR6	10.93866365	10.28196339	10.98184981	10.58482533	10.77862705	10.84554534	10.43855721	10.44327493	10.38975338	10.40270987
SLC2A6	6.000916773	7.3871014	5.52787895	6.65049743	5.48714264	6.74614601	7.14220993	6.91577768	7.19298834	6.89109692
MAP4K5	9.681345895	10.12978358	9.74506486	9.75220173	9.77001595	9.83702928	10.04889156	9.98039241	10.07203531	10.05551001
RASSF1	7.555832697	7.845600875	7.14991287	7.96122817	7.17534837	7.79230596	7.51649741	8.00675802	7.41175882	7.93661342
PKP3	7.452815391	8.151499053	7.48940168	7.69512297	7.59337543	7.65166474	8.10619357	7.91096616	8.12813783	7.83704842
NISCH	10.03294695	8.698707521	9.92432595	9.67074476	9.86887298	9.62157892	9.07721641	8.89071891	9.05317985	8.96492637
CEP250	10.30599861	10.04604931	10.3939127	10.13641256	10.34968974	10.07927012	10.01632946	10.21497925	9.98944475	10.14656426
PTENP1	8.108165435	8.206289991	8.31744753	7.91386454	8.30622721	7.83961925	8.26842793	8.00847987	8.31957207	8.06711825
WBP4	8.258025296	8.349336464	8.27623072	8.27714515	8.19783358	8.33739717	8.20047429	8.38335348	8.16485494	8.51659759
ABCB8	7.300436257	7.986716483	7.12297015	7.66847751	7.27890612	7.61609305	7.84020343	7.84019883	7.80561804	7.86265239
SEC23IP	10.45991027	10.6355546	10.31237569	10.64194807	10.29793486	10.6485734	10.46044165	10.68223986	10.49264094	10.71390907
SUPT16H	11.63675959	12.2198067	11.65772409	11.845792	11.63187031	11.84941283	11.85388334	12.26725441	11.899878	12.29311155
CHEK2	5.543428525	6.808378971	5.64385735	6.02294499	6.01744594	5.71999597	6.30397029	6.52340142	6.46349368	6.77854243
POLI	8.668194762	6.989410114	8.52676659	8.17829006	8.43533183	8.19616446	7.62146881	7.17563637	7.40712247	7.29157803
PLPBP	8.910718263	8.316035004	8.86379849	8.591595	8.85362437	8.80398852	8.33530604	8.72228735	8.36761939	8.25947071
AKAP13	10.25556878	9.940316796	10.29416344	10.05480706	10.28540112	9.97537128	10.33972274	9.44769325	10.26987735	9.51151442
AKAP11	10.54645979	9.984869838	10.49253459	10.38779192	10.45588386	10.40247132	10.05102406	10.1224306	10.06771805	10.17018433
AKAP10	8.795740867	8.914267414	8.86936987	8.72799758	8.89001749	8.77308049	8.93209368	8.88076212	9.02085655	8.68197221
AKAP2	11.87664179	12.48048592	11.8610031	12.11955883	11.863462	12.06816269	12.45475543	11.72113422	12.43424213	12.57671364
DDX20	8.498522534	9.330442288	8.55655128	8.83495811	8.4668885	8.79463722	9.03577554	9.2629122	9.01033098	9.30206852
DUSP10	10.95388059	9.070881434	10.99578294	9.73357748	10.99572959	9.69858575	9.75101689	8.95892911	9.71524628	8.88255928
MRPL3	10.49428341	10.90074221	10.21429506	10.78708571	10.24102953	10.83181098	10.58842976	10.9574235	10.62998592	10.96966224
RPL35	12.35314845	13.03533186	12.48285692	12.53409927	12.45481296	12.52008525	12.78653128	13.01152403	12.77181361	13.00022845
GALNT6	7.244726559	7.301253555	7.02107205	7.41109548	6.94689531	7.49532184	7.26769429	7.23403371	7.26052423	7.34616643
RASSF8	11.37004771	9.073840494	11.36280952	10.94481252	10.81933967	10.52836386	9.55503665	9.66465488	9.55734786	9.66860134
PRAF2	10.40282656	9.248995929	10.14125452	10.21886532	10.12064672	10.23297667	9.66635981	9.34376685	9.64741875	9.28648836
SEC63	11.17086879	11.06722417	11.13341379	11.12153197	11.15704821	11.15993516	11.26347324	10.85042524	11.26606683	10.86640724
POLG2	5.486303031	6.551932497	5.84444887	5.48579071	5.97438964	5.65462492	6.13789555	6.3260533	6.35500934	6.40928957
HPS5	10.1487318	9.099152155	9.89644432	10.01783209	9.83189984	10.02923861	9.37273933	9.29310969	9.32260891	9.33480892
PDCD10	9.164941232	9.445483022	9.0484972	9.35531208	9.0644686	9.36315228	9.28461403	9.43785668	9.31696073	9.48258518
RNF139	9.913092415	7.752367538	9.59859707	9.40942263	9.60294664	9.47731801	8.41829108	8.05216889	8.35110718	8.24950456
RNF24	10.11178507	9.787309071	10.2793077	10.10236375	9.59729046	10.01043839	10.02708652	9.51143673	10.08998185	9.57545332
CA5B	7.743303484	7.318705206	7.62917025	7.56218674	7.78202318	7.610864	7.47407055	7.23830895	7.59292092	7.29012316
PMF1	9.021312519	8.73669872	9.02112644	8.91076545	8.98734249	8.91853118	8.6338009	8.89593635	8.70760078	8.9122473
ZHX1	10.46623636	9.87157098	10.3101086	10.32944484	10.35135662	10.38818968	9.80518896	10.13943687	9.83498795	10.14476536
GPR176	8.259876401	7.358030096	7.90652381	8.15682357	7.96941891	8.23669027	7.65482364	7.51446941	7.54863884	7.52070404
NXPH4	5.505735351	5.343290403	5.36752088	5.55814979	5.25116594	5.54438737	5.70836105	5.20596814	5.43149298	4.91591712
NXPH3	3.038848855	1.323059118	2.50718389	2.67991521	2.30206448	2.46906193	2.22725144	2.15362065	2.16369126	2.06813422
PACSIN2	9.714526133	10.21873501	9.76817797	9.85302559	9.69764984	9.94458985	10.10776762	10.13906272	10.05196217	10.16718262
MAN1B1	9.68539555	9.770266714	9.84095359	9.58756855	9.77664833	9.53252121	9.94116001	9.49705724	9.92901006	9.51029261
DCTN3	8.791391199	8.763758725	8.8798234	8.73686829	8.83684083	8.67061999	8.78399264	8.76672526	8.7923214	8.7287498
FILIP1L	4.960592073	5.369460151	4.35315687	5.31544188	4.5148413	5.40973807	5.40767562	4.9503316	5.33333068	5.03442252
XPOT	11.0755973	12.44089838	11.06437572	11.52666751	11.16925482	11.55427027	12.4313283	11.73261556	12.4826779	11.77049994
CHP1	11.1123728	10.59786607	11.11561047	10.89225019	11.09934489	10.88879569	10.85812571	10.52421201	10.85322786	10.50540815
PXMP4	8.132231854	7.574366765	8.10135919	7.96256987	8.09757432	7.87928699	7.64023455	7.76287084	7.71589658	7.67025957
DUSP12	8.508347934	8.374504734	8.36061943	8.54466511	8.43534558	8.55281915	8.22345416	8.51532189	8.30111141	8.52202513
SNF8	9.191518118	9.471884693	9.06548314	9.43686885	9.02850022	9.38259159	9.47367173	9.40762645	9.38775108	9.36481072
DDX19B	8.723568865	8.335092413	8.5623436	8.75260696	8.61367242	8.63082318	8.49712866	8.42038104	8.42864187	8.31763028
NRM	8.123642939	8.783603694	8.3951768	8.16497608	8.32173773	8.13776805	8.42117132	8.86265642	8.45992313	8.76154455
ATXN2L	10.92318145	11.34542389	11.08696435	10.96258289	11.08913059	10.88947146	11.31659471	11.19338238	11.34548188	11.17048233
KLHL2	8.384025728	9.051887379	8.56176731	8.50934791	8.56450172	8.47328962	8.98929894	8.79555585	9.05954447	8.79566543
SYNRG	9.449699725	8.837649658	9.39937021	9.20683092	9.43701527	9.2362064	8.99103299	8.9175404	9.00983417	8.95969702
TREX1	6.366489652	5.503953644	6.1713209	6.26575827	6.36564922	5.68063325	5.80488907	5.87175163	5.71118598	5.34879003
KLF12	10.3355378	8.464522388	10.11705008	9.79764006	10.1874554	9.79924452	8.99382905	8.74928752	9.05725738	8.75344605
KLF8	7.725635618	3.655401127	7.28773035	6.7258684	7.22237136	6.92331783	5.05937728	5.03508958	5.16170255	4.88766562
MGAT4B	11.60280443	10.78234608	11.41113979	11.50178006	11.350286	11.46503841	11.18483424	10.64020229	11.16853386	10.65302468
PNKP	7.535714256	8.010580313	7.65154812	7.73189251	7.42842501	7.71261143	7.85453449	7.94835076	7.83281989	7.99228999
B4GALT7	8.2438924	7.934762431	7.85085994	8.4144911	7.92178108	8.36312047	8.03730134	7.92975352	8.04051672	7.94705002
VPS45	9.336748622	8.602568266	9.19648909	9.1277023	9.21283052	9.20564679	8.52177522	8.88861289	8.59135226	8.95812577
LYPLA2	8.726095052	8.978242469	8.60531461	8.89800524	8.625402	8.92816652	8.98372716	8.93441753	8.94208848	8.82196414
PARK7	10.60311194	10.83900501	10.52212855	10.7768356	10.54613212	10.72944175	10.74407957	10.87878737	10.69951707	10.82299515
COPE	10.10443882	10.56229323	10.06611847	10.31691065	10.03622021	10.30205014	10.69996315	10.22666158	10.6370879	10.1679706
ECD	9.112440201	9.321860489	9.02933044	9.1670556	9.13853279	9.26626063	9.19449067	9.24957779	9.20487034	9.43549649
MGAT4A	6.023809733	6.861879414	6.26021708	6.05691855	6.15058703	6.18536733	6.92614356	5.86458821	7.1309403	6.00283089
GPN1	8.840895163	9.666721013	8.90691552	9.11342053	8.9177033	9.10784241	9.33107416	9.64939013	9.33570401	9.63919703
DDX42	11.30661771	10.81179166	11.1814007	11.21753876	11.19474984	11.23894881	10.82482178	10.99835788	10.85240106	10.97417052
FKBP9	11.14718921	10.35531965	10.93688059	11.04221263	10.91334069	11.03839047	10.79716845	10.18561892	10.64448417	10.31299427
STK38	10.25801104	11.15458235	10.48252502	10.42472174	10.46277747	10.43492695	11.01680925	10.81234736	11.05762745	11.02165534
PHB2	11.42211821	11.42339389	11.50997003	11.34617253	11.50117532	11.30443753	11.29754376	11.50216743	11.34668329	11.51694804
ACOT7	9.457877146	10.17649983	9.24184088	9.85037734	9.29588737	9.83842439	9.95511931	10.09428014	9.92058079	10.10505306
PDAP1	10.49281822	10.9495777	10.41833277	10.76326942	10.43496449	10.66520786	10.70825998	10.99989202	10.67079081	10.98510136
TUSC2	7.703061375	7.858110279	7.75759179	7.70863168	7.79137909	7.68136911	7.78753749	7.83192524	7.7417295	7.92545093
CBX3	11.30719545	11.47681601	11.20736286	11.37989686	11.24939118	11.47141818	11.17038812	11.61267069	11.21267841	11.64059662
EXOC3	9.287194487	9.15591738	9.38479996	9.1084323	9.410323	9.06108112	9.27470166	9.05174699	9.3025847	9.05062925
GABARAP	11.62703166	10.92710894	11.58780504	11.36403544	11.56749141	11.36315072	11.29078563	10.73059948	11.33082703	10.71887799
U2AF2	10.78427729	11.35061739	10.98803171	10.98111973	10.74491411	10.87255848	11.13182393	11.3420909	11.14927079	11.30844709
OIP5	4.592755884	6.697931152	4.96420808	5.3099866	4.80564247	5.48902938	5.95237367	6.37629592	5.88344713	6.60363782
EXOSC8	7.88341415	8.778899278	7.87800766	8.22729504	7.84177101	8.25539868	8.33260028	8.80237355	8.32978346	8.78418276
RNF13	9.278080284	9.107980194	9.33249199	9.12181188	9.34977161	9.10240794	9.32627419	8.86573357	9.33084328	8.91652955
MGLL	11.11633213	10.08640176	10.78168663	11.05930654	10.71606634	11.04880925	10.48528979	10.13318088	10.42375352	10.11779786
TWF2	9.772510744	8.601892207	9.39859343	9.66142323	9.4119596	9.677666	8.97577092	8.78208866	8.91421923	8.75805452
GABARAPL2	9.839288876	8.300559487	9.59472258	9.53439681	9.53958183	9.52712687	8.8420395	8.44758552	8.76552297	8.49773672
SYNPO	11.34843371	8.689897611	10.88649793	10.94364462	10.78988622	10.8460388	9.68629523	8.78121472	9.61254886	8.78388653
CASC3	10.9249989	10.70006145	10.86231107	10.90629028	10.8590551	10.88938602	10.72795341	10.76566221	10.686925	10.80159784
COG2	9.489882068	9.175770911	9.36064713	9.4741792	9.39242694	9.47034064	9.24260393	9.19679746	9.29516058	9.23024784
RRAS2	9.894391926	10.11323001	9.88870117	9.89893641	9.99326407	9.95281428	9.75051592	10.06071064	10.24367723	10.13469294
XRN2	11.7290451	11.55072793	11.72285662	11.64777288	11.71351491	11.68421836	11.53304234	11.65181265	11.51854277	11.63686733
IKZF2	7.794058012	6.301480712	7.78931369	6.91917989	7.8532455	6.94543536	6.51300879	6.68697217	6.66041416	6.66197191
MRAS	7.94057472	5.882602709	7.13224263	7.78242146	7.0943491	7.86769248	6.58930663	6.23877674	6.3571233	6.3726912
ATF5	9.131345091	9.279392128	9.2525652	9.1144587	9.18901919	9.04187096	9.05372314	9.46382877	8.93236928	9.40599041
COPZ1	10.83929158	10.8169541	10.73738365	10.81221622	10.76700878	10.99284428	10.86444072	10.75372497	10.88551761	10.76659982
COPG1	11.5320538	11.07435505	11.08730152	11.69106172	11.11817133	11.62979609	11.37448822	10.8831583	11.36863785	10.82660072
RASA3	9.540057349	9.449577473	9.4751025	9.58118573	9.44454872	9.56572435	9.61276344	9.32224403	9.54731993	9.34835346
PHLDA1	11.36341608	12.15122033	11.84186518	11.07420476	11.7804335	11.06914426	11.9198629	12.00664332	11.94599471	12.03610098
MTF2	7.781678997	8.374442356	7.87731687	7.9729546	7.8454665	7.931296	8.02965242	8.38339483	8.1142681	8.41561032
HSPA4L	8.28482784	9.224566359	8.46953172	8.53588897	8.44680353	8.3538138	8.47057158	9.39777113	8.3722058	9.35839207
DNAJC8	10.50039213	10.47272677	10.37212999	10.62620416	10.36007923	10.57540146	10.35197877	10.57616787	10.36561131	10.57912624
PUF60	10.46706538	10.44185177	10.18453346	10.66126484	10.19454869	10.65433495	10.29470946	10.54514284	10.29292393	10.57297825
SCAF8	10.42751163	10.06212568	10.32188988	10.36299424	10.35391763	10.37703374	10.15536709	10.12181188	10.18525193	10.09116003
CEP162	8.650523722	6.00628519	8.4772233	7.6491161	8.54348196	7.58031102	6.61945866	6.58687489	6.52405204	6.89849691
ZNF652	9.023513499	7.895844336	8.8972972	8.67165952	8.94538475	8.6403766	8.28480433	7.92713169	8.33832588	7.95427056
ZFP30	7.458285726	7.328108011	7.55324924	7.18048907	7.59686627	7.30726215	7.30810082	7.35432324	7.33239166	7.40649217
RHOBTB3	10.02643873	11.70204881	10.57348941	10.10256552	10.65423562	10.12566126	11.51706294	11.20327659	11.52289779	11.25877599
COBLL1	7.176333883	6.755079171	6.57507739	7.35583673	6.53285618	7.32468343	6.23386898	7.09945559	6.23299644	7.17297268
RNF44	9.416380401	9.141401416	9.54621344	9.01905409	9.54121123	9.05761798	9.52892728	8.69073113	9.45577857	8.62343364
DLGAP4	11.66525944	10.76743198	11.33283636	11.64074244	11.31259975	11.61557407	11.11993035	10.84519912	11.05220352	10.75645702
RAB11FIP2	9.21887802	9.471171148	9.28653687	9.2321186	9.3071712	9.25644205	9.49865941	9.33162793	9.48115841	9.35218286
DOLK	8.373538233	8.369347562	8.33452825	8.3992326	8.29625313	8.44092098	8.18702935	8.4894919	8.28617309	8.47366327
VASH1	6.955354323	4.320520631	6.61855767	6.28359054	6.62739297	6.19843207	5.21381187	4.93886547	5.28083772	5.03356077
ZNF507	8.899870617	9.633555498	9.01501194	9.12119269	9.03337065	9.06147387	9.52210563	9.369561	9.59501807	9.45336385
AAK1	9.62753953	9.535282345	9.66483171	9.53754885	9.63780284	9.58677849	9.47943116	9.57147533	9.59682216	9.56341408
CPEB3	5.786532669	5.285224854	5.87202806	5.43845051	5.78998594	5.3326028	5.54240216	4.96070695	5.68679552	5.18590514
ADNP2	9.141686646	9.224876232	8.98497003	9.29121154	9.01185843	9.2907192	9.14831763	9.24116651	9.19221319	9.23124564
ANKRD26	7.960121481	8.369629417	8.09927551	7.97142381	8.15204018	7.92658109	8.01779524	8.45394582	8.12869238	8.44113416
LMTK2	8.38581174	9.015355401	8.62013825	8.47211967	8.52647248	8.46047426	8.94290036	8.81729113	8.98383187	8.79589209
CHSY1	10.0834382	9.347783748	9.63701571	10.16444172	9.62380893	10.15573653	9.43734913	9.46894152	9.54029673	9.52872249
ICK	9.45669455	9.57661105	9.5653748	9.32109025	9.53467444	9.44575093	9.46761395	9.24384645	9.48110149	9.87222022
ADGRL1	8.370849272	8.602918083	8.60781498	8.23215659	8.50130621	8.23180761	8.77666702	8.28752967	8.70781162	8.28266018
NLRP1	7.047072488	7.864114785	7.26782147	6.98762587	7.44953707	7.12295326	7.9091616	7.46372614	7.84149329	7.43371923
FNDC3A	11.04653352	9.821200613	10.8724512	10.79025848	10.86614962	10.72585013	10.10945981	9.97762405	10.18597892	10.09039085
ATG14	8.728108098	8.924903284	8.97543252	8.46383979	8.95547957	8.49372598	9.0372366	8.56352121	9.07793589	8.69419264
R3HDM2	10.02280644	9.408710668	10.13837446	9.66077134	10.09473257	9.50950061	9.76009498	9.34050332	9.56099695	9.37277946
FASTKD2	9.02039117	9.270856416	8.84519373	9.18250392	8.93183577	9.24137831	9.00060283	9.35059572	9.05547493	9.38016311
ZNF510	8.895832519	8.068837804	8.85098248	8.52776684	8.95227797	8.49207434	8.28230349	8.10732095	8.32647669	8.25117185
PPP6R1	10.40868353	10.97710079	10.53668717	10.58048847	10.48053584	10.51492988	10.76600033	10.97847685	10.7439698	10.93932602
SEC31A	12.86200963	12.10254874	12.49912034	12.77667332	12.53899723	12.95426611	12.40675305	12.12420064	12.2691088	12.20739024
DZIP1	9.235836076	2.287419605	8.41500197	8.32253727	8.44278447	8.38684985	5.23636529	5.32840047	5.16273544	5.32493576
PLEKHA6	11.98231221	8.263843938	11.82817487	10.59510573	11.76682458	10.56053323	9.20203693	9.18355974	9.23644299	9.16688076
INPP5F	8.757081029	8.970503855	8.88360603	8.7299789	8.83099754	8.74198871	8.8310222	9.0270197	8.74405393	9.05520227
