Gene_Symbol	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4
AUP1	10.14956666	10.71722861	10.27170203	10.30708567	10.22071175	10.27890281	10.56122912	10.64988011	10.57019318	10.63778797
AXL	13.17678745	13.564924	13.33118911	13.16339	13.32340692	13.19449906	13.40440282	13.58437103	13.37401567	13.56198011
B2M	13.02745635	12.84278181	13.05121277	12.84225718	13.1076432	12.90805154	13.01823395	12.63901278	13.07081076	12.69194734
BACH1	9.976341721	10.23809552	10.08025609	9.85575701	10.18589304	9.86321183	10.45430365	9.73356467	10.45647426	9.73888746
BAD	8.455443257	8.789626209	8.60105215	8.50234242	8.51568734	8.47967983	8.80542338	8.60939142	8.79671993	8.65049409
BAG1	9.228315196	8.787664949	9.23673089	9.06541404	9.2148346	9.00561088	9.04581542	8.71519428	8.94406911	8.77010178
BAK1	7.814116585	9.35295854	7.88719419	8.42011025	7.78085186	8.38513902	9.08808674	9.06199065	9.00700592	9.05116116
NKX3-2	5.057558557	3.051889362	4.70275296	4.32883308	4.77928748	4.29473218	3.96137236	3.9756633	3.493441	3.49198425
BARD1	7.882855243	8.143626253	7.55266395	8.20901087	7.5231844	8.1448969	7.88223107	8.47075703	7.94743922	7.7825446
BAX	9.348896939	9.266815098	9.1928948	9.53820452	9.20900511	9.33393055	9.18498253	9.36838148	9.25249636	9.30430321
BBS1	9.093828533	7.162725881	8.81145196	8.63424414	8.84750158	8.60040141	7.86532169	7.37330628	7.81399887	7.29924839
BBS2	8.971487146	8.022900317	8.95194079	8.49767777	9.00851942	8.54418815	8.26102668	8.10494258	8.33663745	8.18451359
BBS4	7.772890431	5.167697519	7.45720237	6.94091621	7.56190868	7.06976085	5.70814189	5.96978844	5.87690905	5.98539209
BCAT2	8.224517237	9.107044878	8.59936011	8.26868034	8.49008548	8.26630306	9.04164305	8.84087854	8.9685053	8.85408673
BCKDHA	8.626627875	8.67661823	8.62269554	8.46608384	8.59368759	8.43103443	9.14245362	7.34361336	9.01857038	7.54381888
BCKDHB	7.695862245	7.677675953	7.71894162	7.56992051	7.75895225	7.69476061	7.57973848	7.61218181	7.88083427	7.60677297
CCND1	13.30778788	12.69502633	12.67689424	13.50599179	12.65602542	13.48296245	12.68780679	12.90210592	12.67891552	12.8857012
BCL2	6.028819714	7.384283048	6.11625044	6.55582349	6.14000971	6.54763699	7.00243771	7.16882153	7.0827142	7.14793516
BCL2L1	12.89881628	13.13401823	13.01798365	12.94973101	13.01344791	12.78344779	13.18428816	13.02884416	13.11114609	13.00461849
BCL2L2	8.678354156	8.474579452	8.54870156	8.67332705	8.70602948	8.53455793	8.35372159	8.67685459	8.80242985	7.97205698
BCL3	7.9987785	8.624570528	8.33262066	7.96002807	8.17181749	7.88542396	8.84135041	8.06088284	8.73186871	7.94053056
BCL6	10.16240461	9.489356298	10.19760126	9.76750812	10.18425086	9.70769975	9.97798251	9.04938348	9.91929965	8.98852469
BCL7A	6.80319616	7.729984332	7.02628795	7.08905262	6.98674629	6.97505852	7.64750491	7.47591118	7.61317225	7.40084832
BCL9	8.780915139	8.364414533	8.71670954	8.67060436	8.72690236	8.6652439	8.39445415	8.54242446	8.46164588	8.41271208
BCR	10.00815408	9.465827686	9.96672937	9.88221797	9.86809423	9.87788721	9.69220907	9.49271351	9.62867217	9.49268649
BCS1L	6.941120228	7.836608051	7.01936527	7.299864	6.82945454	7.30056884	7.24742196	7.90324225	7.21157531	7.88379228
BCYRN1	3.497122585	6.73166792	4.32666872	4.79116177	4.17623567	4.72017712	5.45261323	6.40661428	5.56419011	6.5286016
BDH1	6.336017263	8.159577339	6.87378079	6.77464996	6.81106433	6.65600717	8.0546279	7.42066347	8.04225418	7.52189681
BDKRB2	3.695678112	3.568484401	3.51604918	3.71114838	3.3970913	3.55809253	3.7875242	3.01555593	3.91374383	2.9102605
BDNF	6.855799956	7.502460327	6.44429737	7.39817465	6.45715291	7.18395642	7.00079641	7.42783217	7.18095815	7.59414582
CFB	8.153689474	8.903936067	8.27099181	8.01935507	8.31286539	7.91098929	9.17566723	7.1670583	9.21143471	6.94296789
BFSP1	7.009694788	5.60306893	7.00147921	5.83928473	7.17958415	5.87825057	5.76637418	5.89121701	6.10692003	5.72495494
BGN	11.88093114	2.65782844	10.82651449	11.08147402	10.81186077	10.99981602	7.10972577	7.01833752	7.11089048	6.99693186
BICD1	8.093823976	6.833367647	7.72613052	8.00096397	7.62561082	7.96538847	7.05290572	7.19578255	7.09958603	7.16841234
BID	8.352713719	8.868220585	8.37768977	8.50343521	8.35543378	8.59553404	8.84489641	8.68888825	8.77581371	8.73308677
PRDM1	6.002351893	2.795571176	4.97078737	5.50525549	5.28342015	5.63628931	3.91277908	4.10076869	4.10278569	3.94423211
BLM	6.413446312	8.214161105	6.07182746	7.20496795	6.08634911	7.10794553	7.16989219	8.18761586	7.24337638	8.15166425
BLMH	8.90217711	9.904322461	9.1408142	9.01940021	9.19303726	9.10310215	9.48172038	9.90583002	9.46083204	9.88307913
BLVRA	8.700254362	8.779937956	8.58851116	8.83860189	8.58808297	8.76787161	9.01340201	8.43916166	8.95966907	8.43437827
BLVRB	7.92352663	8.925469156	8.17108664	8.07357834	8.22278643	8.03224159	8.99862929	8.26444358	8.99876445	8.35742375
BMI1	10.249638	10.32380629	9.52840783	10.36585375	10.39543037	10.2946096	9.62124827	10.79473446	10.45987532	9.56924117
BMP1	11.30523038	9.280886689	10.74546975	11.11233424	10.72501468	11.07918959	9.98068986	9.46101837	9.96014547	9.41689054
BMP2	4.953693344	6.112399462	5.11496839	5.22237295	5.36655903	5.31867599	6.09829169	5.53588597	6.02753088	5.54923692
BMP4	8.002221954	8.879365701	8.38010426	7.93995155	8.33833826	8.01857187	8.53383651	8.8362453	8.51696997	8.85034512
BMP7	3.061189917	4.319191475	3.60762804	3.80230388	3.04633059	3.08313081	4.13479718	4.0951206	3.75448877	3.3846186
BMP8B	4.625078859	6.652452569	5.12253999	5.49770128	5.09009408	5.09640647	6.34073295	5.9922562	6.22823402	6.34197699
BMPR1A	9.331171202	8.428155456	9.20533662	9.06732642	9.18351389	9.15670258	8.65941478	8.65800238	8.62946533	8.56399995
BMPR1B	6.146554259	5.223063994	5.52756083	6.01782458	6.01183151	6.06591581	5.50067711	5.47917422	5.42347955	5.44137559
BMPR2	11.47347377	10.05389933	11.15519657	11.21213524	11.21172351	11.25456816	10.46558205	10.25641846	10.50217673	10.23495533
POLR3D	8.069276741	8.217536401	7.82875781	8.33870825	7.81501639	8.26451427	8.11451904	8.26277696	8.15705818	8.16240974
BNIP1	6.794616984	7.370318529	6.97336021	6.92282242	6.87941163	6.91169233	7.0682453	7.48142052	7.08122106	7.28364793
BNIP2	10.65523167	9.815589741	10.521001	10.48802925	10.46960993	10.48215434	10.11350719	9.96235674	10.09526172	9.77229444
BNIP3	10.63020938	11.72463005	10.2593051	11.18426559	10.2504938	11.2030271	11.52856667	11.40498221	11.55670132	11.44047428
BNIP3L	12.00205083	10.99255346	11.60747073	11.91882536	11.63406314	11.98183832	11.39048246	10.93327124	11.40498874	10.97069782
BOK	8.841169379	8.664539672	8.44743996	9.04852934	8.46496947	9.0217618	8.52889363	8.82670687	8.57437818	8.77712888
DST	11.47407093	10.80131429	11.39482878	11.27288843	11.43330404	11.24913095	10.96987899	10.89525663	10.98671881	10.93071172
BPGM	8.084408816	7.576701546	7.81560799	8.12639377	7.83930353	8.07441644	7.47818452	7.80151431	7.60027565	7.81210046
BPHL	6.920360362	7.703325703	6.91610481	7.22188145	6.96757813	7.18995512	7.76441781	7.15348449	7.78545498	7.22948347
BRCA1	7.806367674	9.298523165	7.74137832	8.41064061	7.71826089	8.39067292	8.71725282	9.19989328	8.68584283	9.23595486
BRAF	7.290987787	7.722216278	7.39768079	7.29180005	7.50655158	7.31912852	7.79811997	7.4909092	7.72919646	7.44341041
BRCA2	6.671076805	8.466067464	6.58512572	7.36218384	6.59050661	7.35745067	7.55533687	8.46475881	7.55793607	8.38594299
ZFP36L1	12.29797261	10.89090629	11.70529585	12.45944238	11.77815251	11.93513632	11.52671276	10.91911463	11.21433361	10.92831574
ZFP36L2	13.46950602	11.48614513	13.36588149	12.7347409	13.36834828	12.73730181	12.12419143	11.6699037	12.11024376	11.69053943
BSG	12.71794682	12.94889196	12.79553012	12.77127346	12.74416796	12.72299763	13.09868842	12.69817071	13.05111688	12.66245706
BST2	7.154226619	9.964749763	8.06367715	7.69207855	7.97269085	7.71546333	9.61971103	9.35490625	9.60338545	9.3072189
BTD	8.056117419	7.381842918	8.06915897	7.75875819	8.051736	7.69542674	7.58433587	7.36927474	7.66625497	7.47708112
KLF9	11.64548925	11.16947188	11.80636828	10.87599384	11.82813574	10.93580489	11.61899262	10.29082173	11.63146673	10.33998095
KLF5	11.1298279	9.6630104	10.73519854	10.95268668	10.73050674	10.98148031	10.06009534	9.88248101	10.07591971	9.94066583
BTF3	12.9865633	13.15711117	13.0779228	12.98713445	13.05032395	12.9643659	13.08756298	13.17857921	13.07628901	13.14327642
BTG1	11.68308523	9.378087106	11.63770078	10.45115988	11.66002741	10.51331804	10.13420564	9.32335049	10.17133022	9.43016292
BUB1	8.374812595	11.07720086	8.9960703	9.04342394	8.93765768	9.05557321	10.00518402	11.00037269	10.00685052	10.92700709
BUB1B	8.279070261	10.05511789	8.48712759	8.74845574	8.52508685	8.78391278	9.03795657	10.0844349	9.05350926	10.09696146
BYSL	7.281726971	9.822505359	7.43233354	8.18511562	7.3578197	8.2058714	9.04330495	9.54721984	9.05625492	9.61500989
TSPO	9.325642513	9.152121684	9.13822088	9.41884947	9.05679557	9.45549232	9.35512532	9.10809617	9.21135861	9.01756151
C1QBP	10.11057199	11.84688182	10.30753058	10.64837216	10.33794901	10.64323482	11.26214335	11.7151288	11.28463658	11.73224218
C1R	8.567947763	7.760867272	8.43287166	8.21635474	8.33729696	8.22360745	8.25415062	6.7108376	8.42086314	6.7264569
C1S	7.044316346	5.766314803	6.75678978	6.74849675	6.62656928	6.58637827	6.46413716	4.8692866	6.45863743	5.07650134
C3	13.78576906	13.18137565	13.60177526	13.61845076	13.55813462	13.56811892	13.72362723	12.19980106	13.70456712	12.21473661
CAPN5	7.67439487	6.056615019	7.68213165	6.87390628	7.63804217	6.80192595	6.28542849	6.54224777	6.31709168	6.5481507
C5	6.231783678	6.127592553	6.22614273	5.95519714	6.46655064	5.80069889	6.53371643	5.21961107	6.296315	5.85686127
OSGIN2	9.464978318	8.941930479	9.30350749	9.36212582	9.34408636	9.42375448	9.06051958	8.93884907	9.17763904	9.02007955
VPS51	9.625501137	8.974017198	9.70369627	9.28975396	9.67039012	9.15397204	9.25692342	8.86432617	9.30421452	8.88394365
MRPL49	9.286634442	9.962894407	9.46966014	9.5459692	9.27572151	9.41033135	9.77692718	9.90335953	9.56972242	9.98940505
ZNHIT2	5.957948873	6.258856799	5.85458709	6.11381272	6.04603201	6.08063463	6.12584252	6.14690539	6.3414382	6.10511053
TMEM258	8.730536523	8.751231849	8.72280132	8.78990671	8.66907184	8.73674879	8.82168788	8.52493967	8.92228579	8.6565545
DAGLA	4.82737438	8.149135575	5.90845496	5.92296598	5.6825861	5.67715905	7.78399688	7.18972546	7.84387203	7.33524429
FMNL1	8.647819853	10.45091789	9.18989389	9.00733589	9.11045134	8.93132524	10.29754789	9.95383005	10.26009584	9.9042812
PTTG1IP	12.4362064	13.87883809	12.60649707	12.84086716	12.61223185	12.84728285	13.89574403	13.14339007	13.90126082	13.17900257
C21orf2	6.62581509	6.107677379	6.50863491	6.47777677	6.43016671	6.56282588	6.40728249	6.04281259	6.46020966	5.83159335
TMEM50B	9.172703342	9.009526893	9.17357191	9.00664482	9.22667838	9.09324517	9.17305806	8.74691167	9.30343457	8.79581872
CA12	7.39335669	9.026285164	7.45633043	7.8417062	7.44968509	8.0838366	8.93535453	8.3032843	9.03139752	8.2642439
DDR1	10.49204133	8.66871067	10.42701746	9.76474561	10.34560133	9.81970401	9.35403757	8.67297218	9.34092721	8.60162626
CACNB1	7.316930652	6.686437968	7.13184542	7.24020621	7.07953426	7.17016716	7.16790055	6.49410885	7.02984462	6.25544347
CACNB3	8.552366893	3.749171852	7.96718418	7.6592737	8.00202265	7.67537745	5.34486104	5.48841445	5.35087433	5.47819996
SLC25A20	7.056912275	5.949764524	6.70219857	6.87795147	6.72621671	6.88299173	5.81195423	6.30833035	5.80154911	6.62937901
CAD	9.948139804	10.84448678	9.66211748	10.43423388	9.67966937	10.40704376	10.44976826	10.79718862	10.51598716	10.78016013
CALD1	12.67998769	10.70736393	11.9330688	12.58221485	11.89045059	12.61733347	11.18362425	11.05650948	11.22064884	11.13596641
CALM1	11.5031735	12.11122447	11.18260955	11.89412542	11.16057502	11.90751273	11.71994719	12.17148265	11.7070547	12.16124153
CALM2	12.87562674	13.19220641	12.60284674	13.13681898	12.666161	13.17743651	13.06295347	13.11129499	13.105794	13.18836793
CALM3	11.64165592	12.36141412	11.79648295	11.71764034	11.45291442	12.00411392	11.60766277	12.50336875	11.83888586	12.51903992
CALR	13.55662417	15.13190025	13.5909957	14.09272517	13.55451041	14.0456835	15.22575922	14.1566643	15.17905805	14.11080107
CALU	13.49781689	13.25737695	12.99904286	13.72835156	12.98998138	13.72637595	13.32105564	13.23030455	13.3335705	13.248123
CAMK4	3.695924058	4.949866101	3.86904108	4.18210256	3.70785037	4.1632961	3.74122833	4.79365658	3.9733728	5.0539536
CAMK2D	10.48148966	9.514048198	10.61722786	9.60424276	10.64073481	9.75034473	9.81497907	9.48793177	9.85134392	9.52144836
CAMK2G	8.678965298	8.168655612	8.65989003	8.44162389	8.61780968	8.51644283	7.91999025	8.50562014	8.01523375	8.48533825
CAMLG	10.01111135	8.996878849	10.04891505	9.4637695	10.03978898	9.4598169	9.4352828	8.91430816	9.40087096	8.90083477
CANX	13.84952711	14.98022606	13.96882425	14.17320415	13.9825916	14.15900728	15.03585324	14.3486716	15.04196331	14.3536293
CAPG	10.3434114	11.20000188	10.36556016	10.52629338	10.50574313	10.65893742	11.20709268	10.84155037	11.22179303	10.75302533
CAPN1	11.24526498	10.9916165	11.2041455	11.20223744	11.15972417	11.20034349	11.15739813	10.91422224	11.16666149	10.89447524
CAPN2	14.3317763	13.32484626	13.84121469	14.35554928	13.85285286	14.35348806	13.47426291	13.58687351	13.46978764	13.59076658
CAPNS1	12.67598524	12.40184326	12.5098496	12.73274614	12.51183892	12.69674028	12.55409717	12.39178771	12.52428306	12.3372433
CAPS	6.60244248	3.200443426	6.27990506	5.50573128	6.16045557	5.66389066	4.33480815	4.23744308	4.78433443	3.91061642
CAPZA1	12.03005015	12.32233263	11.96921394	12.13776944	11.99459171	12.21635051	12.06925009	12.36938289	12.10907163	12.43750579
CAPZA2	10.87776816	10.82970883	10.73790888	10.93346565	10.74860668	11.01336901	10.7643957	10.86570891	10.8413781	10.87242923
CAST	13.00839316	12.45615958	12.97563704	12.8251412	12.95154103	12.83671505	12.64875374	12.51605477	12.61777411	12.49365548
CAPZB	10.88551627	10.39220398	10.55182905	10.97442408	10.64727787	10.89916713	10.46930386	10.59457378	10.39480867	10.49266975
CARS	9.671567973	10.78459057	9.94177381	9.77671297	9.94233159	9.75224905	10.94329934	9.78469833	10.96987782	9.75799226
CASP1	7.817623044	6.119034529	7.67620122	6.8318232	7.92908988	6.96414828	6.57178986	6.34494247	6.72367475	6.300532
CASP2	9.206949621	9.148929111	9.07553192	9.22374346	9.08563708	9.31965606	9.12546827	9.05607047	8.76461483	9.5047654
CASP3	9.374276921	8.671562248	9.11876932	9.24180116	9.14162317	9.33438814	8.70824665	9.24353871	8.77409855	8.21034562
CASP4	9.929997771	9.753602065	10.16893184	9.51934823	10.1116357	9.49311239	9.94012558	9.5214156	9.93989735	9.59462531
CASP6	7.411715155	7.400581797	7.57378222	7.31076854	7.4908324	7.08771087	6.87457355	7.61085737	7.12194794	7.6829349
CASP7	8.469272836	8.829263228	8.54508899	8.51408281	8.57241147	8.54811	8.58481197	8.81957228	8.7496036	8.84125437
CASP8	8.246578145	8.628743735	8.44766133	8.15045315	8.42162917	8.25435622	8.56340407	8.49915834	8.46866987	8.64898221
CASP9	6.763413903	6.273585998	6.82672602	6.39806731	6.84235621	6.42506534	6.31645028	6.27494656	6.45661355	6.46067163
CAT	9.611977934	9.849874473	9.84705988	9.50049182	9.78705659	9.42728271	9.76901581	9.81511513	9.79557835	9.8053164
CAV1	14.43725879	13.44115011	13.46469995	14.61726313	13.47895337	14.62652028	13.38576478	13.76437854	13.39809723	13.76861426
CAV2	12.53207046	11.1993186	11.8921204	12.51693547	11.95150528	12.55017907	11.41199975	11.53329529	11.43197803	11.53612501
RUNX2	9.526121075	9.587159401	9.6782097	9.33748982	9.70626422	9.35110025	9.60478062	9.56426082	9.62524032	9.47510092
RUNX1	10.67552649	10.43888015	10.54299528	10.65702381	10.52140834	10.75407044	10.68294934	10.52394371	10.37128194	10.31251184
CBFB	9.952402384	9.625474036	9.71577818	10.12608692	9.08294464	10.15913393	9.41853545	9.80310993	9.46025841	9.87241802
CBL	9.669260668	9.641643944	9.58257436	9.71366567	9.63637409	9.71312177	9.60752279	9.67751253	9.62352724	9.67620153
CBLB	9.124920892	7.956335712	9.06487516	8.56262943	9.13084587	8.44816172	8.48874001	7.4523281	8.60328665	7.53969724
SERPINH1	10.49220327	11.43706263	10.59535498	11.05831188	10.20926338	10.6441232	11.47379265	11.41693922	10.97587503	10.96198171
CBR1	9.115442157	9.712372601	9.08513481	9.35734735	9.11786842	9.35793803	9.45403769	9.77041738	9.43678941	9.65473661
CBR3	5.7361286	6.274112943	5.86774993	6.08041493	5.64436714	5.76538956	5.9295729	6.40869942	5.81026594	6.26590252
KYAT1	6.750167946	7.250137778	7.15141596	6.49338639	7.03159349	6.54361031	7.21008875	6.98984981	7.24558193	7.03080347
KRIT1	9.29322988	8.863573346	9.26087198	9.03411678	9.32021091	9.17195107	8.84483305	9.05283226	8.85435852	9.04084611
CCNA2	9.078571195	11.33989645	9.43504029	9.6184628	9.46721705	9.69737369	10.16107704	11.31565242	10.18241097	11.3429333
CCNB1	8.711839061	11.42637414	9.45409025	9.2156121	9.46309884	9.22907816	10.36122951	11.30543285	10.36367587	11.30738701
CCNC	9.793394725	9.902792857	9.87963723	9.76939313	9.85849808	9.74503312	9.77943985	9.8620113	9.89472425	9.97108052
CCND2	3.469225611	6.482643665	4.57272272	4.2811525	4.47565718	4.39158026	6.26784418	5.31801291	6.25413573	5.10328159
CCND3	11.0077578	11.98391106	11.34378423	11.11678939	11.30963658	11.07486891	11.84110599	11.76109672	11.80632793	11.77458791
CCNE1	6.583750635	7.678153818	6.16978102	7.08199191	6.07543784	7.07809543	6.07712247	7.82868863	6.83262516	7.76540701
CCNF	7.410078835	9.378751825	7.81697547	7.91234095	7.71287417	7.98192099	8.55915554	9.2540934	8.56593179	9.36104429
CCNG1	12.13582011	10.27236864	12.06549124	11.55008278	12.10918289	10.99524949	10.83122293	10.4839874	10.83473837	10.45664595
CCNG2	9.985897963	8.498644833	9.91295671	9.23919459	9.92632315	9.28975042	9.16623711	7.94878423	9.19646467	8.02880686
CCNH	8.375087286	9.148886976	8.49946358	8.55161917	8.50956877	8.60524218	8.83291456	9.09169691	8.85827059	9.15140564
CCNT1	9.751230464	9.294331331	9.64235812	9.60359445	9.75136011	9.6318263	9.38706298	9.37256284	9.42143759	9.38533926
